,id,geoid,population,below50pov,below125pov,below150pov,below185pov,below200pov,below300pov,below400pov,below500pov
65467,1400000US48339694201,"Census Tract 6942.01, Montgomery County, Texas",7850,102,2180,2236,3098,3262,4678,5634,6261
65468,1400000US48339694202,"Census Tract 6942.02, Montgomery County, Texas",12604,320,1180,1523,2107,2518,5055,6725,8334
65469,1400000US48339694301,"Census Tract 6943.01, Montgomery County, Texas",13577,623,990,1101,2058,2132,2865,4156,5149
65470,1400000US48339694302,"Census Tract 6943.02, Montgomery County, Texas",8150,128,420,653,920,949,1830,2945,3999
65471,1400000US48339694400,"Census Tract 6944, Montgomery County, Texas",9668,437,1238,1707,2489,2860,4358,5389,6555
65472,1400000US48339694500,"Census Tract 6945, Montgomery County, Texas",13722,504,714,909,1067,1171,2975,4104,5589
65473,1400000US48339694600,"Census Tract 6946, Montgomery County, Texas",8726,343,922,1124,2117,2230,3277,4369,5824
65474,1400000US48339694700,"Census Tract 6947, Montgomery County, Texas",3175,93,453,567,601,674,937,1415,1748
65475,1400000US48341950100,"Census Tract 9501, Moore County, Texas",2212,73,449,584,909,950,1325,1501,1801
65476,1400000US48341950200,"Census Tract 9502, Moore County, Texas",6680,179,936,1646,2704,3117,4318,5682,5885
65477,1400000US48341950300,"Census Tract 9503, Moore County, Texas",7743,330,1178,1304,1890,1924,3875,5711,6540
65478,1400000US48341950400,"Census Tract 9504, Moore County, Texas",4513,186,1161,1221,1910,2205,3097,3621,3995
65479,1400000US48343950100,"Census Tract 9501, Morris County, Texas",4474,221,837,1183,1491,1820,2600,3228,3868
65480,1400000US48343950200,"Census Tract 9502, Morris County, Texas",5083,156,1090,1237,1503,1774,3234,3922,4384
65481,1400000US48343950300,"Census Tract 9503, Morris County, Texas",2653,321,1070,1152,1360,1382,1928,2370,2480
65482,1400000US48345950100,"Census Tract 9501, Motley County, Texas",1252,25,149,266,495,558,706,909,959
65483,1400000US48347950100,"Census Tract 9501, Nacogdoches County, Texas",2898,270,776,837,1097,1242,1687,2072,2485
65484,1400000US48347950200,"Census Tract 9502, Nacogdoches County, Texas",4650,153,924,1235,1698,1780,2399,2905,3835
65485,1400000US48347950301,"Census Tract 9503.01, Nacogdoches County, Texas",7366,395,2191,2661,3078,3149,4493,5547,6371
65486,1400000US48347950302,"Census Tract 9503.02, Nacogdoches County, Texas",7176,523,2368,2667,3122,3425,4866,5608,6416
65487,1400000US48347950400,"Census Tract 9504, Nacogdoches County, Texas",7314,134,864,1220,1523,1750,3160,3797,4786
65488,1400000US48347950501,"Census Tract 9505.01, Nacogdoches County, Texas",2351,215,796,907,961,975,1094,1396,1504
65489,1400000US48347950502,"Census Tract 9505.02, Nacogdoches County, Texas",5009,440,823,1013,1079,1240,2285,2870,3325
65490,1400000US48347950600,"Census Tract 9506, Nacogdoches County, Texas",2379,360,1383,1442,1776,1825,2089,2170,2245
65491,1400000US48347950700,"Census Tract 9507, Nacogdoches County, Texas",3825,572,1807,2362,2562,2572,3134,3392,3553
65492,1400000US48347950800,"Census Tract 9508, Nacogdoches County, Texas",3858,748,1134,1316,1608,2062,2944,3335,3671
65493,1400000US48347950900,"Census Tract 9509, Nacogdoches County, Texas",2371,770,1508,1644,1729,1851,2084,2219,2256
65494,1400000US48347951000,"Census Tract 9510, Nacogdoches County, Texas",5576,1423,2571,2847,3328,3387,3969,4711,4959
65495,1400000US48347951100,"Census Tract 9511, Nacogdoches County, Texas",4977,287,998,1386,1785,1884,2791,3477,3891
65496,1400000US48349970100,"Census Tract 9701, Navarro County, Texas",4045,162,806,1313,1748,1817,2793,3391,3708
65497,1400000US48349970200,"Census Tract 9702, Navarro County, Texas",5313,207,1355,1372,1939,2033,2747,3307,3956
65498,1400000US48349970300,"Census Tract 9703, Navarro County, Texas",7800,503,2318,2943,3325,3385,4898,5495,6297
65499,1400000US48349970400,"Census Tract 9704, Navarro County, Texas",4348,289,1073,1218,1356,1635,2625,3297,3750
65500,1400000US48349970500,"Census Tract 9705, Navarro County, Texas",3929,134,650,791,1751,2014,2658,3054,3389
65501,1400000US48349970600,"Census Tract 9706, Navarro County, Texas",3772,332,1124,1264,1463,1515,2366,2903,3143
65502,1400000US48349970700,"Census Tract 9707, Navarro County, Texas",5554,409,1026,1406,1643,1714,2896,3356,4138
65503,1400000US48349970800,"Census Tract 9708, Navarro County, Texas",1723,306,706,734,961,983,1322,1515,1622
65504,1400000US48349970900,"Census Tract 9709, Navarro County, Texas",8371,619,1986,2547,3589,3877,6053,7403,7579
65505,1400000US48349971000,"Census Tract 9710, Navarro County, Texas",3186,297,579,772,1164,1230,1761,2205,2653
65506,1400000US48351950100,"Census Tract 9501, Newton County, Texas",1953,140,430,637,948,1020,1266,1362,1507
65507,1400000US48351950200,"Census Tract 9502, Newton County, Texas",5494,698,1455,1716,2271,2456,3661,4299,4818
65508,1400000US48351950300,"Census Tract 9503, Newton County, Texas",3151,218,1442,1559,1649,1649,2305,2557,2689
65509,1400000US48351950400,"Census Tract 9504, Newton County, Texas",3145,78,705,795,905,1223,1794,2300,2799
65510,1400000US48353950100,"Census Tract 9501, Nolan County, Texas",1761,63,394,449,500,505,776,988,1152
65511,1400000US48353950200,"Census Tract 9502, Nolan County, Texas",4228,111,475,726,1076,1310,2129,2998,3263
65512,1400000US48353950300,"Census Tract 9503, Nolan County, Texas",1949,386,879,1007,1373,1451,1616,1752,1904
65513,1400000US48353950400,"Census Tract 9504, Nolan County, Texas",3978,313,1020,1413,1736,2017,3240,3520,3729
65514,1400000US48353950500,"Census Tract 9505, Nolan County, Texas",2707,174,380,655,836,876,1255,1764,2065
65515,1400000US48355000500,"Census Tract 5, Nueces County, Texas",1740,138,572,776,1030,1063,1363,1444,1520
65516,1400000US48355000600,"Census Tract 6, Nueces County, Texas",6518,41,1758,2346,2790,2954,4784,5392,5810
65517,1400000US48355000700,"Census Tract 7, Nueces County, Texas",4373,328,1552,1701,2426,2746,3808,3984,4148
65518,1400000US48355000800,"Census Tract 8, Nueces County, Texas",3339,63,730,1218,1706,1786,2538,2732,3185
65519,1400000US48355000900,"Census Tract 9, Nueces County, Texas",4219,160,1407,2004,2610,2883,3720,3914,4055
65520,1400000US48355001000,"Census Tract 10, Nueces County, Texas",3358,109,1390,2143,2701,2710,3097,3236,3252
65521,1400000US48355001100,"Census Tract 11, Nueces County, Texas",1865,548,1089,1118,1342,1489,1636,1702,1798
65522,1400000US48355001200,"Census Tract 12, Nueces County, Texas",4208,461,1580,1809,2575,2723,3000,3421,3646
65523,1400000US48355001300,"Census Tract 13, Nueces County, Texas",4033,202,1538,1877,2468,2585,3410,3709,3774
65524,1400000US48355001400,"Census Tract 14, Nueces County, Texas",4808,41,881,1069,1603,1675,2503,3007,3127
65525,1400000US48355001500,"Census Tract 15, Nueces County, Texas",4884,537,2073,2282,2700,2865,3782,4267,4395
65526,1400000US48355001601,"Census Tract 16.01, Nueces County, Texas",5035,452,1739,2147,3015,3398,4372,4875,4932
65527,1400000US48355001602,"Census Tract 16.02, Nueces County, Texas",3498,161,894,1107,1738,1849,2590,3014,3253
65528,1400000US48355001701,"Census Tract 17.01, Nueces County, Texas",7217,610,2640,4273,4633,4875,5977,6922,7026
65529,1400000US48355001702,"Census Tract 17.02, Nueces County, Texas",1895,181,777,830,1124,1124,1542,1727,1822
65530,1400000US48355001801,"Census Tract 18.01, Nueces County, Texas",6038,392,1648,1886,2718,2901,4181,4988,5510
65531,1400000US48355001802,"Census Tract 18.02, Nueces County, Texas",2175,31,153,289,508,594,1222,1566,1774
65532,1400000US48355001902,"Census Tract 19.02, Nueces County, Texas",9101,1058,2001,2389,2449,2584,4133,5886,7624
65533,1400000US48355001903,"Census Tract 19.03, Nueces County, Texas",3889,137,722,1009,1971,2084,2849,3309,3608
65534,1400000US48355001904,"Census Tract 19.04, Nueces County, Texas",4525,394,1768,2022,2301,2529,3586,3908,4361
65535,1400000US48355002001,"Census Tract 20.01, Nueces County, Texas",4284,802,1513,1616,2006,2385,3258,3594,3917
65536,1400000US48355002002,"Census Tract 20.02, Nueces County, Texas",3911,293,1113,1483,1856,1926,2981,3411,3646
65537,1400000US48355002101,"Census Tract 21.01, Nueces County, Texas",3360,242,828,959,1163,1242,1964,2347,2743
65538,1400000US48355002102,"Census Tract 21.02, Nueces County, Texas",3489,82,353,458,696,797,1183,1534,1916
65539,1400000US48355002200,"Census Tract 22, Nueces County, Texas",5850,813,1741,1867,2392,2560,3416,4463,4949
65540,1400000US48355002301,"Census Tract 23.01, Nueces County, Texas",4296,151,809,1432,1709,1732,2985,3727,3985
65541,1400000US48355002303,"Census Tract 23.03, Nueces County, Texas",4383,278,561,703,870,1095,2248,3271,3723
65542,1400000US48355002304,"Census Tract 23.04, Nueces County, Texas",4938,172,568,911,1444,1612,2669,3943,4374
65543,1400000US48355002400,"Census Tract 24, Nueces County, Texas",6065,179,1418,1583,2094,2314,3916,4613,5223
65544,1400000US48355002500,"Census Tract 25, Nueces County, Texas",4065,196,631,679,922,943,1541,2472,2622
65545,1400000US48355002601,"Census Tract 26.01, Nueces County, Texas",2600,158,444,822,956,1021,1384,1700,1877
65546,1400000US48355002602,"Census Tract 26.02, Nueces County, Texas",2064,81,553,713,780,801,1327,1545,1796
65547,1400000US48355002603,"Census Tract 26.03, Nueces County, Texas",3598,223,1136,1310,1504,1586,2319,2747,2961
65548,1400000US48355002703,"Census Tract 27.03, Nueces County, Texas",5724,511,1182,1350,1956,2341,3350,4083,5005
65549,1400000US48355002704,"Census Tract 27.04, Nueces County, Texas",5973,1379,2629,2652,2776,2923,3476,4015,4521
65550,1400000US48355002705,"Census Tract 27.05, Nueces County, Texas",5563,324,1016,1397,1538,1553,3014,3399,3805
65551,1400000US48355002706,"Census Tract 27.06, Nueces County, Texas",0,0,0,0,0,0,0,0,0
65552,1400000US48355002900,"Census Tract 29, Nueces County, Texas",673,0,87,104,167,184,392,498,582
65553,1400000US48355003001,"Census Tract 30.01, Nueces County, Texas",6291,322,1903,2411,3290,3698,4650,5320,5716
65554,1400000US48355003002,"Census Tract 30.02, Nueces County, Texas",4330,154,1174,1351,1692,1742,2195,2766,3192
65555,1400000US48355003101,"Census Tract 31.01, Nueces County, Texas",5186,214,580,844,1013,1212,2312,3291,3746
65556,1400000US48355003102,"Census Tract 31.02, Nueces County, Texas",5645,365,830,1173,1267,1381,2427,3375,4166
65557,1400000US48355003202,"Census Tract 32.02, Nueces County, Texas",6244,203,609,847,1031,1130,2004,2751,4035
65558,1400000US48355003203,"Census Tract 32.03, Nueces County, Texas",6026,567,1402,1810,2225,2624,4180,4739,5208
65559,1400000US48355003204,"Census Tract 32.04, Nueces County, Texas",4268,112,294,515,605,645,1460,1966,2690
65560,1400000US48355003303,"Census Tract 33.03, Nueces County, Texas",1314,114,336,394,696,718,976,1097,1181
65561,1400000US48355003304,"Census Tract 33.04, Nueces County, Texas",6440,128,1054,1289,1617,1830,2981,3582,4513
65562,1400000US48355003305,"Census Tract 33.05, Nueces County, Texas",4509,653,2124,2513,2729,2849,3359,3846,4073
65563,1400000US48355003306,"Census Tract 33.06, Nueces County, Texas",4641,155,954,1326,1580,1794,2242,3253,3723
65564,1400000US48355003401,"Census Tract 34.01, Nueces County, Texas",4139,366,935,1093,1184,1202,1863,2526,2952
65565,1400000US48355003402,"Census Tract 34.02, Nueces County, Texas",6153,553,1517,1541,1909,2029,2961,3980,4572
65566,1400000US48355003500,"Census Tract 35, Nueces County, Texas",2085,102,364,510,629,638,1317,1490,1738
65567,1400000US48355003601,"Census Tract 36.01, Nueces County, Texas",6230,323,881,1178,1475,1600,2894,3882,4979
65568,1400000US48355003602,"Census Tract 36.02, Nueces County, Texas",6154,450,1137,1365,1481,1716,2655,3874,4687
65569,1400000US48355003603,"Census Tract 36.03, Nueces County, Texas",5047,392,1116,1365,1896,1928,2729,3233,3850
65570,1400000US48355003700,"Census Tract 37, Nueces County, Texas",3383,58,440,753,858,1040,1600,1979,2832
65571,1400000US48355005102,"Census Tract 51.02, Nueces County, Texas",3925,92,539,579,1038,1277,1849,2258,2608
65572,1400000US48355005404,"Census Tract 54.04, Nueces County, Texas",4640,128,151,208,367,430,702,1993,2716
65573,1400000US48355005406,"Census Tract 54.06, Nueces County, Texas",3762,72,404,692,733,750,1238,1606,2108
65574,1400000US48355005407,"Census Tract 54.07, Nueces County, Texas",2961,91,106,148,306,402,936,1889,2034
65575,1400000US48355005408,"Census Tract 54.08, Nueces County, Texas",4846,179,532,804,1248,1290,2110,3024,3327
65576,1400000US48355005409,"Census Tract 54.09, Nueces County, Texas",3926,75,114,501,720,739,1397,2034,2249
65577,1400000US48355005410,"Census Tract 54.10, Nueces County, Texas",3749,48,254,526,970,978,1691,2303,2803
65578,1400000US48355005411,"Census Tract 54.11, Nueces County, Texas",3607,150,501,549,673,768,1470,2176,2535
65579,1400000US48355005412,"Census Tract 54.12, Nueces County, Texas",5607,96,567,571,703,766,1507,2646,3588
65580,1400000US48355005413,"Census Tract 54.13, Nueces County, Texas",3014,110,472,524,544,584,1136,1522,2140
65581,1400000US48355005414,"Census Tract 54.14, Nueces County, Texas",3051,15,296,331,426,426,782,1136,1585
65582,1400000US48355005415,"Census Tract 54.15, Nueces County, Texas",6105,269,532,592,714,852,1886,3392,4075
65583,1400000US48355005416,"Census Tract 54.16, Nueces County, Texas",3855,94,250,297,309,324,513,868,1628
65584,1400000US48355005417,"Census Tract 54.17, Nueces County, Texas",6209,74,266,525,734,1052,2032,3008,3824
65585,1400000US48355005601,"Census Tract 56.01, Nueces County, Texas",5745,318,1480,1704,2280,2531,3481,4277,5118
65586,1400000US48355005602,"Census Tract 56.02, Nueces County, Texas",6788,1874,3241,3476,4047,4211,5125,5799,6473
65587,1400000US48355005801,"Census Tract 58.01, Nueces County, Texas",7022,200,384,538,762,852,1531,2678,4161
65588,1400000US48355005802,"Census Tract 58.02, Nueces County, Texas",6693,69,813,1139,1318,1646,3349,4391,4651
65589,1400000US48355005900,"Census Tract 59, Nueces County, Texas",2997,117,892,1028,1191,1232,1808,2307,2602
65590,1400000US48355006000,"Census Tract 60, Nueces County, Texas",2164,108,403,519,805,866,1260,1500,1750
65591,1400000US48355006100,"Census Tract 61, Nueces County, Texas",3576,258,985,1194,1246,1327,1935,2402,2718
65592,1400000US48355006200,"Census Tract 62, Nueces County, Texas",9077,323,869,989,1227,1259,2414,3339,4304
65593,1400000US48355006300,"Census Tract 63, Nueces County, Texas",2634,315,830,1102,1150,1198,1400,1590,2158
65594,1400000US48355006400,"Census Tract 64, Nueces County, Texas",1623,96,620,654,800,819,1233,1288,1332
65595,1400000US48355980000,"Census Tract 9800, Nueces County, Texas",13,0,0,0,0,0,0,5,5
65596,1400000US48355990000,"Census Tract 9900, Nueces County, Texas",0,0,0,0,0,0,0,0,0
65597,1400000US48357950100,"Census Tract 9501, Ochiltree County, Texas",1258,37,164,178,219,229,403,671,878
65598,1400000US48357950300,"Census Tract 9503, Ochiltree County, Texas",3664,197,1061,1546,1943,2180,2555,3027,3239
65599,1400000US48357950400,"Census Tract 9504, Ochiltree County, Texas",5107,74,1042,1446,1956,2268,3214,4102,4519
65600,1400000US48359950100,"Census Tract 9501, Oldham County, Texas",1669,68,183,299,400,505,828,1107,1311
65601,1400000US48361020200,"Census Tract 202, Orange County, Texas",3581,193,912,1137,1218,1325,2213,2435,3196
65602,1400000US48361020300,"Census Tract 203, Orange County, Texas",2325,465,841,975,1067,1120,1455,1843,1953
65603,1400000US48361020500,"Census Tract 205, Orange County, Texas",3132,307,741,993,1307,1325,1970,2376,2745
65604,1400000US48361020700,"Census Tract 207, Orange County, Texas",4958,337,1284,1600,1761,2233,2991,3493,3749
65605,1400000US48361020800,"Census Tract 208, Orange County, Texas",1840,47,251,331,537,583,972,1257,1435
65606,1400000US48361020900,"Census Tract 209, Orange County, Texas",3666,387,841,1119,1442,1648,2194,2543,2747
65607,1400000US48361021000,"Census Tract 210, Orange County, Texas",2179,84,297,308,436,436,725,1047,1294
65608,1400000US48361021100,"Census Tract 211, Orange County, Texas",1814,259,457,463,684,701,1007,1237,1327
65609,1400000US48361021200,"Census Tract 212, Orange County, Texas",4874,132,678,1054,1190,1483,2204,3066,3719
65610,1400000US48361021300,"Census Tract 213, Orange County, Texas",5635,411,1183,1183,1306,1395,2233,3486,3926
65611,1400000US48361021400,"Census Tract 214, Orange County, Texas",3861,319,578,601,633,738,1189,1979,2509
65612,1400000US48361021501,"Census Tract 215.01, Orange County, Texas",2374,136,455,514,529,529,1090,1444,1614
65613,1400000US48361021502,"Census Tract 215.02, Orange County, Texas",6490,245,704,997,1521,1589,2586,3962,5074
65614,1400000US48361021600,"Census Tract 216, Orange County, Texas",3570,176,367,423,573,766,1638,2112,2477
65615,1400000US48361021700,"Census Tract 217, Orange County, Texas",1995,179,276,447,532,669,1092,1289,1522
65616,1400000US48361021800,"Census Tract 218, Orange County, Texas",2529,45,204,370,447,482,860,1416,1849
65617,1400000US48361021900,"Census Tract 219, Orange County, Texas",7157,766,1640,2108,2269,2285,3563,4302,5497
65618,1400000US48361022000,"Census Tract 220, Orange County, Texas",4187,538,1188,1399,1491,1659,2286,2899,3158
65619,1400000US48361022200,"Census Tract 222, Orange County, Texas",4326,183,539,862,968,1068,1395,2000,2698
65620,1400000US48361022300,"Census Tract 223, Orange County, Texas",7440,13,206,567,635,1300,2025,3709,4519
65621,1400000US48361022400,"Census Tract 224, Orange County, Texas",4934,114,591,817,1095,1095,1973,2736,3386
65622,1400000US48363000100,"Census Tract 1, Palo Pinto County, Texas",2827,127,493,704,945,990,1294,1769,2098
65623,1400000US48363000200,"Census Tract 2, Palo Pinto County, Texas",2060,118,415,443,749,851,1248,1470,1645
65624,1400000US48363000300,"Census Tract 3, Palo Pinto County, Texas",3889,161,418,698,1083,1252,1953,2498,2745
65625,1400000US48363000400,"Census Tract 4, Palo Pinto County, Texas",5266,140,1081,1163,1430,1644,2666,3662,4220
65626,1400000US48363000500,"Census Tract 5, Palo Pinto County, Texas",2041,103,435,620,752,799,1452,1682,1733
65627,1400000US48363000600,"Census Tract 6, Palo Pinto County, Texas",3528,489,1078,1180,1669,1802,2212,2674,3056
65628,1400000US48363000700,"Census Tract 7, Palo Pinto County, Texas",3027,93,514,745,1041,1107,1623,2086,2558
65629,1400000US48363000800,"Census Tract 8, Palo Pinto County, Texas",3377,550,1627,1810,2079,2211,2580,2911,3197
65630,1400000US48363000900,"Census Tract 9, Palo Pinto County, Texas",2138,314,982,1131,1273,1299,1685,1813,1914
65631,1400000US48365950100,"Census Tract 9501, Panola County, Texas",4399,531,982,1243,1551,1645,2730,3625,3913
65632,1400000US48365950200,"Census Tract 9502, Panola County, Texas",3434,296,833,1066,1177,1252,1613,2288,2760
65633,1400000US48365950300,"Census Tract 9503, Panola County, Texas",3945,165,539,1052,1524,1665,2495,2790,3323
65634,1400000US48365950400,"Census Tract 9504, Panola County, Texas",5929,268,1406,1836,2386,2509,3112,4045,4834
65635,1400000US48365950500,"Census Tract 9505, Panola County, Texas",2690,64,462,505,696,777,1198,1712,2160
65636,1400000US48365950600,"Census Tract 9506, Panola County, Texas",2382,274,440,623,959,1012,1198,1643,1905
65637,1400000US48367140101,"Census Tract 1401.01, Parker County, Texas",5106,154,883,1028,1252,1421,2813,3651,4140
65638,1400000US48367140102,"Census Tract 1401.02, Parker County, Texas",5037,235,749,1059,1888,2189,3305,4056,4409
65639,1400000US48367140200,"Census Tract 1402, Parker County, Texas",6577,232,953,1205,1892,2044,3552,4397,5026
65640,1400000US48367140300,"Census Tract 1403, Parker County, Texas",6240,263,938,1257,1578,1706,2857,4130,4636
65641,1400000US48367140403,"Census Tract 1404.03, Parker County, Texas",7039,362,1005,1219,1538,1656,3592,4583,5430
65642,1400000US48367140405,"Census Tract 1404.05, Parker County, Texas",7637,316,1060,1429,1812,2032,3753,4820,5622
65643,1400000US48367140407,"Census Tract 1404.07, Parker County, Texas",10990,100,955,1312,2007,2078,3561,4128,5495
65644,1400000US48367140408,"Census Tract 1404.08, Parker County, Texas",4932,162,564,564,886,914,1778,2964,3303
65645,1400000US48367140409,"Census Tract 1404.09, Parker County, Texas",3625,297,773,1197,1704,1775,2593,2998,3295
65646,1400000US48367140410,"Census Tract 1404.10, Parker County, Texas",4161,93,419,1067,1395,1519,2390,3038,3570
65647,1400000US48367140411,"Census Tract 1404.11, Parker County, Texas",4925,115,824,1454,1560,1713,2167,2537,3120
65648,1400000US48367140501,"Census Tract 1405.01, Parker County, Texas",8268,283,1281,1628,2059,2227,3499,5046,5938
65649,1400000US48367140502,"Census Tract 1405.02, Parker County, Texas",4523,220,344,439,636,691,1311,2061,2872
65650,1400000US48367140601,"Census Tract 1406.01, Parker County, Texas",7096,277,769,1041,1250,1469,2295,3336,3928
65651,1400000US48367140602,"Census Tract 1406.02, Parker County, Texas",10309,242,1122,1621,2040,2689,4769,5945,6822
65652,1400000US48367140703,"Census Tract 1407.03, Parker County, Texas",7920,202,603,676,798,860,1232,2636,3692
65653,1400000US48367140704,"Census Tract 1407.04, Parker County, Texas",10147,137,328,391,535,797,1541,2816,4033
65654,1400000US48367140705,"Census Tract 1407.05, Parker County, Texas",8338,347,916,1071,1549,1571,2748,4030,4889
65655,1400000US48367140706,"Census Tract 1407.06, Parker County, Texas",9053,44,287,386,718,748,1516,3096,3973
65656,1400000US48369950200,"Census Tract 9502, Parmer County, Texas",4842,262,870,1495,1693,1947,2864,3376,3977
65657,1400000US48369950300,"Census Tract 9503, Parmer County, Texas",4801,241,1099,1315,1661,1820,2876,3656,4008
65658,1400000US48371950100,"Census Tract 9501, Pecos County, Texas",2047,83,191,267,480,546,863,1278,1481
65659,1400000US48371950300,"Census Tract 9503, Pecos County, Texas",3213,158,1359,1436,1592,1765,2373,2802,2888
65660,1400000US48371950400,"Census Tract 9504, Pecos County, Texas",4301,274,504,618,1132,1190,1921,2848,3207
65661,1400000US48371950500,"Census Tract 9505, Pecos County, Texas",3929,447,653,864,1834,1899,3025,3178,3350
65662,1400000US48373210101,"Census Tract 2101.01, Polk County, Texas",5135,208,659,897,1350,1491,2530,3245,4022
65663,1400000US48373210102,"Census Tract 2101.02, Polk County, Texas",6623,285,1073,1428,2041,2546,3405,5084,5481
65664,1400000US48373210203,"Census Tract 2102.03, Polk County, Texas",3359,219,1166,1398,1620,2153,2792,2981,3005
65665,1400000US48373210204,"Census Tract 2102.04, Polk County, Texas",5135,375,1071,1435,1946,2115,2946,3483,4007
65666,1400000US48373210205,"Census Tract 2102.05, Polk County, Texas",3070,318,1073,1124,1384,1469,1701,2138,2335
65667,1400000US48373210206,"Census Tract 2102.06, Polk County, Texas",3431,178,519,657,810,915,1676,2157,2374
65668,1400000US48373210301,"Census Tract 2103.01, Polk County, Texas",3589,435,783,1093,1395,1749,2271,2788,3226
65669,1400000US48373210302,"Census Tract 2103.02, Polk County, Texas",4181,761,1077,1233,1305,1403,2187,2898,3170
65670,1400000US48373210400,"Census Tract 2104, Polk County, Texas",5819,702,1878,2067,2479,2627,3787,4416,4914
65671,1400000US48373210500,"Census Tract 2105, Polk County, Texas",4963,402,949,1428,1850,1935,2605,3403,3920
65672,1400000US48375010100,"Census Tract 101, Potter County, Texas",2048,148,485,528,708,787,1098,1409,1679
65673,1400000US48375010200,"Census Tract 102, Potter County, Texas",2136,32,204,327,385,402,616,1030,1351
65674,1400000US48375010300,"Census Tract 103, Potter County, Texas",1160,275,513,679,831,861,1044,1099,1142
65675,1400000US48375010400,"Census Tract 104, Potter County, Texas",3149,64,483,772,993,1068,1426,1885,2234
65676,1400000US48375010600,"Census Tract 106, Potter County, Texas",1910,101,766,910,1207,1284,1667,1709,1781
65677,1400000US48375010700,"Census Tract 107, Potter County, Texas",3347,326,972,1007,1347,1374,2208,2932,3170
65678,1400000US48375011000,"Census Tract 110, Potter County, Texas",2353,123,833,919,1226,1561,1943,2237,2287
65679,1400000US48375011500,"Census Tract 115, Potter County, Texas",4303,210,624,1132,1649,1766,2492,3007,3432
65680,1400000US48375011600,"Census Tract 116, Potter County, Texas",4607,344,1001,1468,1706,2302,3135,3653,4016
65681,1400000US48375011700,"Census Tract 117, Potter County, Texas",3703,353,1314,1499,1911,2151,2838,2999,3504
65682,1400000US48375011800,"Census Tract 118, Potter County, Texas",3580,118,776,910,1210,1323,2150,2571,2925
65683,1400000US48375011900,"Census Tract 119, Potter County, Texas",2817,334,1087,1360,1551,1567,2021,2287,2592
65684,1400000US48375012000,"Census Tract 120, Potter County, Texas",1577,169,819,919,1254,1286,1383,1543,1569
65685,1400000US48375012200,"Census Tract 122, Potter County, Texas",3892,493,1424,1832,2226,2563,3705,3859,3871
65686,1400000US48375012600,"Census Tract 126, Potter County, Texas",2437,321,1234,1505,1849,1917,2128,2295,2316
65687,1400000US48375012800,"Census Tract 128, Potter County, Texas",4813,490,2333,2522,2918,3135,3944,4230,4421
65688,1400000US48375013000,"Census Tract 130, Potter County, Texas",1457,176,572,682,775,779,1282,1339,1350
65689,1400000US48375013200,"Census Tract 132, Potter County, Texas",1316,92,274,296,364,368,578,759,881
65690,1400000US48375013300,"Census Tract 133, Potter County, Texas",5620,13,177,201,284,302,1021,1432,2257
65691,1400000US48375013400,"Census Tract 134, Potter County, Texas",2510,97,297,386,415,663,1342,1659,1929
65692,1400000US48375013900,"Census Tract 139, Potter County, Texas",4055,193,1816,2120,2458,2690,3321,3701,3825
65693,1400000US48375014100,"Census Tract 141, Potter County, Texas",2885,352,1059,1223,1712,1789,2474,2636,2746
65694,1400000US48375014300,"Census Tract 143, Potter County, Texas",5908,239,497,630,1157,1348,2062,2968,3434
65695,1400000US48375014401,"Census Tract 144.01, Potter County, Texas",2231,124,400,422,816,890,1467,1784,1932
65696,1400000US48375014500,"Census Tract 145, Potter County, Texas",5696,357,1234,1906,2693,3167,4390,5165,5516
65697,1400000US48375014700,"Census Tract 147, Potter County, Texas",4382,310,882,1347,1616,1682,3026,3446,3901
65698,1400000US48375014800,"Census Tract 148, Potter County, Texas",2304,406,1152,1373,1529,1553,1835,1986,2074
65699,1400000US48375014900,"Census Tract 149, Potter County, Texas",6506,466,2274,2505,2894,3259,4702,5397,5863
65700,1400000US48375015000,"Census Tract 150, Potter County, Texas",7578,646,3218,3556,4001,4200,6362,7279,7310
65701,1400000US48375015100,"Census Tract 151, Potter County, Texas",2473,96,277,353,500,500,913,1806,1968
65702,1400000US48375015200,"Census Tract 152, Potter County, Texas",2810,267,796,1066,1346,1455,2109,2424,2594
65703,1400000US48375015300,"Census Tract 153, Potter County, Texas",4805,507,2113,2728,3104,3397,4064,4336,4389
65704,1400000US48375015400,"Census Tract 154, Potter County, Texas",2313,285,1178,1318,1524,1607,2020,2092,2169
65705,1400000US48375980000,"Census Tract 9800, Potter County, Texas",0,0,0,0,0,0,0,0,0
65706,1400000US48377950100,"Census Tract 9501, Presidio County, Texas",2621,165,599,843,1072,1111,1544,1689,1926
65707,1400000US48377950200,"Census Tract 9502, Presidio County, Texas",4349,472,2574,3045,3305,3444,3744,3966,4229
65708,1400000US48379950100,"Census Tract 9501, Rains County, Texas",6291,235,842,1011,1473,1611,2311,4149,4742
65709,1400000US48379950200,"Census Tract 9502, Rains County, Texas",5378,321,1198,1481,2144,2183,3094,4133,4566
65710,1400000US48381020100,"Census Tract 201, Randall County, Texas",2316,30,191,213,274,317,731,1199,1522
65711,1400000US48381020200,"Census Tract 202, Randall County, Texas",2185,41,346,385,612,724,1028,1412,1614
65712,1400000US48381020300,"Census Tract 203, Randall County, Texas",1964,166,343,415,624,640,1251,1524,1705
65713,1400000US48381020400,"Census Tract 204, Randall County, Texas",2071,44,122,182,200,204,641,944,1111
65714,1400000US48381020500,"Census Tract 205, Randall County, Texas",3459,174,744,953,1408,1573,2271,2854,3239
