,id,geoid,population,below50pov,below125pov,below150pov,below185pov,below200pov,below300pov,below400pov,below500pov
63223,1400000US48121020306,"Census Tract 203.06, Denton County, Texas",7227,145,398,532,1029,1298,2289,2943,3975
63224,1400000US48121020307,"Census Tract 203.07, Denton County, Texas",12812,177,661,677,762,1192,1929,3883,5819
63225,1400000US48121020308,"Census Tract 203.08, Denton County, Texas",12132,435,1043,1644,2159,2708,4167,5868,7609
63226,1400000US48121020309,"Census Tract 203.09, Denton County, Texas",11690,388,849,990,1588,1816,3632,5487,6817
63227,1400000US48121020310,"Census Tract 203.10, Denton County, Texas",4131,25,240,299,350,507,935,1266,1679
63228,1400000US48121020401,"Census Tract 204.01, Denton County, Texas",9626,529,1685,1971,2814,3420,5179,6797,7988
63229,1400000US48121020402,"Census Tract 204.02, Denton County, Texas",5255,150,329,404,809,1106,1909,2713,3717
63230,1400000US48121020403,"Census Tract 204.03, Denton County, Texas",3739,428,962,1110,1378,1407,2238,2929,3232
63231,1400000US48121020503,"Census Tract 205.03, Denton County, Texas",6727,419,1433,1961,2945,3031,4713,5577,6163
63232,1400000US48121020504,"Census Tract 205.04, Denton County, Texas",3473,81,689,1105,1192,1394,1808,2681,2940
63233,1400000US48121020505,"Census Tract 205.05, Denton County, Texas",5978,356,839,852,967,994,1766,2833,3357
63234,1400000US48121020506,"Census Tract 205.06, Denton County, Texas",2249,33,191,221,888,888,1287,1517,1680
63235,1400000US48121020601,"Census Tract 206.01, Denton County, Texas",3187,416,1035,1478,1671,1756,2493,2814,2957
63236,1400000US48121020602,"Census Tract 206.02, Denton County, Texas",10869,1257,2127,2448,4013,4140,6576,8568,9713
63237,1400000US48121020700,"Census Tract 207, Denton County, Texas",2705,543,1123,1224,1401,1469,1960,2203,2371
63238,1400000US48121020800,"Census Tract 208, Denton County, Texas",6074,1192,2717,3408,3635,3635,4496,5206,5459
63239,1400000US48121020900,"Census Tract 209, Denton County, Texas",2055,376,912,1022,1247,1356,1649,1746,1865
63240,1400000US48121021000,"Census Tract 210, Denton County, Texas",2894,553,1115,1387,1739,1803,2454,2695,2821
63241,1400000US48121021100,"Census Tract 211, Denton County, Texas",3212,824,1411,1673,1852,2079,2522,2817,3026
63242,1400000US48121021201,"Census Tract 212.01, Denton County, Texas",6828,757,2110,3185,3858,4329,5547,6061,6447
63243,1400000US48121021202,"Census Tract 212.02, Denton County, Texas",3461,127,788,885,1107,1311,2212,2580,2772
63244,1400000US48121021301,"Census Tract 213.01, Denton County, Texas",4310,1354,2318,2460,2765,2840,3383,3838,4198
63245,1400000US48121021303,"Census Tract 213.03, Denton County, Texas",7416,170,545,675,1132,1310,2343,3557,4285
63246,1400000US48121021304,"Census Tract 213.04, Denton County, Texas",5497,295,510,735,1203,1327,2127,2829,3252
63247,1400000US48121021305,"Census Tract 213.05, Denton County, Texas",3803,191,554,604,711,711,1265,1576,2000
63248,1400000US48121021403,"Census Tract 214.03, Denton County, Texas",12116,577,1327,2069,2707,2821,4663,6285,7712
63249,1400000US48121021404,"Census Tract 214.04, Denton County, Texas",8663,370,938,1291,1409,1488,2518,3499,4979
63250,1400000US48121021405,"Census Tract 214.05, Denton County, Texas",12749,196,948,1831,2830,3102,5183,6824,7965
63251,1400000US48121021406,"Census Tract 214.06, Denton County, Texas",7904,31,363,395,554,683,1774,3598,5085
63252,1400000US48121021407,"Census Tract 214.07, Denton County, Texas",7927,299,640,877,1276,1295,2116,3681,5095
63253,1400000US48121021408,"Census Tract 214.08, Denton County, Texas",6264,293,335,365,942,1147,1889,2660,3629
63254,1400000US48121021409,"Census Tract 214.09, Denton County, Texas",8877,284,475,506,669,787,2047,3866,5180
63255,1400000US48121021502,"Census Tract 215.02, Denton County, Texas",4808,101,1109,1480,2029,2112,2785,3459,3865
63256,1400000US48121021505,"Census Tract 215.05, Denton County, Texas",5878,274,551,663,854,1426,2391,2978,4186
63257,1400000US48121021512,"Census Tract 215.12, Denton County, Texas",4723,116,196,196,218,227,410,846,1003
63258,1400000US48121021513,"Census Tract 215.13, Denton County, Texas",3641,65,116,175,202,202,484,838,1279
63259,1400000US48121021514,"Census Tract 215.14, Denton County, Texas",4616,88,95,95,114,221,559,1215,2001
63260,1400000US48121021515,"Census Tract 215.15, Denton County, Texas",15750,17,653,866,1042,1314,3031,5067,7079
63261,1400000US48121021516,"Census Tract 215.16, Denton County, Texas",7717,0,378,472,736,1004,2376,3487,4567
63262,1400000US48121021517,"Census Tract 215.17, Denton County, Texas",4133,134,318,370,534,552,1337,2008,2711
63263,1400000US48121021518,"Census Tract 215.18, Denton County, Texas",3031,0,60,176,321,345,763,1046,1252
63264,1400000US48121021519,"Census Tract 215.19, Denton County, Texas",12148,172,725,889,1256,1589,3180,4833,6226
63265,1400000US48121021520,"Census Tract 215.20, Denton County, Texas",4133,94,444,492,868,1260,1991,2562,2968
63266,1400000US48121021521,"Census Tract 215.21, Denton County, Texas",4156,488,626,740,822,910,1586,2353,2805
63267,1400000US48121021522,"Census Tract 215.22, Denton County, Texas",3690,133,207,229,265,265,667,889,1305
63268,1400000US48121021523,"Census Tract 215.23, Denton County, Texas",3898,359,628,936,1044,1259,1748,2604,2968
63269,1400000US48121021524,"Census Tract 215.24, Denton County, Texas",2330,38,84,84,111,131,143,232,601
63270,1400000US48121021525,"Census Tract 215.25, Denton County, Texas",15808,296,356,446,531,748,1381,2322,3398
63271,1400000US48121021526,"Census Tract 215.26, Denton County, Texas",7686,156,347,396,510,660,1321,1852,2683
63272,1400000US48121021527,"Census Tract 215.27, Denton County, Texas",7018,35,314,350,415,453,658,1963,2562
63273,1400000US48121021611,"Census Tract 216.11, Denton County, Texas",4626,103,658,679,1157,1176,1821,2259,2776
63274,1400000US48121021612,"Census Tract 216.12, Denton County, Texas",4068,338,611,636,805,824,1637,2141,2801
63275,1400000US48121021613,"Census Tract 216.13, Denton County, Texas",5471,134,688,899,1563,1746,3027,4054,4520
63276,1400000US48121021614,"Census Tract 216.14, Denton County, Texas",4149,183,670,945,1054,1205,1907,2625,3088
63277,1400000US48121021615,"Census Tract 216.15, Denton County, Texas",4992,68,485,1032,1519,1682,2508,3784,4200
63278,1400000US48121021616,"Census Tract 216.16, Denton County, Texas",4729,511,1251,1430,1846,2090,3083,3515,3774
63279,1400000US48121021618,"Census Tract 216.18, Denton County, Texas",4203,146,911,1158,1521,1665,2187,2964,3404
63280,1400000US48121021619,"Census Tract 216.19, Denton County, Texas",2922,63,784,1022,1156,1201,1941,2438,2695
63281,1400000US48121021620,"Census Tract 216.20, Denton County, Texas",3009,184,382,585,830,848,1458,1947,2404
63282,1400000US48121021621,"Census Tract 216.21, Denton County, Texas",3507,15,352,422,445,471,566,1001,1163
63283,1400000US48121021622,"Census Tract 216.22, Denton County, Texas",6023,197,294,294,891,974,1938,2518,3275
63284,1400000US48121021623,"Census Tract 216.23, Denton County, Texas",8252,71,524,595,782,838,2182,3638,5004
63285,1400000US48121021624,"Census Tract 216.24, Denton County, Texas",7706,500,1152,1152,1657,1871,2995,4239,4728
63286,1400000US48121021625,"Census Tract 216.25, Denton County, Texas",12108,556,801,847,1040,1253,2019,2752,4407
63287,1400000US48121021626,"Census Tract 216.26, Denton County, Texas",2639,59,59,75,82,108,121,252,461
63288,1400000US48121021627,"Census Tract 216.27, Denton County, Texas",7821,306,715,730,762,894,1671,2625,3579
63289,1400000US48121021628,"Census Tract 216.28, Denton County, Texas",6004,241,688,745,1173,1190,1914,2618,3502
63290,1400000US48121021629,"Census Tract 216.29, Denton County, Texas",7055,158,199,250,478,503,1290,2620,2868
63291,1400000US48121021630,"Census Tract 216.30, Denton County, Texas",5448,152,499,638,895,1056,1792,2874,3709
63292,1400000US48121021631,"Census Tract 216.31, Denton County, Texas",5344,88,212,321,498,648,1070,1389,2213
63293,1400000US48121021632,"Census Tract 216.32, Denton County, Texas",3822,71,415,547,582,650,945,1542,1753
63294,1400000US48121021633,"Census Tract 216.33, Denton County, Texas",4824,76,121,199,368,522,1118,1733,2605
63295,1400000US48121021634,"Census Tract 216.34, Denton County, Texas",5262,259,600,981,1115,1414,3003,3975,4611
63296,1400000US48121021635,"Census Tract 216.35, Denton County, Texas",4883,189,1061,1119,1653,1653,2881,3710,4161
63297,1400000US48121021636,"Census Tract 216.36, Denton County, Texas",7604,654,1423,1568,1971,2046,3854,5273,5905
63298,1400000US48121021637,"Census Tract 216.37, Denton County, Texas",4522,99,1116,1174,1720,1909,2992,3459,3740
63299,1400000US48121021638,"Census Tract 216.38, Denton County, Texas",4148,126,447,452,1178,1423,2234,3021,3319
63300,1400000US48121021715,"Census Tract 217.15, Denton County, Texas",4739,199,323,461,680,710,1290,1804,2243
63301,1400000US48121021716,"Census Tract 217.16, Denton County, Texas",4295,105,487,646,663,774,1515,2161,2828
63302,1400000US48121021717,"Census Tract 217.17, Denton County, Texas",5614,185,1114,1573,1781,1797,2631,3501,4409
63303,1400000US48121021718,"Census Tract 217.18, Denton County, Texas",11387,125,148,260,511,549,1412,1876,3053
63304,1400000US48121021719,"Census Tract 217.19, Denton County, Texas",5136,187,219,219,219,254,503,756,1123
63305,1400000US48121021720,"Census Tract 217.20, Denton County, Texas",3572,0,103,103,126,138,242,516,899
63306,1400000US48121021721,"Census Tract 217.21, Denton County, Texas",4403,85,288,297,431,494,1112,1496,2078
63307,1400000US48121021722,"Census Tract 217.22, Denton County, Texas",4490,65,188,210,303,403,910,1951,2531
63308,1400000US48121021723,"Census Tract 217.23, Denton County, Texas",1429,24,115,119,144,144,434,751,895
63309,1400000US48121021724,"Census Tract 217.24, Denton County, Texas",4440,49,76,99,113,148,323,754,1348
63310,1400000US48121021725,"Census Tract 217.25, Denton County, Texas",3660,35,81,93,93,132,446,1337,1493
63311,1400000US48121021726,"Census Tract 217.26, Denton County, Texas",3394,6,105,105,174,190,470,739,1165
63312,1400000US48121021727,"Census Tract 217.27, Denton County, Texas",5182,133,167,236,310,310,553,1000,1390
63313,1400000US48121021728,"Census Tract 217.28, Denton County, Texas",3611,44,422,1008,1253,1500,2128,2666,2934
63314,1400000US48121021729,"Census Tract 217.29, Denton County, Texas",2976,24,94,212,252,257,514,1116,1370
63315,1400000US48121021730,"Census Tract 217.30, Denton County, Texas",3668,0,142,142,177,236,843,1236,2023
63316,1400000US48121021731,"Census Tract 217.31, Denton County, Texas",3528,116,184,192,294,294,702,1405,1753
63317,1400000US48121021732,"Census Tract 217.32, Denton County, Texas",2153,43,234,245,385,385,995,1379,1641
63318,1400000US48121021733,"Census Tract 217.33, Denton County, Texas",2753,71,204,309,371,414,1049,1497,1981
63319,1400000US48121021734,"Census Tract 217.34, Denton County, Texas",3596,214,857,1105,1368,1449,2140,2848,3178
63320,1400000US48121021735,"Census Tract 217.35, Denton County, Texas",3798,55,298,411,616,699,1803,2693,3170
63321,1400000US48121021736,"Census Tract 217.36, Denton County, Texas",2574,25,277,292,565,714,1070,1513,1948
63322,1400000US48121021737,"Census Tract 217.37, Denton County, Texas",4302,149,484,549,813,813,1285,2074,2497
63323,1400000US48121021738,"Census Tract 217.38, Denton County, Texas",3414,266,410,628,799,850,1403,1739,2438
63324,1400000US48121021739,"Census Tract 217.39, Denton County, Texas",3219,410,1010,1173,1496,1700,2356,2622,2845
63325,1400000US48121021740,"Census Tract 217.40, Denton County, Texas",4911,115,378,928,1371,1505,2310,3375,4265
63326,1400000US48121021741,"Census Tract 217.41, Denton County, Texas",2044,20,152,254,391,448,927,1168,1367
63327,1400000US48121021742,"Census Tract 217.42, Denton County, Texas",6470,316,996,1274,1741,1872,3007,3766,4649
63328,1400000US48121021743,"Census Tract 217.43, Denton County, Texas",4564,164,1111,1284,1475,1562,3323,3826,4024
63329,1400000US48121021744,"Census Tract 217.44, Denton County, Texas",3180,64,635,733,1377,1383,1995,2439,2678
63330,1400000US48121021745,"Census Tract 217.45, Denton County, Texas",5805,168,651,1207,1745,1786,3560,4706,5125
63331,1400000US48121021746,"Census Tract 217.46, Denton County, Texas",4387,99,220,220,456,474,643,1074,1580
63332,1400000US48121021747,"Census Tract 217.47, Denton County, Texas",5259,57,106,106,225,241,641,1216,2227
63333,1400000US48121021748,"Census Tract 217.48, Denton County, Texas",4197,164,201,224,278,340,701,1227,1636
63334,1400000US48121021749,"Census Tract 217.49, Denton County, Texas",3503,100,128,128,148,175,262,369,700
63335,1400000US48121021750,"Census Tract 217.50, Denton County, Texas",5002,50,221,255,284,342,506,846,1278
63336,1400000US48121021751,"Census Tract 217.51, Denton County, Texas",4781,0,106,106,296,296,454,539,972
63337,1400000US48121021752,"Census Tract 217.52, Denton County, Texas",5163,13,89,89,147,179,488,996,1603
63338,1400000US48121021753,"Census Tract 217.53, Denton County, Texas",6697,156,256,359,359,512,578,1093,1523
63339,1400000US48121021800,"Census Tract 218, Denton County, Texas",3611,153,369,380,442,442,592,891,1303
63340,1400000US48121021900,"Census Tract 219, Denton County, Texas",5263,116,140,479,530,530,675,875,1214
63341,1400000US48123970100,"Census Tract 9701, DeWitt County, Texas",4355,124,1125,1567,1855,1960,2386,3195,3827
63342,1400000US48123970200,"Census Tract 9702, DeWitt County, Texas",4045,364,1406,1502,1752,1806,2417,3089,3544
63343,1400000US48123970300,"Census Tract 9703, DeWitt County, Texas",3957,154,698,802,1146,1222,1801,2433,2915
63344,1400000US48123970400,"Census Tract 9704, DeWitt County, Texas",3766,110,579,873,1021,1173,1693,2300,2787
63345,1400000US48123970500,"Census Tract 9705, DeWitt County, Texas",2272,141,468,522,677,801,1178,1551,1724
63346,1400000US48125950300,"Census Tract 9503, Dickens County, Texas",2083,198,640,716,856,867,1204,1506,1675
63347,1400000US48127950200,"Census Tract 9502, Dimmit County, Texas",7947,544,3612,3900,4453,5079,5484,6649,6999
63348,1400000US48127950400,"Census Tract 9504, Dimmit County, Texas",2379,241,916,1138,1328,1409,1752,1989,2145
63349,1400000US48129950200,"Census Tract 9502, Donley County, Texas",1540,164,441,480,572,595,928,1126,1346
63350,1400000US48129950300,"Census Tract 9503, Donley County, Texas",1491,93,232,310,401,487,767,1017,1174
63351,1400000US48131950100,"Census Tract 9501, Duval County, Texas",4454,720,1970,1996,2153,2221,2859,3755,4202
63352,1400000US48131950200,"Census Tract 9502, Duval County, Texas",2870,310,601,791,1204,1472,2100,2308,2720
63353,1400000US48131950500,"Census Tract 9505, Duval County, Texas",3323,70,864,1115,1425,1493,2473,2784,2976
63354,1400000US48133950100,"Census Tract 9501, Eastland County, Texas",3036,172,960,1105,1721,1809,2324,2615,2811
63355,1400000US48133950200,"Census Tract 9502, Eastland County, Texas",5268,551,1307,1776,2328,2450,3310,3544,4117
63356,1400000US48133950300,"Census Tract 9503, Eastland County, Texas",4717,212,900,1180,1416,1441,1963,2414,3649
63357,1400000US48133950400,"Census Tract 9504, Eastland County, Texas",1864,75,350,535,760,788,1110,1433,1633
63358,1400000US48133950500,"Census Tract 9505, Eastland County, Texas",2426,359,870,951,1107,1204,1783,2139,2305
63359,1400000US48135000100,"Census Tract 1, Ector County, Texas",2827,134,351,438,569,613,1370,2079,2271
63360,1400000US48135000300,"Census Tract 3, Ector County, Texas",1403,70,171,295,421,477,651,935,1203
63361,1400000US48135000400,"Census Tract 4, Ector County, Texas",5826,117,888,1041,1327,1368,2080,3659,4648
63362,1400000US48135000500,"Census Tract 5, Ector County, Texas",5050,108,535,673,1473,1793,2831,3720,4214
63363,1400000US48135000600,"Census Tract 6, Ector County, Texas",5889,344,1144,1359,1866,1970,3767,4213,4956
63364,1400000US48135000700,"Census Tract 7, Ector County, Texas",5173,499,1004,1874,2405,2458,3565,4202,4595
63365,1400000US48135000800,"Census Tract 8, Ector County, Texas",3124,287,576,784,1023,1200,1545,2180,2670
63366,1400000US48135001000,"Census Tract 10, Ector County, Texas",5875,242,625,931,1531,1576,3315,3791,4568
63367,1400000US48135001100,"Census Tract 11, Ector County, Texas",7968,402,1903,3042,3814,3833,5862,6976,7216
63368,1400000US48135001300,"Census Tract 13, Ector County, Texas",4777,40,505,866,1152,1215,1988,2822,3563
63369,1400000US48135001500,"Census Tract 15, Ector County, Texas",5333,382,1223,1603,2035,2296,3125,4247,4880
63370,1400000US48135001600,"Census Tract 16, Ector County, Texas",5936,245,426,943,985,1394,2631,3711,4086
63371,1400000US48135001700,"Census Tract 17, Ector County, Texas",6659,185,1203,1309,1601,1747,2387,4012,4476
63372,1400000US48135001800,"Census Tract 18, Ector County, Texas",3531,659,973,1355,1648,2054,2684,3052,3280
63373,1400000US48135001900,"Census Tract 19, Ector County, Texas",5882,248,1270,2010,2643,2720,4081,5160,5639
63374,1400000US48135002000,"Census Tract 20, Ector County, Texas",4104,394,962,1158,1747,1789,2290,3402,3524
63375,1400000US48135002200,"Census Tract 22, Ector County, Texas",3214,307,663,912,1230,1349,2011,2367,2577
63376,1400000US48135002300,"Census Tract 23, Ector County, Texas",3881,81,244,334,555,599,1234,1439,2271
63377,1400000US48135002400,"Census Tract 24, Ector County, Texas",4909,100,212,411,691,806,1528,2425,3471
63378,1400000US48135002501,"Census Tract 25.01, Ector County, Texas",8461,205,540,697,875,966,2789,4307,5304
63379,1400000US48135002502,"Census Tract 25.02, Ector County, Texas",6978,205,659,873,1214,1519,2245,4306,4937
63380,1400000US48135002503,"Census Tract 25.03, Ector County, Texas",6261,586,979,1419,1626,1772,3014,3917,4794
63381,1400000US48135002700,"Census Tract 27, Ector County, Texas",11782,653,1989,2364,3496,3886,6313,7573,9090
63382,1400000US48135002801,"Census Tract 28.01, Ector County, Texas",5203,418,908,1123,1799,1881,2964,3785,4439
63383,1400000US48135002802,"Census Tract 28.02, Ector County, Texas",8952,591,2103,2696,2967,3069,5277,6333,7638
63384,1400000US48135002900,"Census Tract 29, Ector County, Texas",3441,78,183,296,365,432,730,978,1189
63385,1400000US48135003000,"Census Tract 30, Ector County, Texas",12357,811,1436,2139,2480,2529,3756,5123,6982
63386,1400000US48135003100,"Census Tract 31, Ector County, Texas",4008,444,1053,1103,1641,1983,2627,3359,3622
63387,1400000US48137950300,"Census Tract 9503, Edwards County, Texas",1906,42,261,638,1007,1047,1311,1484,1591
63388,1400000US48139060101,"Census Tract 601.01, Ellis County, Texas",7943,504,1772,2093,2891,2919,5113,5907,6352
63389,1400000US48139060102,"Census Tract 601.02, Ellis County, Texas",6913,262,1107,1377,2053,2245,3758,5091,5801
63390,1400000US48139060204,"Census Tract 602.04, Ellis County, Texas",9889,260,473,488,798,966,2361,4433,5875
63391,1400000US48139060206,"Census Tract 602.06, Ellis County, Texas",6617,262,770,944,1087,1300,3115,4520,5401
63392,1400000US48139060207,"Census Tract 602.07, Ellis County, Texas",7033,255,536,809,1126,1154,2833,4622,5521
63393,1400000US48139060208,"Census Tract 602.08, Ellis County, Texas",5437,76,440,465,667,731,1901,2855,3501
63394,1400000US48139060209,"Census Tract 602.09, Ellis County, Texas",5130,14,124,249,418,459,1029,1763,2649
63395,1400000US48139060210,"Census Tract 602.10, Ellis County, Texas",1696,27,82,82,113,113,193,375,532
63396,1400000US48139060211,"Census Tract 602.11, Ellis County, Texas",3184,82,185,209,560,678,831,1159,1698
63397,1400000US48139060212,"Census Tract 602.12, Ellis County, Texas",5943,45,466,703,797,888,1703,3249,4204
63398,1400000US48139060213,"Census Tract 602.13, Ellis County, Texas",7353,52,577,702,854,1041,2333,3407,4528
63399,1400000US48139060214,"Census Tract 602.14, Ellis County, Texas",10185,104,348,513,688,688,2174,3911,5629
63400,1400000US48139060300,"Census Tract 603, Ellis County, Texas",3992,214,624,823,1157,1185,1906,2712,3102
63401,1400000US48139060400,"Census Tract 604, Ellis County, Texas",4105,493,1587,1659,1801,1853,2630,3357,3488
63402,1400000US48139060500,"Census Tract 605, Ellis County, Texas",3087,155,597,776,1015,1142,1997,2445,2628
63403,1400000US48139060600,"Census Tract 606, Ellis County, Texas",9320,384,1554,1870,2380,2787,4458,6142,7140
63404,1400000US48139060701,"Census Tract 607.01, Ellis County, Texas",2281,177,306,325,409,430,992,1641,1950
63405,1400000US48139060702,"Census Tract 607.02, Ellis County, Texas",5007,193,804,890,996,1121,1877,2784,3253
63406,1400000US48139060703,"Census Tract 607.03, Ellis County, Texas",2197,0,363,492,573,723,1175,1537,1705
63407,1400000US48139060801,"Census Tract 608.01, Ellis County, Texas",8010,285,435,501,539,597,1329,2816,3647
63408,1400000US48139060802,"Census Tract 608.02, Ellis County, Texas",7778,23,469,587,736,831,1913,3266,4445
63409,1400000US48139060803,"Census Tract 608.03, Ellis County, Texas",1333,50,135,229,397,486,674,891,1100
63410,1400000US48139060900,"Census Tract 609, Ellis County, Texas",7256,60,476,538,617,740,2215,3128,3969
63411,1400000US48139061000,"Census Tract 610, Ellis County, Texas",4058,193,593,833,1378,1555,2296,2850,3399
63412,1400000US48139061100,"Census Tract 611, Ellis County, Texas",5438,206,619,807,1411,1578,2664,3433,3875
63413,1400000US48139061200,"Census Tract 612, Ellis County, Texas",1959,95,266,366,557,665,1002,1306,1480
63414,1400000US48139061300,"Census Tract 613, Ellis County, Texas",3226,235,298,516,758,806,1263,1963,2241
63415,1400000US48139061400,"Census Tract 614, Ellis County, Texas",7487,243,896,1223,1404,1507,2945,4336,5205
63416,1400000US48139061500,"Census Tract 615, Ellis County, Texas",5798,147,1420,1617,2287,2546,4199,5023,5357
63417,1400000US48139061600,"Census Tract 616, Ellis County, Texas",6538,866,1503,2688,2877,2949,3995,4917,5500
63418,1400000US48139061700,"Census Tract 617, Ellis County, Texas",5278,222,493,693,1266,1322,2392,2976,3671
63419,1400000US48141000101,"Census Tract 1.01, El Paso County, Texas",6990,661,1522,2162,2585,3509,5222,5773,6238
63420,1400000US48141000106,"Census Tract 1.06, El Paso County, Texas",5897,66,455,641,1457,1509,3299,4110,4539
63421,1400000US48141000107,"Census Tract 1.07, El Paso County, Texas",5161,333,1409,2026,2559,2927,3934,4460,4684
63422,1400000US48141000108,"Census Tract 1.08, El Paso County, Texas",2558,218,795,1257,1437,1585,2048,2358,2445
63423,1400000US48141000109,"Census Tract 1.09, El Paso County, Texas",3772,568,915,1089,1664,1702,2605,2943,3260
63424,1400000US48141000110,"Census Tract 1.10, El Paso County, Texas",3995,411,1261,1393,1831,1970,2902,3529,3819
63425,1400000US48141000111,"Census Tract 1.11, El Paso County, Texas",2677,192,456,634,880,1117,1571,1798,2312
63426,1400000US48141000112,"Census Tract 1.12, El Paso County, Texas",4350,96,1025,1485,2013,2039,3255,3728,3897
63427,1400000US48141000204,"Census Tract 2.04, El Paso County, Texas",5761,684,1339,2187,2567,3007,4296,5054,5309
63428,1400000US48141000205,"Census Tract 2.05, El Paso County, Texas",4411,729,2070,2476,2942,3060,3655,3999,4161
63429,1400000US48141000206,"Census Tract 2.06, El Paso County, Texas",4624,349,1273,1966,2327,2651,3323,3484,4147
63430,1400000US48141000207,"Census Tract 2.07, El Paso County, Texas",4714,331,1981,2136,2336,2391,3186,4210,4536
63431,1400000US48141000208,"Census Tract 2.08, El Paso County, Texas",4253,178,1212,1347,1899,2213,3293,3584,3861
63432,1400000US48141000301,"Census Tract 3.01, El Paso County, Texas",5692,746,2638,3218,3911,4406,5074,5555,5632
63433,1400000US48141000302,"Census Tract 3.02, El Paso County, Texas",5807,905,2653,3695,4148,4173,4991,5578,5647
63434,1400000US48141000401,"Census Tract 4.01, El Paso County, Texas",5847,16,534,1486,1684,1913,2645,3340,4336
63435,1400000US48141000403,"Census Tract 4.03, El Paso County, Texas",3379,129,933,1185,1402,1573,2112,2678,2936
63436,1400000US48141000404,"Census Tract 4.04, El Paso County, Texas",3675,1180,2672,2876,3083,3149,3434,3632,3658
63437,1400000US48141000600,"Census Tract 6, El Paso County, Texas",4762,692,2104,2572,2962,3042,3693,4408,4554
63438,1400000US48141000800,"Census Tract 8, El Paso County, Texas",5508,355,2464,2752,3056,3198,4064,4663,4977
63439,1400000US48141000900,"Census Tract 9, El Paso County, Texas",9162,689,2649,3692,4526,5101,6987,8057,8408
63440,1400000US48141001001,"Census Tract 10.01, El Paso County, Texas",3097,91,916,1462,1918,1970,2419,2718,2784
63441,1400000US48141001002,"Census Tract 10.02, El Paso County, Texas",3798,379,1134,1773,2544,2673,3304,3470,3553
63442,1400000US48141001104,"Census Tract 11.04, El Paso County, Texas",8271,913,2039,2252,2762,2831,4228,5552,6238
63443,1400000US48141001107,"Census Tract 11.07, El Paso County, Texas",6705,192,678,892,1196,1310,2272,2920,3888
63444,1400000US48141001109,"Census Tract 11.09, El Paso County, Texas",5042,348,761,880,1045,1384,1888,2296,2754
63445,1400000US48141001110,"Census Tract 11.10, El Paso County, Texas",5172,404,1158,1360,1511,1746,2336,2568,2718
63446,1400000US48141001111,"Census Tract 11.11, El Paso County, Texas",4801,587,1017,1066,1480,1967,2469,3033,3240
63447,1400000US48141001112,"Census Tract 11.12, El Paso County, Texas",4240,154,916,1196,1360,1389,2145,2564,3052
63448,1400000US48141001113,"Census Tract 11.13, El Paso County, Texas",6815,579,1622,1874,3039,3473,4544,5338,5711
63449,1400000US48141001114,"Census Tract 11.14, El Paso County, Texas",5158,502,1598,1739,2410,2473,3552,3801,4117
63450,1400000US48141001115,"Census Tract 11.15, El Paso County, Texas",4129,1088,2166,2777,2980,3074,3234,3683,3773
63451,1400000US48141001201,"Census Tract 12.01, El Paso County, Texas",4495,959,1814,2205,2466,2618,3546,4135,4376
63452,1400000US48141001202,"Census Tract 12.02, El Paso County, Texas",4660,179,768,1049,1551,1700,2499,3430,3882
63453,1400000US48141001203,"Census Tract 12.03, El Paso County, Texas",709,226,349,371,512,529,608,668,705
63454,1400000US48141001301,"Census Tract 13.01, El Paso County, Texas",4052,63,412,639,731,860,1326,1829,2295
63455,1400000US48141001302,"Census Tract 13.02, El Paso County, Texas",6780,155,826,893,904,1164,1968,2954,3822
63456,1400000US48141001400,"Census Tract 14, El Paso County, Texas",1791,262,798,899,1071,1178,1494,1564,1739
63457,1400000US48141001501,"Census Tract 15.01, El Paso County, Texas",5712,159,1174,1326,1418,1554,2563,3170,3543
63458,1400000US48141001502,"Census Tract 15.02, El Paso County, Texas",1716,184,338,346,410,410,485,744,956
63459,1400000US48141001600,"Census Tract 16, El Paso County, Texas",3845,427,1586,1820,2122,2395,2970,3502,3572
63460,1400000US48141001700,"Census Tract 17, El Paso County, Texas",529,92,323,347,382,405,477,519,519
63461,1400000US48141001800,"Census Tract 18, El Paso County, Texas",1063,254,629,688,845,845,1040,1063,1063
63462,1400000US48141001900,"Census Tract 19, El Paso County, Texas",1949,620,1671,1707,1796,1818,1893,1913,1920
63463,1400000US48141002000,"Census Tract 20, El Paso County, Texas",2581,331,1641,1922,2257,2347,2504,2565,2573
63464,1400000US48141002100,"Census Tract 21, El Paso County, Texas",1927,633,1260,1293,1471,1471,1674,1866,1866
63465,1400000US48141002201,"Census Tract 22.01, El Paso County, Texas",3194,327,1181,1370,1533,1645,2130,2277,2609
63466,1400000US48141002202,"Census Tract 22.02, El Paso County, Texas",4079,332,1865,2104,2494,2673,3137,3418,3741
63467,1400000US48141002300,"Census Tract 23, El Paso County, Texas",4088,357,1380,1839,2316,2543,3021,3489,3915
63468,1400000US48141002400,"Census Tract 24, El Paso County, Texas",2984,124,1041,1108,1396,1470,1732,2266,2409
63469,1400000US48141002500,"Census Tract 25, El Paso County, Texas",5238,196,1533,2226,2739,2932,3761,4238,4502
63470,1400000US48141002600,"Census Tract 26, El Paso County, Texas",2776,214,802,1229,1530,1669,2382,2660,2718
63471,1400000US48141002800,"Census Tract 28, El Paso County, Texas",3917,726,2465,2936,3393,3438,3728,3845,3897
63472,1400000US48141002900,"Census Tract 29, El Paso County, Texas",1355,215,856,918,1107,1111,1265,1286,1286
63473,1400000US48141003000,"Census Tract 30, El Paso County, Texas",3274,388,1558,1666,2011,2134,2876,3111,3175
