tract,company,corp,number_refineries,county,population,respiratory_hi,neurological_hi,developmental_hi,reproductive_hi,kidney_hi,immunological_hi,whole_body_hi,total_cancer_risk_(per_million),pt-stationarypoint_cancer_risk_(per_million),benzene_cancer_risk_(per_million),coke_oven_emissions_cancer_risk_(per_million),"1,3-butadiene_cancer_risk_(per_million)",benzene_(year_2017_tons),toluene_(year_2017_tons),ethyl_benzene_(year_2017_tons),xylenes_(mixed_isomers)_(year_2017_tons),diesel_pm_(year_2017_tons),"2,2,4-trimethylpentane_(year_2017_tons)",coke_oven_emissions_(year_2017_tons),"1,3-butadiene_(year_2017_tons)"
48061014300,No refineries,No refineries,0.0,Cameron,4534,0.4,0.005,0.01,0.02,0.003,0.009,6e-05,20,0.016607687483194,1.46402823308084,0.0,0.35386195432899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48061014400,No refineries,No refineries,0.0,Cameron,12877,0.3,0.02,0.01,0.02,0.003,0.01,7e-05,20,0.051093614480874,1.64267910196259,0.0,0.36556380227919,,,,,,,,
48061014500,No refineries,No refineries,0.0,Cameron,8544,0.3,0.01,0.02,0.02,0.004,0.01,6e-05,20,0.021361619334628,1.93794081816594,0.0,0.47228079271368,,,,,,,,
48061980100,No refineries,No refineries,0.0,Cameron,10,0.5,0.004,0.01,0.03,0.002,0.009,6e-05,30,0.016757057000583,1.77544398264835,0.0,1.26650726437341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48063000000,No refineries,No refineries,0.0,Camp,12401,0.4,0.02,0.02,0.02,0.003,0.01,0.0002,30,2.87177606264399,1.31130974582906,0.0,0.223350460350256,,,,,,,,
48063950101,No refineries,No refineries,0.0,Camp,3515,0.4,0.01,0.02,0.02,0.002,0.01,0.0002,30,2.51175774636661,1.24783327955994,0.0,0.21154231228713,0.1069,0.1235,0.0049,0.0225,0.0,0.0,0.0,0.0079661505
48063950102,No refineries,No refineries,0.0,Camp,4061,0.4,0.02,0.02,0.02,0.004,0.01,0.0002,30,3.41742379005992,1.26527894738095,0.0,0.20493200160609,,,,,,,,
48063950200,No refineries,No refineries,0.0,Camp,4825,0.4,0.02,0.02,0.03,0.003,0.009,0.0002,30,2.67479968143753,1.39629437825055,0.0,0.24745470934548,,,,,,,,
48065000000,No refineries,No refineries,0.0,Carson,6182,0.2,0.01,0.01,0.01,0.001,0.004,0.0001,20,0.299886811012198,0.763393965308986,0.0,0.065240845654005,,,,,,,,
48065950100,No refineries,No refineries,0.0,Carson,2387,0.2,0.01,0.01,0.01,0.0007,0.004,0.0001,20,0.261575072459261,0.755932534269669,0.0,0.05781299756619,0.00071200178,0.00771333808,0.00189866726,0.00379733452,0.0,0.0,0.0,0.0
48065950200,No refineries,No refineries,0.0,Carson,3795,0.2,0.01,0.01,0.01,0.001,0.004,0.0001,20,0.323984339319408,0.768087097296035,0.0,0.06991285445127,0.39662357995,0.174810003999999,0.0054585946,0.0667851554999999,0.0,0.0343774629,0.0,0.177757948
48067000000,No refineries,No refineries,0.0,Cass,30464,0.4,0.02,0.02,0.02,0.002,0.009,0.0002,30,0.536900898095705,1.39548378780199,0.0,0.188209255627926,,,,,,,,
48067950100,No refineries,No refineries,0.0,Cass,6621,0.4,0.02,0.02,0.02,0.002,0.008,0.0002,30,0.378737653328481,1.40343265954436,0.0,0.18553699900377,1.11189999999999,0.864799999999999,2.22039999999999,7.3467,0.0,0.0,0.0,0.0037
48067950200,No refineries,No refineries,0.0,Cass,2786,0.4,0.02,0.02,0.02,0.002,0.007,0.0002,30,0.694374358042604,1.16582090111324,0.0,0.17968200672135,,,,,,,,
48067950300,No refineries,No refineries,0.0,Cass,1681,0.4,0.02,0.02,0.02,0.002,0.01,0.0002,40,0.334912163818254,1.74998494660249,0.0,0.1900200462957,,,,,,,,
48067950400,No refineries,No refineries,0.0,Cass,5403,0.4,0.02,0.02,0.02,0.002,0.009,0.0002,40,0.442762355417442,1.53583467055904,0.0,0.2091029641503,,,,,,,,
48067950500,No refineries,No refineries,0.0,Cass,2822,0.4,0.02,0.01,0.02,0.002,0.009,0.0001,40,0.412204695584398,1.63133380009581,0.0,0.18343234235112,0.152852834,0.141735667999999,0.0137898769999999,0.06391960525,0.0,0.0868467105,0.0,0.09275372975
48067950600,No refineries,No refineries,0.0,Cass,5740,0.4,0.02,0.02,0.02,0.002,0.008,0.0002,30,0.412153488756344,1.29666002036909,0.0,0.18384755778255,,,,,,,,
48067950700,No refineries,No refineries,0.0,Cass,5411,0.4,0.02,0.02,0.02,0.003,0.009,0.0002,30,1.00346792927249,1.23556117560469,0.0,0.18156240203394,0.0,0.0,0.0702,0.3504,0.0,0.0,0.0,0.0
48069000000,No refineries,No refineries,0.0,Castro,8062,0.2,0.01,0.008,0.007,0.0007,0.004,0.0001,20,0.055782055366331,0.844865019307495,0.0,0.03257834336187,,,,,,,,
48069950100,No refineries,No refineries,0.0,Castro,1267,0.2,0.01,0.007,0.006,0.0006,0.004,0.0001,20,0.052279066489806,0.753171954853165,0.0,0.02384076921771,,,,,,,,
48069950200,No refineries,No refineries,0.0,Castro,4557,0.2,0.01,0.008,0.008,0.0008,0.005,0.0001,20,0.045684351727033,0.908002532273005,0.0,0.03894766728969,,,,,,,,
48069950300,No refineries,No refineries,0.0,Castro,2238,0.2,0.01,0.007,0.007,0.0005,0.004,0.0001,20,0.078326077882343,0.768215093516512,0.0,0.02455577736615,,,,,,,,
48071000000,No refineries,No refineries,0.0,Chambers,35095,0.4,0.04,0.02,0.03,0.006,0.01,0.0002,30,4.61886701606017,1.37759631300271,0.0,0.543159561970053,,,,,,,,
48071710100,No refineries,No refineries,0.0,Chambers,6502,0.4,0.03,0.02,0.03,0.006,0.01,0.0002,30,5.11482799039527,1.40940044684032,0.0,0.55430844782844,0.4130439158899988,5.94184795707998,0.5889838752499998,2.8521131786,0.0,2.256e-05,0.0,0.42538471761999996
48071710200,No refineries,No refineries,0.0,Chambers,15542,0.4,0.05,0.02,0.03,0.008,0.01,0.0002,30,6.15335262875963,1.40535657275454,0.0,0.61914184108512,0.84396691271,4.09852182492,0.95721061044,2.17314749018,0.0,0.01581202506,0.0,0.02386709616
48071710300,No refineries,No refineries,0.0,Chambers,2890,0.3,0.02,0.02,0.02,0.003,0.008,0.0002,30,1.97655027429184,1.09538614231132,0.0,0.36681419056182,,,,,,,,
48071710401,No refineries,No refineries,0.0,Chambers,6274,0.4,0.03,0.02,0.03,0.004,0.01,0.0003,30,3.15991433502058,1.61775414216244,0.0,0.55087561569312,0.3757999999999999,1.4053,0.2594,1.8616,0.0,0.0,0.0,0.0
48071710500,No refineries,No refineries,0.0,Chambers,3887,0.3,0.03,0.02,0.02,0.003,0.007,0.0002,20,1.97313788224258,1.03558363944334,0.0,0.33935739177549,0.036099999999999896,0.0937,0.0036,0.0344,0.0,0.01607847912,0.0,0.12588624217
48073000000,No refineries,No refineries,0.0,Cherokee,50845,0.4,0.02,0.02,0.02,0.002,0.008,0.0002,30,0.224450994860249,1.20672721365515,0.0,0.200410115232091,,,,,,,,
48073950100,No refineries,No refineries,0.0,Cherokee,4443,0.4,0.01,0.02,0.02,0.002,0.007,0.0002,30,0.507608588793365,1.13800522978687,0.0,0.1860320694087,0.000978948515,0.001585419,0.0,3.80292e-05,0.0,0.0,0.0,0.0
48073950200,No refineries,No refineries,0.0,Cherokee,5499,0.3,0.02,0.02,0.02,0.002,0.007,0.0002,30,0.21754411301523,1.09360205910806,0.0,0.18019117679844,,,,,,,,
48073950300,No refineries,No refineries,0.0,Cherokee,7295,0.4,0.02,0.02,0.02,0.003,0.008,0.0002,30,0.233873197089524,1.13609411391857,0.0,0.19223837927274,0.0,0.176,0.0,0.134,0.0,0.0,0.0,0.0
48073950400,No refineries,No refineries,0.0,Cherokee,1735,0.4,0.02,0.02,0.02,0.003,0.009,0.0002,30,0.304583096648709,1.33927527776569,0.0,0.21255151063383,0.0,1.679,0.228,0.595,0.0,0.0,0.0,0.0
48073950500,No refineries,No refineries,0.0,Cherokee,3593,0.4,0.02,0.02,0.02,0.003,0.009,0.0002,30,0.214657103818235,1.37228275235741,0.0,0.22782992682273,,,,,,,,
48073950600,No refineries,No refineries,0.0,Cherokee,5989,0.4,0.02,0.02,0.02,0.003,0.009,0.0002,30,0.248325983602374,1.35649055498436,0.0,0.24018772443582,,,,,,,,
48073950700,No refineries,No refineries,0.0,Cherokee,4235,0.4,0.02,0.02,0.02,0.003,0.009,0.0002,30,0.197972412252197,1.36510006822257,0.0,0.23824680516249,,,,,,,,
48073950801,No refineries,No refineries,0.0,Cherokee,4408,0.4,0.01,0.02,0.02,0.002,0.007,0.0002,30,0.134083184734046,1.08080274494574,0.0,0.17588756153034,,,,,,,,
48073950802,No refineries,No refineries,0.0,Cherokee,4049,0.4,0.02,0.02,0.02,0.002,0.008,0.0002,30,0.148450715588058,1.20132200634253,0.0,0.19499809672299,,,,,,,,
48073950900,No refineries,No refineries,0.0,Cherokee,4332,0.4,0.02,0.02,0.02,0.002,0.008,0.0002,30,0.120966259711174,1.19023227428804,0.0,0.19530514680381,,,,,,,,
48073951000,No refineries,No refineries,0.0,Cherokee,3541,0.4,0.02,0.01,0.02,0.002,0.007,0.0002,30,0.161563096717907,1.13754281334667,0.0,0.16989965549376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48073951100,No refineries,No refineries,0.0,Cherokee,1726,0.4,0.02,0.01,0.02,0.002,0.007,0.0002,30,0.197530305193425,1.17406244596547,0.0,0.18696177644031,,,,,,,,
48075000000,No refineries,No refineries,0.0,Childress,7041,0.2,0.01,0.01,0.01,0.0009,0.006,0.0001,20,0.003434712268661,1.05053305626604,0.0,0.048044682414288,,,,,,,,
48075950100,No refineries,No refineries,0.0,Childress,2101,0.2,0.01,0.01,0.01,0.0008,0.005,0.0001,20,0.003335227736389,0.90957443818545,0.0,0.04580247257973,,,,,,,,
48075950200,No refineries,No refineries,0.0,Childress,4940,0.2,0.01,0.01,0.01,0.001,0.006,0.0001,20,0.003477023402731,1.11048327015011,0.0,0.04899830242692,,,,,,,,
48077000000,No refineries,No refineries,0.0,Clay,10752,0.3,0.01,0.01,0.02,0.002,0.006,0.0002,20,0.211566783594579,1.01163918616554,0.0,0.111753733669126,,,,,,,,
48077030200,No refineries,No refineries,0.0,Clay,3250,0.3,0.01,0.02,0.02,0.001,0.006,0.0002,20,0.178950658408988,0.996032041468884,0.0,0.11754413090784,,,,,,,,
48077030301,No refineries,No refineries,0.0,Clay,4683,0.3,0.01,0.02,0.02,0.002,0.006,0.0002,20,0.240805402764514,1.04875358227811,0.0,0.12294478336578,,,,,,,,
48077030302,No refineries,No refineries,0.0,Clay,2819,0.3,0.01,0.01,0.01,0.001,0.006,0.0002,20,0.20059762902926,0.967977073100278,0.0,0.08648715801987,0.23849924593,0.0172248763,0.0019314782,0.00479482612,0.0,0.0151296543,0.0,0.01466470982
48079000000,No refineries,No refineries,0.0,Cochran,3127,0.2,0.01,0.007,0.007,0.0005,0.005,9e-05,20,0.026633620430157,1.06504481477147,0.0,0.02612064505284,,,,,,,,
48079950100,No refineries,No refineries,0.0,Cochran,3127,0.2,0.01,0.007,0.007,0.0005,0.005,9e-05,20,0.026633620430157,1.06504481477147,0.0,0.02612064505284,0.0003,0.0006,0.0002,0.0008,0.0,0.0121368238199999,0.0,0.02171474939
48081000000,No refineries,No refineries,0.0,Coke,3320,0.2,0.01,0.006,0.006,0.0006,0.005,9e-05,20,0.458467558222869,0.9796882814891,0.0,0.030983167413394,,,,,,,,
48081950100,No refineries,No refineries,0.0,Coke,1676,0.2,0.01,0.006,0.006,0.0005,0.005,9e-05,20,0.456231180173281,1.06493062596881,0.0,0.0296594762427,,,,,,,,
48081950200,No refineries,No refineries,0.0,Coke,1644,0.2,0.01,0.006,0.007,0.0007,0.004,9e-05,20,0.460747466745442,0.892786718625351,0.0,0.03233262386235,0.167766689,0.0654940928,0.0006,0.0104630133999999,0.0,0.05524418988,0.0,0.18857270239
48083000000,No refineries,No refineries,0.0,Coleman,8895,0.2,0.01,0.007,0.007,0.0009,0.005,9e-05,20,0.007372965871809,0.859990260122137,0.0,0.033653155902986,,,,,,,,
48083950300,No refineries,No refineries,0.0,Coleman,4871,0.2,0.01,0.007,0.007,0.001,0.005,9e-05,20,0.006018748697617,0.887188736017473,0.0,0.03747921975708,0.0039,0.0,0.0744,4.4748,0.0,0.0,0.0,0.0
48083950600,No refineries,No refineries,0.0,Coleman,1399,0.2,0.01,0.006,0.006,0.0008,0.004,9e-05,20,0.011820994667666,0.796048354950973,0.0,0.02523918893784,,,,,,,,
48083950700,No refineries,No refineries,0.0,Coleman,2625,0.2,0.01,0.006,0.006,0.0008,0.004,9e-05,20,0.007515289517557,0.843598240788145,0.0,0.03103768266525,,,,,,,,
48085000000,No refineries,No refineries,0.0,Collin,782341,0.4,0.02,0.03,0.04,0.01,0.02,0.0002,30,0.580961657722708,1.69432520142438,0.0,0.448556101789628,,,,,,,,
48085030100,No refineries,No refineries,0.0,Collin,6018,0.3,0.02,0.02,0.02,0.003,0.008,0.0002,30,0.149474812047008,1.23851814922978,0.0,0.17697217250202,,,,,,,,
48085030201,No refineries,No refineries,0.0,Collin,2847,0.3,0.02,0.02,0.03,0.005,0.01,0.0002,30,0.254944843021128,1.33525495234397,0.0,0.25126030459749,0.0,1.81,0.25,0.64,0.0,0.0,0.0,0.0
48085030202,No refineries,No refineries,0.0,Collin,2250,0.3,0.02,0.02,0.03,0.005,0.01,0.0002,30,0.27317969141733,1.34100733204558,0.0,0.24705775270038,,,,,,,,
48085030203,No refineries,No refineries,0.0,Collin,13856,0.4,0.02,0.02,0.03,0.005,0.01,0.0002,30,0.298065545064241,1.37256432703572,0.0,0.23981138583111,0.0,0.174,0.5456,3.099,0.0,0.0,0.0,0.0
48085030301,No refineries,No refineries,0.0,Collin,2874,0.4,0.02,0.03,0.04,0.008,0.01,0.0002,30,0.184309647799804,1.69707861571994,0.0,0.41220659885034,,,,,,,,
48085030302,No refineries,No refineries,0.0,Collin,2028,0.4,0.03,0.03,0.03,0.007,0.01,0.0002,30,0.191186842159735,1.46839484556151,0.0,0.34320315584064,,,,,,,,
48085030303,No refineries,No refineries,0.0,Collin,4642,0.4,0.02,0.03,0.04,0.008,0.01,0.0002,30,0.210538566492347,1.62610591780874,0.0,0.37651491927321,,,,,,,,
48085030304,No refineries,No refineries,0.0,Collin,2468,0.4,0.02,0.03,0.04,0.007,0.01,0.0002,30,0.219288945152625,1.69823242077117,0.0,0.39036921749694,,,,,,,,
48085030305,No refineries,No refineries,0.0,Collin,8391,0.3,0.02,0.03,0.03,0.006,0.01,0.0002,30,0.237750193236668,1.45695552867147,0.0,0.26333301063438,,,,,,,,
48085030403,No refineries,No refineries,0.0,Collin,5389,0.4,0.03,0.04,0.04,0.01,0.02,0.0002,30,1.00522870018972,1.69323597284896,0.0,0.46389891710118,,,,,,,,
48085030404,No refineries,No refineries,0.0,Collin,5554,0.4,0.03,0.03,0.04,0.01,0.02,0.0002,30,0.898186356309926,1.62624872700273,0.0,0.44062466326611,,,,,,,,
48085030405,No refineries,No refineries,0.0,Collin,4214,0.4,0.03,0.04,0.05,0.01,0.02,0.0002,30,0.964711658144916,1.74772176451615,0.0,0.48275702534127,,,,,,,,
48085030406,No refineries,No refineries,0.0,Collin,2966,0.4,0.03,0.04,0.05,0.01,0.02,0.0002,30,1.02805308876617,1.731203484064,0.0,0.47318902546557,,,,,,,,
48085030407,No refineries,No refineries,0.0,Collin,3699,0.4,0.02,0.04,0.04,0.01,0.02,0.0002,30,1.27976554459945,1.62671462322143,0.0,0.44096151818541,,,,,,,,
48085030408,No refineries,No refineries,0.0,Collin,5961,0.4,0.03,0.03,0.04,0.01,0.02,0.0002,30,1.05105635447963,1.67656872517715,0.0,0.45945348517323,,,,,,,,
48085030504,No refineries,No refineries,0.0,Collin,2704,0.4,0.02,0.04,0.05,0.01,0.02,0.0002,30,1.28080563834255,1.75450932587535,0.0,0.4791617080527,,,,,,,,
48085030505,No refineries,No refineries,0.0,Collin,2824,0.4,0.02,0.04,0.05,0.01,0.02,0.0002,30,1.11060356754541,1.85879744420471,0.0,0.50601524849499,,,,,,,,
48085030506,No refineries,No refineries,0.0,Collin,2691,0.4,0.03,0.04,0.05,0.01,0.02,0.0002,30,1.02881136089502,1.80765679558495,0.0,0.49371428101896,,,,,,,,
48085030507,No refineries,No refineries,0.0,Collin,1800,0.4,0.03,0.04,0.05,0.01,0.02,0.0002,30,0.923663500970411,1.83001878865785,0.0,0.49594936278096,,,,,,,,
48085030508,No refineries,No refineries,0.0,Collin,6130,0.4,0.03,0.04,0.04,0.01,0.02,0.0002,30,0.794545554996982,1.71395944794165,0.0,0.45934788301797,,,,,,,,
48085030509,No refineries,No refineries,0.0,Collin,2395,0.4,0.03,0.04,0.05,0.01,0.02,0.0002,30,0.952610710735123,1.82147049665289,0.0,0.50213217797016,,,,,,,,
48085030510,No refineries,No refineries,0.0,Collin,2815,0.4,0.03,0.04,0.04,0.01,0.02,0.0002,30,0.874265086277576,1.72937993643643,0.0,0.47564422343652,,,,,,,,
48085030511,No refineries,No refineries,0.0,Collin,4733,0.4,0.03,0.03,0.04,0.01,0.02,0.0002,30,0.83975425603075,1.60087886910428,0.0,0.44422276957074,,,,,,,,
48085030512,No refineries,No refineries,0.0,Collin,4353,0.4,0.03,0.03,0.04,0.01,0.02,0.0002,30,0.662343511062703,1.77697575130308,0.0,0.48758203157586,,,,,,,,
48085030513,No refineries,No refineries,0.0,Collin,3670,0.4,0.02,0.03,0.04,0.01,0.02,0.0002,30,0.260869393642448,1.66435226896424,0.0,0.46146693672555,,,,,,,,
48085030514,No refineries,No refineries,0.0,Collin,6651,0.4,0.03,0.03,0.04,0.01,0.02,0.0002,30,0.217481782056118,1.69075839987448,0.0,0.46957001837631,,,,,,,,
48085030515,No refineries,No refineries,0.0,Collin,6343,0.4,0.03,0.03,0.04,0.01,0.02,0.0002,30,0.196176048203001,1.62250100475407,0.0,0.44048887216611,,,,,,,,
48085030516,No refineries,No refineries,0.0,Collin,5179,0.4,0.02,0.03,0.04,0.01,0.02,0.0002,30,0.192279859084063,1.63625872641092,0.0,0.45729682804506,,,,,,,,
48085030517,No refineries,No refineries,0.0,Collin,5879,0.4,0.02,0.03,0.04,0.01,0.02,0.0002,30,0.211681330618951,1.66055065635748,0.0,0.47110917001197,,,,,,,,
48085030518,No refineries,No refineries,0.0,Collin,1690,0.4,0.02,0.03,0.04,0.01,0.02,0.0002,30,0.267686462720153,1.65362015592353,0.0,0.43920669903087,,,,,,,,
48085030519,No refineries,No refineries,0.0,Collin,1466,0.4,0.02,0.04,0.04,0.01,0.02,0.0002,30,1.04573208486321,1.7852012308893,0.0,0.41366251030788,,,,,,,,
48085030520,No refineries,No refineries,0.0,Collin,4454,0.4,0.02,0.03,0.04,0.009,0.02,0.0002,30,0.865978054654275,1.85500635353474,0.0,0.43005290786865,,,,,,,,
48085030521,No refineries,No refineries,0.0,Collin,3190,0.4,0.02,0.03,0.04,0.01,0.02,0.0002,30,0.643649269227591,1.70076570815832,0.0,0.41102665765302,,,,,,,,
48085030522,No refineries,No refineries,0.0,Collin,4183,0.4,0.02,0.03,0.04,0.009,0.02,0.0002,30,0.244559999253788,1.6456331409478,0.0,0.3944305505676,,,,,,,,
48085030523,No refineries,No refineries,0.0,Collin,7875,0.4,0.02,0.03,0.04,0.009,0.02,0.0002,30,0.196243028299323,1.71133139741439,0.0,0.43555908517095,,,,,,,,
48085030524,No refineries,No refineries,0.0,Collin,2256,0.4,0.02,0.03,0.04,0.008,0.02,0.0002,30,0.164640880450066,1.68881347586205,0.0,0.42845844999861,,,,,,,,
48085030525,No refineries,No refineries,0.0,Collin,6196,0.4,0.02,0.03,0.04,0.009,0.02,0.0002,30,0.173786583760394,1.7017430828735,0.0,0.45098747363769,,,,,,,,
48085030526,No refineries,No refineries,0.0,Collin,7247,0.4,0.02,0.03,0.04,0.008,0.02,0.0002,30,0.15731389996201,1.72781726483655,0.0,0.43553871945774,,,,,,,,
48085030527,No refineries,No refineries,0.0,Collin,3747,0.4,0.02,0.03,0.04,0.008,0.01,0.0002,30,0.186930618882883,1.64418487245562,0.0,0.41383306865544,,,,,,,,
48085030528,No refineries,No refineries,0.0,Collin,7405,0.4,0.02,0.03,0.04,0.009,0.02,0.0002,30,0.212589148362092,1.6266513420604,0.0,0.41907086639778,,,,,,,,
48085030529,No refineries,No refineries,0.0,Collin,3240,0.4,0.02,0.03,0.04,0.009,0.02,0.0002,30,0.175716933872298,1.68374000155405,0.0,0.43922252738004,,,,,,,,
48085030530,No refineries,No refineries,0.0,Collin,6025,0.4,0.02,0.03,0.04,0.009,0.02,0.0002,30,0.18362084306072,1.63937561444893,0.0,0.42323969998407,,,,,,,,
48085030531,No refineries,No refineries,0.0,Collin,5663,0.4,0.02,0.03,0.04,0.009,0.02,0.0002,30,0.172187178582422,1.66375811870173,0.0,0.44045432846454,,,,,,,,
48085030601,No refineries,No refineries,0.0,Collin,8448,0.4,0.02,0.03,0.04,0.009,0.02,0.0002,30,0.240503048848104,1.78857172947766,0.0,0.47476572015183,,,,,,,,
48085030603,No refineries,No refineries,0.0,Collin,6996,0.4,0.02,0.03,0.04,0.008,0.02,0.0002,30,0.312557829164181,1.70054317835709,0.0,0.41132716885113,0.012849855,0.1653,0.0452,0.570399999999999,0.0,0.0,0.0,0.0
48085030604,No refineries,No refineries,0.0,Collin,3009,0.4,0.02,0.03,0.04,0.008,0.01,0.0002,30,0.41698922238482,1.66064855089718,0.0,0.4085131929,,,,,,,,
48085030605,No refineries,No refineries,0.0,Collin,6293,0.4,0.02,0.04,0.04,0.008,0.02,0.0002,30,0.368576551001418,1.80105310545861,0.0,0.45261038830296,,,,,,,,
48085030701,No refineries,No refineries,0.0,Collin,3371,0.4,0.02,0.04,0.04,0.009,0.02,0.0002,30,0.930982929527773,1.66504498518238,0.0,0.39512241375831,,,,,,,,
48085030702,No refineries,No refineries,0.0,Collin,4867,0.4,0.02,0.04,0.04,0.009,0.02,0.0002,30,0.770376617744252,1.70851684153985,0.0,0.43001022793914,,,,,,,,
48085030801,No refineries,No refineries,0.0,Collin,3923,0.4,0.02,0.04,0.04,0.009,0.02,0.0002,30,0.281182591688031,1.85825516453631,0.0,0.48168700900719,,,,,,,,
48085030802,No refineries,No refineries,0.0,Collin,5635,0.4,0.02,0.04,0.04,0.009,0.01,0.0002,30,0.443754077373515,1.69860648616025,0.0,0.41926075317594,,,,,,,,
48085030900,No refineries,No refineries,0.0,Collin,8862,0.4,0.02,0.04,0.04,0.02,0.01,0.0002,30,1.54745324979239,1.77971023243819,0.0,0.36838617892764,8.6881e-05,2.1603805621,0.0068,1.5473363317,0.0,4.93634e-05,0.0,5.27209e-05
48085031001,No refineries,No refineries,0.0,Collin,6635,0.3,0.02,0.02,0.03,0.004,0.01,0.0002,30,0.163238217111363,1.33158693047351,0.0,0.28530432267729,,,,,,,,
48085031003,No refineries,No refineries,0.0,Collin,4280,0.3,0.02,0.03,0.03,0.005,0.01,0.0002,30,0.148583635677976,1.48426630413349,0.0,0.27589277136741,,,,,,,,
48085031004,No refineries,No refineries,0.0,Collin,5340,0.3,0.02,0.02,0.03,0.004,0.009,0.0002,30,0.138252119371629,1.33283176050675,0.0,0.25122951298449,,,,,,,,
48085031100,No refineries,No refineries,0.0,Collin,9200,0.3,0.02,0.02,0.02,0.003,0.009,0.0002,30,0.148655227536571,1.29050091513639,0.0,0.22062655469076,0.000265094085,0.0015269545499999,0.0003176768,0.0006353535,0.0,0.0,0.0,4.268782e-06
48085031201,No refineries,No refineries,0.0,Collin,4787,0.3,0.02,0.02,0.03,0.004,0.009,0.0002,30,0.14463846413993,1.234480854647,0.0,0.22271823918369,,,,,,,,
48085031202,No refineries,No refineries,0.0,Collin,4010,0.3,0.02,0.02,0.03,0.004,0.01,0.0002,30,0.146753790289075,1.3389139334667,0.0,0.23833049055243,,,,,,,,
48085031308,No refineries,No refineries,0.0,Collin,6358,0.3,0.02,0.03,0.03,0.007,0.01,0.0002,30,0.14806137147074,1.54188972140427,0.0,0.39313799846607,,,,,,,,
48085031309,No refineries,No refineries,0.0,Collin,9371,0.4,0.02,0.03,0.04,0.007,0.01,0.0002,30,0.139646617236976,1.65308023304029,0.0,0.40971134613033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48085031310,No refineries,No refineries,0.0,Collin,9036,0.4,0.02,0.03,0.04,0.007,0.01,0.0002,30,0.146336529131008,1.62691406164425,0.0,0.41291182435488,,,,,,,,
48085031311,No refineries,No refineries,0.0,Collin,9406,0.4,0.02,0.03,0.04,0.008,0.01,0.0002,30,0.225871946325617,1.68212814994714,0.0,0.42966492531243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48085031312,No refineries,No refineries,0.0,Collin,6234,0.4,0.03,0.04,0.05,0.01,0.02,0.0002,30,0.591778113421071,1.6989679419306,0.0,0.48773525800053,,,,,,,,
48085031313,No refineries,No refineries,0.0,Collin,12210,0.4,0.03,0.03,0.04,0.009,0.02,0.0002,30,0.380881808522044,1.61987134921218,0.0,0.45705782733972,,,,,,,,
48085031314,No refineries,No refineries,0.0,Collin,2291,0.3,0.02,0.03,0.03,0.006,0.01,0.0002,30,0.200588991870379,1.55387758328169,0.0,0.33999870419967,,,,,,,,
48085031315,No refineries,No refineries,0.0,Collin,16724,0.4,0.02,0.03,0.04,0.008,0.01,0.0002,30,0.310982399522477,1.62091480256181,0.0,0.41238787460229,,,,,,,,
48085031316,No refineries,No refineries,0.0,Collin,6399,0.4,0.03,0.04,0.05,0.01,0.02,0.0002,30,0.50403226056356,1.67181065724166,0.0,0.47414838153207,,,,,,,,
48085031317,No refineries,No refineries,0.0,Collin,7724,0.4,0.02,0.04,0.04,0.009,0.02,0.0002,30,0.527117925268836,1.8108427458988,0.0,0.44834317267167,,,,,,,,
48085031405,No refineries,No refineries,0.0,Collin,16818,0.4,0.02,0.03,0.04,0.01,0.02,0.0002,30,0.517688638896751,1.74262825058481,0.0,0.47957332065738,,,,,,,,
48085031406,No refineries,No refineries,0.0,Collin,16124,0.4,0.03,0.03,0.04,0.01,0.02,0.0002,30,0.223474698360912,1.6807238031857,0.0,0.47422892182278,,,,,,,,
48085031407,No refineries,No refineries,0.0,Collin,6871,0.3,0.02,0.02,0.03,0.006,0.01,0.0002,30,0.242387193010347,1.52535218615858,0.0,0.33860957484351,,,,,,,,
48085031408,No refineries,No refineries,0.0,Collin,3157,0.4,0.03,0.03,0.04,0.009,0.02,0.0002,30,0.182611948628987,1.57172246165402,0.0,0.41725960512507,,,,,,,,
48085031409,No refineries,No refineries,0.0,Collin,9572,0.4,0.03,0.04,0.05,0.01,0.02,0.0002,30,0.554369136019223,1.76889101917522,0.0,0.48614184115605,,,,,,,,
48085031410,No refineries,No refineries,0.0,Collin,8491,0.4,0.03,0.03,0.04,0.01,0.02,0.0002,30,0.291500882441836,1.67187489225659,0.0,0.46291717748559,,,,,,,,
48085031411,No refineries,No refineries,0.0,Collin,4886,0.4,0.03,0.04,0.04,0.01,0.02,0.0002,30,0.301943382900315,1.70373667379783,0.0,0.49319666240928,,,,,,,,
48085031504,No refineries,No refineries,0.0,Collin,7029,0.4,0.03,0.03,0.04,0.01,0.02,0.0002,30,0.196610210208746,1.60932008649765,0.0,0.44697966609249,,,,,,,,
48085031505,No refineries,No refineries,0.0,Collin,8096,0.4,0.02,0.04,0.04,0.01,0.02,0.0002,30,0.701128910116835,1.74219353943618,0.0,0.48660685279377,,,,,,,,
