tract,company,corp,number_refineries,county,population,respiratory_hi,neurological_hi,developmental_hi,reproductive_hi,kidney_hi,immunological_hi,whole_body_hi,total_cancer_risk_(per_million),pt-stationarypoint_cancer_risk_(per_million),benzene_cancer_risk_(per_million),coke_oven_emissions_cancer_risk_(per_million),"1,3-butadiene_cancer_risk_(per_million)",benzene_(year_2017_tons),toluene_(year_2017_tons),ethyl_benzene_(year_2017_tons),xylenes_(mixed_isomers)_(year_2017_tons),diesel_pm_(year_2017_tons),"2,2,4-trimethylpentane_(year_2017_tons)",coke_oven_emissions_(year_2017_tons),"1,3-butadiene_(year_2017_tons)"
48009020300,No refineries,No refineries,0.0,Archer,3614,0.2,0.01,0.01,0.01,0.001,0.006,0.0001,20,0.275094349074585,0.914780114304833,0.0,0.07180991300133,,,,,,,,
48011000000,No refineries,No refineries,0.0,Armstrong,1901,0.2,0.01,0.01,0.009,0.0008,0.004,0.0001,20,0.112325286106701,0.836255077893979,0.0,0.05115134062143,,,,,,,,
48011950100,No refineries,No refineries,0.0,Armstrong,1901,0.2,0.01,0.01,0.009,0.0008,0.004,0.0001,20,0.112325286106701,0.836255077893979,0.0,0.05115134062143,0.00094398073,0.00998309828,0.00245485791,0.00491687142,0.0,0.0,0.0,0.0
48013000000,No refineries,No refineries,0.0,Atascosa,44911,0.3,0.02,0.01,0.01,0.002,0.007,9e-05,20,0.16708876988942,1.22958405811937,0.0,0.129979241167501,,,,,,,,
48013960100,No refineries,No refineries,0.0,Atascosa,6972,0.3,0.01,0.01,0.01,0.002,0.007,9e-05,20,0.202002247024944,1.23126101942409,0.0,0.12090565573713,0.4262,0.2525102540799999,0.013482052960000001,0.0929367275899999,0.0,0.07246990904,0.0,0.13057665237
48013960201,No refineries,No refineries,0.0,Atascosa,6234,0.3,0.02,0.01,0.01,0.002,0.007,9e-05,20,0.108224071900036,1.24045180234538,0.0,0.15290549550117,,,,,,,,
48013960202,No refineries,No refineries,0.0,Atascosa,9342,0.3,0.01,0.01,0.01,0.002,0.007,9e-05,20,0.135813965504758,1.2378176642155,0.0,0.13050747968679,,,,,,,,
48013960300,No refineries,No refineries,0.0,Atascosa,3595,0.3,0.02,0.01,0.01,0.002,0.007,0.0001,20,0.167307159819151,1.09374342261559,0.0,0.13027792478415,,,,,,,,
48013960401,No refineries,No refineries,0.0,Atascosa,2294,0.3,0.01,0.01,0.01,0.002,0.007,0.0001,20,0.178695472935999,1.17941670943584,0.0,0.13276143968499,,,,,,,,
48013960402,No refineries,No refineries,0.0,Atascosa,7801,0.3,0.02,0.01,0.02,0.002,0.008,9e-05,20,0.173630659821716,1.35924691011842,0.0,0.15008279468022,,,,,,,,
48013960500,No refineries,No refineries,0.0,Atascosa,2684,0.3,0.01,0.007,0.007,0.001,0.006,8e-05,20,0.18016248871005,1.0795839253532,0.0,0.06867578111076,,,,,,,,
48013960600,No refineries,No refineries,0.0,Atascosa,5989,0.3,0.02,0.01,0.01,0.002,0.007,9e-05,20,0.217544764876199,1.202563151548,0.0,0.11589650593554,1.942,0.3584,0.2554,0.6553,0.0,0.0,0.0,0.0
48015000000,No refineries,No refineries,0.0,Austin,28417,0.3,0.02,0.01,0.02,0.003,0.008,0.0001,20,0.21410864356044,1.13855798953203,0.0,0.162351671563279,,,,,,,,
48015760100,No refineries,No refineries,0.0,Austin,2400,0.3,0.02,0.01,0.01,0.003,0.007,0.0001,20,0.236596947022351,1.05949105126233,0.0,0.164667790356,,,,,,,,
48015760200,No refineries,No refineries,0.0,Austin,6032,0.3,0.02,0.02,0.02,0.003,0.009,0.0001,20,0.294643119938814,1.32187128790051,0.0,0.20779425131415,0.5355260993,0.0295483327,0.0081250023,0.0123740628,0.0,0.0,0.0,0.0
48015760300,No refineries,No refineries,0.0,Austin,7037,0.3,0.02,0.02,0.02,0.003,0.009,0.0001,20,0.235693067257028,1.22430781038738,0.0,0.19547297415447,,,,,,,,
48015760400,No refineries,No refineries,0.0,Austin,3660,0.3,0.01,0.009,0.01,0.002,0.006,0.0001,20,0.100653439512499,0.93662387259066,0.0,0.10032518468436,,,,,,,,
48015760501,No refineries,No refineries,0.0,Austin,4184,0.3,0.02,0.01,0.01,0.002,0.007,0.0001,20,0.162461638942153,0.994561847820888,0.0,0.12453712157862,,,,,,,,
48015760502,No refineries,No refineries,0.0,Austin,5104,0.3,0.02,0.01,0.01,0.003,0.008,0.0001,20,0.202292741280374,1.10371317598471,0.0,0.13736932176285,,,,,,,,
48017000000,No refineries,No refineries,0.0,Bailey,7165,0.2,0.01,0.008,0.009,0.0005,0.004,0.0001,20,0.016653077058552,0.855947721591424,0.0,0.04289784133944,,,,,,,,
48017950100,No refineries,No refineries,0.0,Bailey,7165,0.2,0.01,0.008,0.009,0.0005,0.004,0.0001,20,0.016653077058552,0.855947721591424,0.0,0.04289784133944,7.86508e-06,1.273492e-05,0.0,0.0,0.0,0.0,0.0,0.0
48019000000,No refineries,No refineries,0.0,Bandera,20485,0.3,0.01,0.01,0.01,0.001,0.005,0.0001,20,0.080134820405516,1.0028554770838,0.0,0.13242606516586,,,,,,,,
48019000101,No refineries,No refineries,0.0,Bandera,4330,0.3,0.02,0.01,0.01,0.001,0.006,0.0001,20,0.100991602538862,1.08105559891841,0.0,0.14519741715951,,,,,,,,
48019000102,No refineries,No refineries,0.0,Bandera,4913,0.3,0.02,0.009,0.01,0.001,0.005,0.0001,20,0.143199560533383,0.998669141807803,0.0,0.12509985357888,0.1498,0.1389,0.0135999999999999,0.0625999999999999,0.0,0.04028433156,0.0,0.04302433542
48019000200,No refineries,No refineries,0.0,Bandera,2726,0.2,0.01,0.007,0.007,0.0007,0.004,0.0001,20,0.015643942839979,0.820017082150944,0.0,0.06981318901236,,,,,,,,
48019000300,No refineries,No refineries,0.0,Bandera,6369,0.3,0.01,0.01,0.01,0.001,0.006,0.0001,20,0.055646714965333,1.01801924058173,0.0,0.13019942720784,,,,,,,,
48019000400,No refineries,No refineries,0.0,Bandera,2147,0.3,0.02,0.02,0.02,0.001,0.006,0.0002,20,0.048285701125864,1.04188686624814,0.0,0.20953732783164,,,,,,,,
48021000000,No refineries,No refineries,0.0,Bastrop,74171,0.3,0.02,0.01,0.02,0.002,0.007,0.0001,20,0.35287930694664,1.16545613969662,0.0,0.160464979294029,,,,,,,,
48021950100,No refineries,No refineries,0.0,Bastrop,8608,0.3,0.02,0.02,0.02,0.002,0.007,0.0002,30,0.608741439847699,1.12118305750301,0.0,0.17033225944182,0.6934139753999999,0.0382575246,0.0105205754,0.0160204495999999,0.0,0.0,0.0,0.0
48021950200,No refineries,No refineries,0.0,Bastrop,7955,0.3,0.02,0.02,0.02,0.002,0.008,0.0002,30,0.698506228426801,1.32793340365204,0.0,0.19605276759636,,,,,,,,
48021950300,No refineries,No refineries,0.0,Bastrop,12927,0.3,0.02,0.01,0.02,0.002,0.007,0.0001,20,0.124559733925766,1.22862738934147,0.0,0.1652661177027,0.093238315,1.0100816,0.2486355,0.49727105,0.0,0.0,0.0,0.0033410395
48021950400,No refineries,No refineries,0.0,Bastrop,7984,0.3,0.02,0.02,0.02,0.002,0.008,0.0001,30,0.109799934796625,1.41176789200968,0.0,0.23271796910757,,,,,,,,
48021950501,No refineries,No refineries,0.0,Bastrop,8008,0.3,0.02,0.02,0.02,0.002,0.006,0.0002,30,0.776978306939855,1.09736450203543,0.0,0.17895503152167,,,,,,,,
48021950502,No refineries,No refineries,0.0,Bastrop,6409,0.3,0.02,0.01,0.02,0.002,0.006,0.0001,20,0.616738229760559,1.03353854344008,0.0,0.13076410641744,0.08947820050000001,0.3149394975,0.0772716190999999,0.1544302817799999,0.0,0.0,0.0,0.0031703395
48021950600,No refineries,No refineries,0.0,Bastrop,5184,0.3,0.01,0.01,0.01,0.001,0.005,0.0001,20,0.12592046239344,0.981363562307872,0.0,0.10700480294499,,,,,,,,
48021950700,No refineries,No refineries,0.0,Bastrop,4189,0.3,0.02,0.01,0.01,0.001,0.006,0.0001,20,0.102328643057942,1.1498124119746,0.0,0.13505328273648,,,,,,,,
48021950801,No refineries,No refineries,0.0,Bastrop,6520,0.3,0.01,0.01,0.01,0.002,0.006,0.0001,20,0.121877593192964,1.07485973173146,0.0,0.12049432691913,,,,,,,,
48021950802,No refineries,No refineries,0.0,Bastrop,6387,0.3,0.01,0.009,0.01,0.002,0.006,0.0001,20,0.131381789161602,1.05691098038449,0.0,0.11028645576924,,,,,,,,
48023000000,No refineries,No refineries,0.0,Baylor,3726,0.2,0.01,0.01,0.01,0.0009,0.005,0.0001,20,0.004605180941033,0.901405883601839,0.0,0.04589894081502,,,,,,,,
48023950300,No refineries,No refineries,0.0,Baylor,3726,0.2,0.01,0.01,0.01,0.0009,0.005,0.0001,20,0.004605180941033,0.901405883601839,0.0,0.04589894081502,,,,,,,,
48025000000,No refineries,No refineries,0.0,Bee,31861,0.3,0.02,0.008,0.009,0.001,0.006,9e-05,20,0.172777745573467,0.977525187824508,0.0,0.080955105031549,,,,,,,,
48025950100,No refineries,No refineries,0.0,Bee,2002,0.3,0.01,0.007,0.008,0.001,0.006,9e-05,20,0.300070429425823,1.17897221397006,0.0,0.07595359591404,7.67168390951999,8.41291245771999,0.0368730506899999,5.95582499248,0.0,0.06476119336,0.0,0.13161652543000002
48025950201,No refineries,No refineries,0.0,Bee,7928,0.3,0.02,0.008,0.009,0.002,0.005,9e-05,20,0.125598294397468,0.898681801214942,0.0,0.07804181340825,,,,,,,,
48025950202,No refineries,No refineries,0.0,Bee,5059,0.3,0.02,0.008,0.009,0.002,0.005,9e-05,20,0.169920976543786,0.944493446783841,0.0,0.07585830023868,,,,,,,,
48025950300,No refineries,No refineries,0.0,Bee,5093,0.3,0.01,0.009,0.01,0.002,0.006,9e-05,20,0.139183053509079,1.06646131301077,0.0,0.08783694017574,,,,,,,,
48025950400,No refineries,No refineries,0.0,Bee,2006,0.3,0.02,0.009,0.01,0.002,0.006,9e-05,20,0.137867142027002,1.06917760553289,0.0,0.09163933508142,,,,,,,,
48025950500,No refineries,No refineries,0.0,Bee,7343,0.3,0.01,0.009,0.01,0.001,0.006,9e-05,20,0.138038105843378,0.957095559727048,0.0,0.08469766139352,,,,,,,,
48025950600,No refineries,No refineries,0.0,Bee,2430,0.3,0.03,0.007,0.007,0.001,0.005,8e-05,20,0.431984635412249,0.93723272866601,0.0,0.07063863978651,,,,,,,,
48027000000,No refineries,No refineries,0.0,Bell,310232,0.3,0.02,0.02,0.02,0.004,0.01,0.0001,30,0.17880848686307,1.38904317313157,0.0,0.220725620054507,,,,,,,,
48027020100,No refineries,No refineries,0.0,Bell,6219,0.3,0.02,0.01,0.01,0.002,0.008,0.0001,20,0.213834814446061,1.11330790626505,0.0,0.11745520009662,0.0,0.0583,0.6253,2.1225,0.0,0.0,0.0,0.0
48027020201,No refineries,No refineries,0.0,Bell,6017,0.3,0.01,0.01,0.02,0.003,0.01,0.0001,30,0.238387174065507,1.25119861596795,0.0,0.18464740894629,,,,,,,,
