census_tract,cancer_percentage
48201430600,0.08199999999999999
48201430700,0.095
48201430800,0.076
48201430900,0.08800000000000001
48201431000,0.085
48201431101,0.065
48201431102,0.059000000000000004
48201431201,0.053
48201431202,0.05
48201431301,0.040999999999999995
48201431302,0.068
48201431401,0.046
48201431402,0.048
48201431501,0.076
48201431502,0.073
48201431600,0.106
48201431700,0.099
48201431801,0.066
48201431802,0.054000000000000006
48201431900,0.053
48201432001,0.045
48201432002,0.027000000000000003
48201432100,0.035
48201432200,0.051
48201432300,0.03
48201432400,0.034
48201432500,0.038
48201432600,0.052000000000000005
48201432701,0.021
48201432702,0.035
48201432801,0.032
48201432802,0.049
48201432901,0.036000000000000004
48201432902,0.04
48201433001,0.032
48201433002,0.024
48201433003,0.039
48201433100,0.026000000000000002
48201433201,0.048
48201433202,0.049
48201433300,0.068
48201433400,0.039
48201433501,0.024
48201433502,0.026000000000000002
48201433600,0.031
48201440100,0.043
48201450100,0.081
48201450200,0.077
48201450300,0.055
48201450400,0.053
48201450500,0.092
48201450600,0.066
48201450700,0.083
48201450801,0.049
48201450802,0.046
48201450900,0.069
48201451001,0.045
48201451002,0.034
48201451100,0.07
48201451200,0.084
48201451300,0.061
48201451401,0.061
48201451402,0.040999999999999995
48201451403,0.036000000000000004
48201451500,0.042
48201451601,0.09300000000000001
48201451602,0.049
48201451700,0.044000000000000004
48201451800,0.046
48201451901,0.037000000000000005
48201451902,0.054000000000000006
48201452000,0.040999999999999995
48201452100,0.049
48201452201,0.033
48201452202,0.031
48201452300,0.042
48201452400,0.040999999999999995
48201452500,0.039
48201452600,0.036000000000000004
48201452700,0.04
48201452801,0.042
48201452802,0.034
48201452900,0.044000000000000004
48201453000,0.040999999999999995
48201453100,0.039
48201453200,0.036000000000000004
48201453300,0.028999999999999998
48201453401,0.044000000000000004
48201453402,0.037000000000000005
48201453403,0.04
48201453501,0.038
48201453502,0.045
48201453601,0.04
48201453602,0.044000000000000004
48201453700,0.042
48201453800,0.051
48201453900,0.038
48201454000,0.044000000000000004
48201454100,0.047
48201454200,0.045
48201454301,0.042
48201454302,0.05
48201454400,0.038
48201454501,0.061
48201454502,0.05
48201454600,0.057
48201454700,0.066
48201454800,0.057999999999999996
48201454900,0.046
48201455000,0.053
48201455101,0.053
48201455102,0.053
48201455200,0.063
48201455300,0.045
48201510100,0.04
48201510200,0.035
48201510300,0.055
48201510400,0.05
48201510500,0.048
48201510600,0.035
48201510700,0.034
48201510800,0.054000000000000006
48201510900,0.038
48201511001,0.068
48201511002,0.06
48201511100,0.055999999999999994
48201511200,0.044000000000000004
48201511301,0.057
48201511302,0.059000000000000004
48201511400,0.053
48201511500,0.049
48201511600,0.042
48201520100,0.057
48201520200,0.061
48201520300,0.046
48201520400,0.047
48201520500,0.040999999999999995
48201520601,0.036000000000000004
48201520602,0.04
48201520700,0.066
48201521000,0.043
48201521100,0.034
48201521200,0.039
48201521300,0.049
48201521400,0.028999999999999998
48201521500,0.051
48201521600,0.046
48201521700,0.03
48201521800,0.044000000000000004
48201521900,0.062
48201522000,0.07400000000000001
48201522100,0.057
48201522201,0.051
48201522202,0.046
48201522301,0.046
48201522302,0.036000000000000004
48201522401,0.057999999999999996
48201522402,0.055
48201522500,0.077
48201530100,0.04
48201530200,0.06
48201530300,0.06
48201530400,0.057
48201530500,0.052000000000000005
48201530600,0.049
48201530700,0.045
48201530800,0.067
48201530900,0.073
48201531000,0.06
48201531100,0.06
48201531200,0.061
48201531300,0.043
48201531400,0.076
48201531500,0.062
48201531600,0.068
48201531700,0.071
48201531800,0.057
48201531900,0.054000000000000006
48201532001,0.044000000000000004
48201532002,0.067
48201532100,0.048
48201532200,0.044000000000000004
48201532300,0.04
48201532400,0.048
48201532501,0.04
48201532502,0.043
48201532600,0.040999999999999995
48201532700,0.052000000000000005
48201532800,0.059000000000000004
48201532900,0.042
48201533000,0.047
48201533100,0.048
48201533200,0.054000000000000006
48201533300,0.054000000000000006
48201533400,0.045
48201533500,0.053
48201533600,0.036000000000000004
48201533701,0.031
48201533702,0.04
48201533801,0.033
48201533802,0.039
48201533901,0.039
48201533902,0.038
48201534001,0.034
48201534002,0.04
48201534003,0.028999999999999998
48201534100,0.040999999999999995
48201534201,0.043
48201534202,0.055999999999999994
48201534203,0.055
48201540100,0.049
48201540200,0.043
48201540501,0.034
48201540502,0.06
48201540601,0.048
48201540602,0.040999999999999995
48201540700,0.046
48201540800,0.038
48201540901,0.063
48201540902,0.049
48201541001,0.038
48201541002,0.043
48201541003,0.040999999999999995
48201541100,0.055
48201541201,0.05
48201541202,0.048
48201541203,0.068
48201541300,0.037000000000000005
48201541400,0.04
48201541500,0.042
48201541601,0.064
48201541602,0.043
48201541700,0.036000000000000004
48201541800,0.040999999999999995
48201541900,0.047
48201542000,0.044000000000000004
48201542101,0.035
48201542102,0.037000000000000005
48201542200,0.037000000000000005
48201542301,0.04
48201542302,0.046
48201542400,0.04
48201542500,0.075
48201542600,0.043
48201542700,0.063
48201542800,0.055999999999999994
48201542900,0.044000000000000004
48201543001,0.037000000000000005
48201543002,0.045
48201543003,0.034
48201543100,0.053
48201543200,0.055
48201550100,0.025
48201550200,0.026000000000000002
48201550301,0.027999999999999997
48201550302,0.036000000000000004
48201550401,0.034
48201550402,0.036000000000000004
48201550500,0.035
48201550601,0.039
48201550602,0.038
48201550603,0.037000000000000005
48201550700,0.037000000000000005
48201550800,0.039
48201550900,0.037000000000000005
48201551000,0.034
48201551100,0.04
48201551200,0.057
48201551300,0.047
48201551400,0.054000000000000006
48201551500,0.034
48201551600,0.048
48201551701,0.048
48201551702,0.051
48201551703,0.043
48201551800,0.08199999999999999
48201551900,0.028999999999999998
48201552001,0.06
48201552002,0.048
48201552101,0.039
48201552102,0.06
48201552103,0.052000000000000005
48201552200,0.051
48201552301,0.068
48201552302,0.052000000000000005
48201552400,0.055999999999999994
48201552500,0.047
48201552601,0.04
48201552602,0.057999999999999996
48201552700,0.064
48201552800,0.08199999999999999
48201552900,0.07400000000000001
48201553001,0.063
48201553002,0.063
48201553100,0.06
48201553200,0.054000000000000006
48201553300,0.034
48201553401,0.07200000000000001
48201553402,0.059000000000000004
48201553403,0.054000000000000006
48201553500,0.066
48201553600,0.057
48201553700,0.067
48201553801,0.063
48201553802,0.055
48201553900,0.065
48201554001,0.061
48201554002,0.07200000000000001
48201554101,0.075
48201554102,0.054000000000000006
48201554200,0.044000000000000004
48201554301,0.071
48201554302,0.057999999999999996
48201554401,0.055999999999999994
48201554402,0.049
48201554403,0.042
48201554501,0.051
48201554502,0.06
48201554600,0.067
48201554700,0.055
48201554801,0.04
48201554802,0.055
48201554901,0.044000000000000004
48201554902,0.064
48201554903,0.051
48201555000,0.05
48201555100,0.05
48201555200,0.052000000000000005
48201555301,0.069
48201555302,0.054000000000000006
48201555303,0.051
48201555401,0.07200000000000001
48201555402,0.081
48201555501,0.061
48201555502,0.049
48201555600,0.068
48201555701,0.046
48201555702,0.05
48201556000,0.05
48201980000,
48201980100,0.025
48203020102,0.071
48203020103,0.071
48203020104,0.075
48203020200,0.07
48203020301,0.07400000000000001
48203020302,0.057999999999999996
48203020401,0.053
48203020402,0.057999999999999996
48203020501,0.059000000000000004
48203020502,0.078
48203020603,0.06
48203020604,0.071
48203020605,0.067
48203020606,0.071
48205950200,0.063
48207950300,0.079
48207950400,0.08900000000000001
48209010100,0.035
48209010200,0.011000000000000001
48209010302,0.039
48209010303,0.024
48209010304,0.026000000000000002
48209010400,0.052000000000000005
48209010500,0.052000000000000005
48209010600,0.065
48209010701,0.035
48209010702,0.048
48209010803,0.085
48209010804,0.092
48209010805,0.061
48209010806,0.07
48209010807,0.084
48209010808,0.069
48209010809,0.069
48209010901,0.069
48209010902,0.055
48209010905,0.055
48209010906,0.039
48209010907,0.04
48209010908,0.039
48209010909,0.044000000000000004
48209010910,0.040999999999999995
48211950300,0.069
48213950100,0.086
48213950200,0.075
48213950300,0.085
48213950400,0.079
48213950500,0.075
48213950601,0.08199999999999999
48213950602,0.081
48213950700,0.078
48213950800,0.095
48213950901,0.08800000000000001
48213950902,0.09
48213950903,0.094
48213951000,0.079
48213951100,0.078
48213951200,0.053
48213951300,0.081
48213951400,0.08
48215020101,0.048
48215020102,0.061
48215020201,0.037000000000000005
48215020202,0.036000000000000004
48215020204,0.047
48215020205,0.05
48215020301,0.046
48215020302,0.051
48215020402,0.045
48215020403,0.06
48215020404,0.1
48215020501,0.059000000000000004
48215020503,0.039
48215020504,0.045
48215020600,0.055
48215020701,0.040999999999999995
48215020721,0.040999999999999995
48215020723,0.053
48215020724,0.049
48215020725,0.053
48215020726,0.046
48215020802,0.052000000000000005
48215020803,0.046
48215020804,0.047
48215020901,0.055999999999999994
48215020903,0.047
48215020904,0.053
48215021000,0.059000000000000004
48215021100,0.057999999999999996
48215021201,0.065
48215021202,0.063
48215021302,0.035
48215021303,0.037000000000000005
48215021304,0.044000000000000004
48215021305,0.037000000000000005
48215021401,0.044000000000000004
48215021403,0.062
48215021404,0.067
48215021500,0.054000000000000006
48215021600,0.051
48215021701,0.043
48215021702,0.044000000000000004
48215021803,0.038
48215021804,0.053
48215021805,0.036000000000000004
48215021806,0.034
48215021901,0.052000000000000005
48215021903,0.052000000000000005
48215021904,0.07200000000000001
48215022001,0.045
48215022003,0.054000000000000006
48215022004,0.043
48215022103,0.065
48215022104,0.034
48215022105,0.052000000000000005
48215022106,0.05
48215022201,0.046
48215022203,0.051
48215022204,0.037000000000000005
48215022300,0.062
48215022401,0.053
48215022402,0.039
48215022501,0.037000000000000005
48215022502,0.047
48215022600,0.057999999999999996
48215022701,0.084
48215022702,0.076
48215022800,0.042
48215022900,0.068
48215023000,0.051
48215023102,0.040999999999999995
48215023103,0.034
48215023104,0.042
48215023503,0.04
48215023504,0.035
48215023507,0.036000000000000004
48215023509,0.040999999999999995
48215023510,0.044000000000000004
48215023511,0.033
48215023512,0.024
48215023513,0.035
48215023514,0.032
48215023515,0.035
48215023600,0.047
48215023700,0.049
48215023801,0.036000000000000004
48215023802,0.047
48215023902,0.046
48215023903,0.051
48215023904,0.034
48215024000,0.025
48215024105,0.040999999999999995
48215024106,0.043
48215024107,0.042
48215024108,0.032
48215024109,0.035
48215024110,0.033
48215024111,0.039
48215024112,0.027999999999999997
48215024113,0.034
48215024114,0.033
48215024201,0.034
48215024203,0.079
48215024204,0.047
48215024205,0.042
48215024301,0.059000000000000004
48215024302,0.053
48215024402,0.038
48215024403,0.05
48215024404,0.040999999999999995
48215024500,0.04
48215024600,0.038
48215980000,
48217960100,0.071
48217960200,0.084
48217960400,0.096
48217960500,0.081
48217960600,0.095
48217960700,0.079
48217960800,0.08
48217960900,0.043
48217961000,0.06
48217961100,0.078
48217961400,0.081
48219950100,0.07
48219950200,0.066
48219950300,0.064
48219950400,0.053
48219950500,0.063
48219950600,0.068
48219950700,0.062
48221160100,0.08199999999999999
48221160204,0.075
48221160205,0.08
48221160206,0.099
48221160207,0.1
48221160208,0.071
48221160209,0.071
48221160210,0.11599999999999999
48221160301,0.085
48221160302,0.075
48223950100,0.075
48223950200,0.079
48223950300,0.071
48223950401,0.062
48223950402,0.076
48223950500,0.069
48223950600,0.078
48223950700,0.069
48223950800,0.07400000000000001
48225950100,0.08800000000000001
48225950200,0.08800000000000001
48225950300,0.08199999999999999
48225950400,0.064
48225950500,0.091
48225950600,0.081
48225950700,0.055
48227950100,0.079
48227950200,0.076
48227950300,0.067
48227950400,0.071
48227950500,0.057999999999999996
48227950600,0.068
48227950700,0.061
48227950801,0.068
48227950802,0.037000000000000005
48227950900,0.078
48229950300,0.06
48231960100,0.067
48231960200,0.076
48231960300,0.07400000000000001
48231960400,0.069
48231960500,0.062
48231960600,0.038
48231960700,0.075
48231960800,0.045
48231960900,0.068
48231961000,0.055999999999999994
48231961100,0.076
48231961200,0.08199999999999999
48231961300,0.07200000000000001
48231961400,0.063
48231961501,0.07400000000000001
48231961502,0.064
48231961503,0.07400000000000001
48231961600,0.073
48231961700,0.08
48233950200,0.073
48233950500,0.08
48233950600,0.067
48233950700,0.059000000000000004
48233950800,0.067
48233950900,0.077
48233951000,0.07200000000000001
48235950100,0.077
48237950100,0.057999999999999996
48237950300,0.075
48237950500,0.076
48239950100,0.075
48239950200,0.07
48239950300,0.075
48241950100,0.08199999999999999
48241950200,0.075
48241950300,0.063
48241950400,0.075
48241950500,0.08
48241950600,0.075
48241950700,0.07200000000000001
48241950800,0.075
48243950100,0.08800000000000001
48245000101,0.055
48245000102,0.05
48245000103,0.049
48245000200,0.059000000000000004
48245000302,0.077
48245000304,0.065
48245000306,0.075
48245000307,0.05
48245000308,0.063
48245000309,0.071
48245000310,0.079
48245000400,0.068
48245000500,0.064
48245000600,0.051
48245000700,0.061
48245000900,0.048
48245001100,0.053
48245001200,0.049
48245001301,0.07400000000000001
48245001302,0.062
48245001303,0.065
48245001700,0.067
48245001900,0.046
48245002000,0.05
48245002100,0.065
48245002200,0.068
48245002300,0.07400000000000001
48245002400,0.051
48245002500,0.047
48245002600,0.027000000000000003
48245005100,0.079
48245005400,0.059000000000000004
48245005500,0.054000000000000006
48245005600,0.044000000000000004
48245005900,0.053
48245006100,0.07200000000000001
48245006300,0.065
48245006400,0.049
48245006500,0.055999999999999994
48245006600,0.051
48245006700,0.05
48245006800,0.064
48245006900,0.075
48245007001,0.07200000000000001
48245007002,0.069
48245007100,0.076
48245010100,0.042
48245010200,0.063
48245010300,0.06
48245010400,0.081
48245010500,0.071
48245010600,0.065
48245010700,0.076
48245010800,0.066
48245010901,0.077
48245010902,0.077
48245011001,0.065
48245011002,0.066
48245011101,0.078
48245011102,0.067
48245011201,0.063
48245011202,0.021
48245011203,0.006
48245011302,0.027000000000000003
48245011303,0.07200000000000001
48245011304,0.049
48245011400,0.07200000000000001
48245011500,0.067
48245011600,0.068
48245011700,0.066
48245011800,0.068
48245980000,0.031
48245990000,
48247950200,0.057999999999999996
48247950400,0.057999999999999996
48249950100,0.062
48249950200,0.054000000000000006
48249950300,0.059000000000000004
48249950400,0.057
48249950500,0.051
48249950600,0.059000000000000004
48249950700,0.063
48251130100,0.069
48251130204,0.057
48251130205,0.07
48251130207,0.068
48251130208,0.066
48251130210,0.065
48251130211,0.07200000000000001
48251130212,0.055
48251130213,0.057
48251130214,0.061
48251130215,0.061
48251130302,0.068
48251130303,0.057
48251130304,0.07
48251130405,0.071
48251130406,0.073
48251130407,0.051
48251130408,0.049
48251130409,0.073
48251130410,0.055999999999999994
48251130500,0.073
48251130601,0.068
48251130602,0.07
48251130700,0.061
48251130800,0.05
48251130900,0.048
48251131000,0.083
48251131100,0.07200000000000001
48253020101,0.066
48253020102,0.024
48253020200,0.07400000000000001
48253020300,0.079
48253020400,0.085
48253020500,0.075
48255970100,0.08
48255970200,0.067
48255970300,0.048
48255970400,0.071
48257050201,0.054000000000000006
48257050203,0.047
48257050204,0.037000000000000005
48257050205,0.053
48257050206,0.055999999999999994
48257050300,0.057999999999999996
48257050400,0.062
48257050500,0.065
48257050600,0.071
48257050701,0.067
48257050703,0.062
48257050704,0.067
48257050800,0.063
48257051000,0.055
48257051100,0.066
48257051201,0.067
48257051202,0.069
48257051300,0.076
48259970100,0.079
48259970301,0.077
48259970302,0.08199999999999999
48259970401,0.08
48259970402,0.081
48259970500,0.076
48261950100,0.061
48261990000,
48263950100,0.099
48265960100,0.10400000000000001
48265960200,0.11800000000000001
48265960301,0.091
48265960302,0.094
48265960401,0.077
48265960402,0.09300000000000001
48265960500,0.079
48265960600,0.065
48265960700,0.11
48265960800,0.079
48267950100,0.10099999999999999
48267950200,0.073
48269950100,0.07200000000000001
48271950100,0.081
48273020100,0.063
48273020200,0.055999999999999994
48273020300,0.035
48273020400,0.053
48273020500,0.049
48273990000,
48275950100,0.08199999999999999
48275950200,0.084
48283950300,0.047
48277000101,0.079
48277000102,0.076
48277000200,0.07400000000000001
48277000300,0.077
48277000401,0.08199999999999999
48277000402,0.071
48277000500,0.073
48277000600,0.061
48277000700,0.073
48277000800,0.068
48277000900,0.08800000000000001
48277001000,0.062
48279950100,0.073
48279950200,0.07200000000000001
48279950300,0.077
48279950500,0.057
48279950600,0.077
48281950100,0.09
48281950301,0.065
48281950302,0.075
48281950400,0.071
48281950500,0.079
48285000100,0.087
48285000200,0.08900000000000001
48285000300,0.092
48285000400,0.092
48285000500,0.083
48285000600,0.069
48287000100,0.075
48287000200,0.084
48287000300,0.075
48287000400,0.065
48289950100,0.07200000000000001
48289950200,0.094
48289950300,0.08900000000000001
48291700100,0.059000000000000004
48291700200,0.059000000000000004
48291700300,0.063
48291700400,0.067
48291700500,0.069
48291700600,0.077
48291700700,0.068
48291700800,0.064
48291700900,0.039
48291701000,0.051
48291701100,0.063
48291701200,0.07400000000000001
48291701300,0.07200000000000001
48291701400,0.061
48293970100,0.069
48293970200,0.075
48293970300,0.067
48293970400,0.057
48293970500,0.062
48293970600,0.066
48293970700,0.08800000000000001
48293970800,0.086
48295950200,0.062
48295950300,0.086
48297950100,0.062
48297950200,0.066
48297950300,0.086
48297950400,0.094
48299970100,0.105
48299970200,0.08800000000000001
48299970300,0.11199999999999999
48299970400,0.125
48299970500,0.096
48299970600,0.11
48301950100,0.073
48303000100,0.061
48303000201,0.054000000000000006
48303000202,0.046
48303000301,0.024
48303000302,0.043
48303000402,0.057
48303000403,0.076
48303000404,0.034
48303000405,0.035
48303000500,0.026000000000000002
48303000603,0.01
48303000605,0.013000000000000001
48303000607,0.031
48303000700,0.042
48303000900,0.055999999999999994
48303001000,0.057
48303001200,0.055999999999999994
48303001300,0.046
48303001400,0.04
48303001501,0.048
48303001502,0.039
48303001601,0.069
48303001602,0.051
48303001702,0.054000000000000006
48303001705,0.07400000000000001
48303001706,0.042
48303001707,0.059000000000000004
48303001708,0.045
48303001709,0.051
48303001801,0.055
48303001803,0.061
48303001804,0.075
48303001901,0.062
48303001903,0.09
48303001904,0.091
48303002001,0.065
48303002002,0.044000000000000004
48303002101,0.078
48303002102,0.071
48303002202,0.04
48303002203,0.08199999999999999
48303002204,0.052000000000000005
48303002300,0.044000000000000004
48303002400,0.047
48303002500,0.05
48303010101,0.069
48303010102,0.071
48303010200,0.066
48303010301,0.06
48303010302,0.066
48303010402,0.055
48303010403,0.069
48303010404,0.065
48303010405,0.067
48303010406,0.059000000000000004
48303010407,0.051
48303010408,0.057999999999999996
48303010502,0.083
48303010504,0.087
48303010505,0.057999999999999996
48303010506,0.046
48303010508,0.059000000000000004
48303010509,0.08
48303010510,0.066
48303010511,0.045
48303010600,0.07
48303010700,0.077
48303980000,
48305950400,0.07400000000000001
48305950500,0.067
48305950600,0.07400000000000001
48313000100,0.035
48313000200,0.08199999999999999
48313000300,0.079
48313000400,0.066
48315950100,0.079
48315950200,0.084
48315950300,0.086
48315950400,0.087
48317950100,0.061
48317950200,0.064
48319950100,0.087
48319950200,0.09699999999999999
48321730100,0.068
48321730201,0.067
48321730202,0.073
48321730301,0.068
48321730302,0.055
48321730303,0.076
48321730400,0.063
48321730501,0.08900000000000001
48321730600,0.063
48321730700,0.066
48321990000,
48323950201,0.042
48323950204,0.046
48323950205,0.044000000000000004
48323950300,0.049
48323950400,0.069
48323950500,0.061
48323950601,0.064
48323950602,0.05
48323950700,0.042
48307950300,0.076
48307950400,0.091
48307950500,0.094
48309000100,0.023
48309000200,0.012
48309000300,0.008
48309000400,0.023
48309000598,0.044000000000000004
48309000700,0.046
48309000800,0.044000000000000004
48309000900,0.053
48309001000,0.046
48309001100,0.044000000000000004
48309001200,0.045
48309001300,0.057
48309001400,0.062
48309001500,0.055
48309001600,0.052000000000000005
48309001700,0.06
48309001800,0.055
48309001900,0.025
48309002000,0.076
48309002100,0.055999999999999994
48309002302,0.055999999999999994
48309002498,0.066
48309002501,0.07200000000000001
48309002503,0.115
48309002504,0.084
48309002600,0.106
48309002700,0.055
48309002800,0.091
48309002900,0.069
48309003000,0.08199999999999999
48309003200,0.061
48309003300,0.024
48309003400,0.07
48309003500,0.077
48309003601,0.07200000000000001
48309003602,0.07200000000000001
48309003701,0.073
48309003703,0.067
48309003706,0.062
48309003707,0.068
48309003708,0.06
48309003801,0.067
48309003802,0.068
48309003900,0.07200000000000001
48309004000,0.078
48309004102,0.069
48309004103,0.06
48309004201,0.085
48309004202,0.071
48309004300,0.057
48309980000,
48311950100,0.085
48325000101,0.063
48325000102,0.069
48325000200,0.08800000000000001
48325000300,0.054000000000000006
48325000401,0.053
48325000402,0.07200000000000001
48325000500,0.069
48325000800,0.065
48327950300,0.091
48329000100,0.051
48329000200,0.076
48329000302,0.067
48329000303,0.08199999999999999
48329000304,0.067
48329000305,0.077
48329000401,0.051
48329000402,0.06
48329000500,0.066
48329000600,0.063
48329001100,0.049
48329001200,0.052000000000000005
48329001300,0.05
48329001400,0.040999999999999995
48329001500,0.049
48329001700,0.052000000000000005
48329010104,0.052000000000000005
48329010105,0.047
48329010106,0.078
48329010107,0.055
48329010108,0.079
48329010109,0.054000000000000006
48329010112,0.06
48329010113,0.057999999999999996
48329010114,0.069
48329010200,0.057
48329980000,
48331950100,0.081
48331950300,0.078
48331950401,0.077
48331950402,0.075
48331950500,0.079
48331950700,0.075
48331950800,0.076
48333950100,0.092
48333950200,0.091
48335950200,0.052000000000000005
48335950400,0.081
48337950100,0.08800000000000001
48337950200,0.08
48337950300,0.083
48337950400,0.08199999999999999
48337950500,0.081
48337950600,0.081
48339690100,0.059000000000000004
48339690201,0.064
48339690202,0.068
48339690300,0.065
48339690401,0.057999999999999996
48339690402,0.057999999999999996
48339690500,0.066
48339690601,0.062
48339690602,0.052000000000000005
48339690700,0.083
48339690800,0.062
48339690900,0.062
48339691000,0.08199999999999999
48339691100,0.064
48339691200,0.086
48339691301,0.065
48339691302,0.079
48339691400,0.053
48339691500,0.062
48339691601,0.087
48339691602,0.054000000000000006
48339691700,0.059000000000000004
48339691800,0.064
48339691900,0.053
48339692001,0.046
48339692002,0.046
48339692100,0.051
48339692200,0.055999999999999994
48339692300,0.054000000000000006
48339692400,0.063
48339692500,0.059000000000000004
48339692601,0.055
48339692602,0.053
48339692700,0.062
48339692801,0.063
48339692802,0.061
48339692900,0.061
48339693000,0.053
48339693101,0.045
48339693102,0.051
48339693200,0.075
48339693300,0.063
48339693400,0.037000000000000005
48339693500,0.069
48339693600,0.078
48339693700,0.067
48339693800,0.05
48339693900,0.039
48339694000,0.063
48339694101,0.057
48339694102,0.057999999999999996
48339694201,0.07200000000000001
48339694202,0.084
48339694301,0.087
48339694302,0.08800000000000001
48339694400,0.068
48339694500,0.066
48339694600,0.068
48339694700,0.069
48341950100,0.065
48341950200,0.048
48341950300,0.061
48341950400,0.054000000000000006
48343950100,0.081
48343950200,0.08199999999999999
48343950300,0.07
48345950100,0.09699999999999999
48347950100,0.078
48347950200,0.076
48347950301,0.066
48347950302,0.051
48347950400,0.073
48347950501,0.076
48347950502,0.064
48347950600,0.013000000000000001
48347950700,0.046
48347950800,0.055
48347950900,0.055
48347951000,0.045
48347951100,0.075
48349970100,0.057999999999999996
48349970200,0.067
48349970300,0.073
48349970400,0.075
48349970500,0.08199999999999999
48349970600,0.079
48349970700,0.07200000000000001
48349970800,0.05
48349970900,0.057
48349971000,0.078
48351950100,0.092
48351950200,0.068
48351950300,0.07200000000000001
48351950400,0.071
48353950100,0.078
48353950200,0.076
48353950300,0.062
48353950400,0.068
48353950500,0.079
48355000500,0.05
48355000600,0.055
48355000700,0.059000000000000004
48355000800,0.052000000000000005
48355000900,0.054000000000000006
48355001000,0.054000000000000006
48355001100,0.049
48355001200,0.064
48355001300,0.054000000000000006
48355001400,0.063
48355001500,0.052000000000000005
48355001601,0.055999999999999994
48355001602,0.06
48355001701,0.055999999999999994
48355001702,0.045
48355001801,0.067
48355001802,0.043
48355001902,0.046
48355001903,0.054000000000000006
48355001904,0.057
48355002001,0.052000000000000005
48355002002,0.055
48355002101,0.055999999999999994
48355002102,0.075
48355002200,0.057
48355002301,0.057
48355002303,0.059000000000000004
48355002304,0.043
48355002400,0.066
48355002500,0.07400000000000001
48355002601,0.069
48355002602,0.066
48355002603,0.069
48355002703,0.06
48355002704,0.051
48355002705,0.071
48355002706,0.006999999999999999
48355002900,0.021
48355003001,0.055
48355003002,0.059000000000000004
48355003101,0.068
48355003102,0.06
48355003202,0.054000000000000006
48355003203,0.048
48355003204,0.051
48355003303,0.055999999999999994
48355003304,0.054000000000000006
48355003305,0.043
48355003306,0.067
48355003401,0.067
48355003402,0.07
48355003500,0.055
48355003601,0.05
48355003602,0.061
48355003603,0.057999999999999996
48355003700,0.063
48355005102,0.08199999999999999
48355005404,0.054000000000000006
48355005406,0.055
48355005407,0.054000000000000006
48355005408,0.055
48355005409,0.061
48355005410,0.053
48355005411,0.047
48355005412,0.053
48355005413,0.036000000000000004
48355005414,0.055999999999999994
48355005415,0.053
48355005416,0.065
48355005417,0.040999999999999995
48355005601,0.055
48355005602,0.053
48355005801,0.065
48355005802,0.066
48355005900,0.049
48355006000,0.055
48355006100,0.065
48355006200,0.073
48355006300,0.06
48355006400,0.068
48355980000,
48355990000,
48357950100,0.071
48357950300,0.05
48357950400,0.062
48359950100,0.073
48361020200,0.07
48361020300,0.071
48361020500,0.076
48361020700,0.069
48361020800,0.084
48361020900,0.077
48361021000,0.075
48361021100,0.071
48361021200,0.067
48361021300,0.075
48361021400,0.071
48361021501,0.061
48361021502,0.071
48361021600,0.068
48361021700,0.073
48361021800,0.073
48361021900,0.065
48361022000,0.066
48361022200,0.063
48361022300,0.069
48361022400,0.065
48363000100,0.085
48363000200,0.083
48363000300,0.081
48363000400,0.08
48363000500,0.076
48363000600,0.07
48363000700,0.067
48363000800,0.057999999999999996
48363000900,0.06
48365950100,0.07200000000000001
48365950200,0.068
48365950300,0.07
48365950400,0.073
48365950500,0.083
48365950600,0.07200000000000001
48367140101,0.055
48367140102,0.065
48367140200,0.08199999999999999
48367140300,0.073
48367140403,0.066
48367140405,0.068
48367140407,0.068
48367140408,0.068
48367140409,0.057
48367140410,0.059000000000000004
48367140411,0.066
48367140501,0.065
48367140502,0.054000000000000006
48367140601,0.07200000000000001
48367140602,0.068
48367140703,0.07200000000000001
48367140704,0.063
48367140705,0.07400000000000001
48367140706,0.071
48369950200,0.06
48369950300,0.061
48371950100,0.063
48371950300,0.055999999999999994
48371950400,0.062
48371950500,0.046
48373210101,0.094
48373210102,0.079
48373210203,0.045
48373210204,0.078
48373210205,0.095
48373210206,0.099
48373210301,0.091
48373210302,0.081
48373210400,0.069
48373210500,0.076
48375010100,0.078
48375010200,0.09
48375010300,0.034
48375010400,0.07
48375010600,0.043
48375010700,0.059000000000000004
48375011000,0.061
48375011500,0.062
48375011600,0.059000000000000004
48375011700,0.057999999999999996
48375011800,0.068
48375011900,0.055999999999999994
48375012000,0.062
48375012200,0.043
48375012600,0.046
48375012800,0.044000000000000004
48375013000,0.062
48375013200,0.11599999999999999
48375013300,0.078
48375013400,0.071
48375013900,0.055999999999999994
48375014100,0.055
48375014300,0.07200000000000001
48375014401,0.035
48375014500,0.048
48375014700,0.081
48375014800,0.057999999999999996
48375014900,0.040999999999999995
48375015000,0.047
48375015100,0.07
48375015200,0.073
48375015300,0.05
48375015400,0.049
48375980000,
48377950100,0.07200000000000001
48377950200,0.063
48379950100,0.084
48379950200,0.08199999999999999
48381020100,0.092
48381020200,0.075
48381020300,0.07
48381020400,0.08199999999999999
48381020500,0.049
48381020600,0.062
48381020800,0.057
48381020900,0.05
48381021000,0.069
48381021101,0.081
48381021102,0.048
48381021200,0.081
48381021300,0.07400000000000001
48381021500,0.071
48381021602,0.08199999999999999
48381021603,0.079
48381021604,0.081
48381021605,0.073
48381021606,0.07400000000000001
48381021608,0.062
48381021609,0.067
