state,epa_region,county,fips,tract,population,respiratory_hi,neurological_hi,liver_hi,developmental_hi,reproductive_hi,kidney_hi,ocular_hi,endocrine_hi,hematological_hi,immunological_hi,skeletal_hi,spleen_hi,thyroid_hi,whole_body_hi
TX,EPA Region 6,Dallas,48113,48113016413,6809,0.4,0.03,0.02,0.03,0.04,0.01,3e-07,2e-06,6e-07,0.02,2e-05,7e-06,0.0005,0.0001
TX,EPA Region 6,Dallas,48113,48113016502,6849,0.4,0.02,0.01,0.03,0.04,0.007,4e-07,2e-06,7e-07,0.01,3e-05,7e-06,0.0006,0.0001
TX,EPA Region 6,Dallas,48113,48113016509,5565,0.4,0.02,0.01,0.03,0.03,0.007,4e-07,2e-06,7e-07,0.01,3e-05,6e-06,0.0007,0.0001
TX,EPA Region 6,Dallas,48113,48113016510,11035,0.4,0.02,0.01,0.03,0.03,0.007,3e-07,2e-06,8e-07,0.01,3e-05,7e-06,0.0006,0.0001
TX,EPA Region 6,Dallas,48113,48113016511,4259,0.3,0.02,0.01,0.03,0.03,0.007,3e-07,1e-06,8e-07,0.01,3e-05,6e-06,0.0007,0.0001
TX,EPA Region 6,Dallas,48113,48113016513,5079,0.3,0.02,0.01,0.03,0.03,0.007,3e-07,2e-06,8e-07,0.01,3e-05,6e-06,0.0007,0.0001
TX,EPA Region 6,Dallas,48113,48113016514,7428,0.3,0.02,0.01,0.03,0.03,0.007,3e-07,1e-06,8e-07,0.01,3e-05,6e-06,0.0008,0.0001
TX,EPA Region 6,Dallas,48113,48113016516,5504,0.4,0.02,0.01,0.03,0.04,0.007,5e-07,2e-06,7e-07,0.01,3e-05,6e-06,0.0007,0.0001
TX,EPA Region 6,Dallas,48113,48113016517,4279,0.4,0.03,0.01,0.03,0.04,0.007,5e-07,2e-06,7e-07,0.01,3e-05,6e-06,0.0007,0.0001
TX,EPA Region 6,Dallas,48113,48113016518,4912,0.4,0.02,0.01,0.03,0.04,0.007,4e-07,2e-06,7e-07,0.01,3e-05,7e-06,0.0007,0.0001
TX,EPA Region 6,Dallas,48113,48113016519,2267,0.4,0.02,0.01,0.03,0.03,0.007,3e-07,2e-06,8e-07,0.01,3e-05,7e-06,0.0006,0.0001
TX,EPA Region 6,Dallas,48113,48113016520,6953,0.4,0.02,0.01,0.03,0.04,0.007,3e-07,2e-06,7e-07,0.01,3e-05,8e-06,0.0006,0.0001
TX,EPA Region 6,Dallas,48113,48113016521,5326,0.4,0.02,0.01,0.03,0.04,0.008,4e-07,2e-06,7e-07,0.01,3e-05,9e-06,0.0005,0.0001
TX,EPA Region 6,Dallas,48113,48113016522,3068,0.3,0.02,0.01,0.02,0.03,0.006,2e-07,1e-06,9e-07,0.01,3e-05,5e-06,0.0008,0.0001
TX,EPA Region 6,Dallas,48113,48113016523,4734,0.3,0.02,0.01,0.02,0.03,0.007,3e-07,1e-06,1e-06,0.01,2e-05,4e-06,0.0009,0.0001
TX,EPA Region 6,Dallas,48113,48113016605,6941,0.4,0.02,0.01,0.03,0.04,0.007,4e-07,2e-06,7e-07,0.01,3e-05,5e-06,0.0009,0.0001
TX,EPA Region 6,Dallas,48113,48113016606,7138,0.3,0.02,0.01,0.03,0.03,0.006,5e-07,1e-06,7e-07,0.01,3e-05,6e-06,0.0008,0.0001
TX,EPA Region 6,Dallas,48113,48113016607,3297,0.4,0.03,0.01,0.03,0.04,0.007,4e-07,2e-06,7e-07,0.01,3e-05,6e-06,0.0007,0.0001
TX,EPA Region 6,Dallas,48113,48113016610,4796,0.4,0.02,0.01,0.03,0.03,0.007,5e-07,1e-06,8e-07,0.01,3e-05,4e-06,0.001,0.0001
TX,EPA Region 6,Dallas,48113,48113016611,6133,0.4,0.02,0.01,0.03,0.03,0.006,7e-07,1e-06,9e-07,0.01,3e-05,4e-06,0.001,0.0001
TX,EPA Region 6,Dallas,48113,48113016612,12568,0.3,0.02,0.01,0.02,0.03,0.006,4e-07,1e-06,9e-07,0.01,3e-05,4e-06,0.001,0.0001
TX,EPA Region 6,Dallas,48113,48113016615,3715,0.3,0.02,0.01,0.02,0.03,0.006,3e-07,1e-06,9e-07,0.01,2e-05,5e-06,0.001,0.0001
TX,EPA Region 6,Dallas,48113,48113016616,5567,0.3,0.02,0.01,0.02,0.03,0.006,3e-07,1e-06,1e-06,0.01,2e-05,4e-06,0.001,0.0001
TX,EPA Region 6,Dallas,48113,48113016617,4413,0.3,0.02,0.01,0.03,0.03,0.006,5e-07,1e-06,8e-07,0.01,3e-05,5e-06,0.001,0.0001
TX,EPA Region 6,Dallas,48113,48113016618,4518,0.3,0.02,0.01,0.03,0.03,0.007,6e-07,1e-06,8e-07,0.01,3e-05,5e-06,0.001,0.0001
TX,EPA Region 6,Dallas,48113,48113016619,3434,0.4,0.02,0.01,0.03,0.03,0.006,5e-07,1e-06,8e-07,0.01,3e-05,4e-06,0.001,0.0001
TX,EPA Region 6,Dallas,48113,48113016620,5412,0.4,0.02,0.01,0.03,0.03,0.007,6e-07,1e-06,9e-07,0.01,3e-05,4e-06,0.001,0.0001
TX,EPA Region 6,Dallas,48113,48113016621,5403,0.3,0.02,0.01,0.03,0.03,0.006,7e-07,1e-06,9e-07,0.01,3e-05,4e-06,0.002,0.0001
TX,EPA Region 6,Dallas,48113,48113016622,3539,0.3,0.02,0.01,0.02,0.03,0.006,7e-07,1e-06,1e-06,0.01,2e-05,3e-06,0.002,0.0001
TX,EPA Region 6,Dallas,48113,48113016623,5765,0.3,0.02,0.01,0.02,0.03,0.006,4e-07,1e-06,9e-07,0.01,2e-05,4e-06,0.001,0.0001
TX,EPA Region 6,Dallas,48113,48113016624,3479,0.3,0.02,0.01,0.02,0.03,0.006,3e-07,1e-06,9e-07,0.01,2e-05,4e-06,0.001,0.0001
TX,EPA Region 6,Dallas,48113,48113016625,8841,0.3,0.02,0.01,0.02,0.03,0.006,3e-07,1e-06,8e-07,0.01,3e-05,5e-06,0.0009,0.0001
TX,EPA Region 6,Dallas,48113,48113016626,4658,0.3,0.02,0.01,0.02,0.03,0.006,3e-07,1e-06,9e-07,0.01,2e-05,5e-06,0.0009,0.0001
TX,EPA Region 6,Dallas,48113,48113016701,6084,0.5,0.02,0.01,0.03,0.04,0.007,5e-07,1e-06,5e-07,0.01,4e-05,4e-06,0.0008,0.0001
TX,EPA Region 6,Dallas,48113,48113016703,9729,0.4,0.02,0.01,0.03,0.03,0.007,5e-07,1e-06,8e-07,0.01,3e-05,4e-06,0.001,0.0001
TX,EPA Region 6,Dallas,48113,48113016704,4132,0.4,0.02,0.01,0.03,0.03,0.006,5e-07,1e-06,8e-07,0.01,3e-05,3e-06,0.001,0.0001
TX,EPA Region 6,Dallas,48113,48113016705,6742,0.4,0.02,0.01,0.03,0.03,0.006,5e-07,1e-06,8e-07,0.01,3e-05,4e-06,0.001,0.0001
TX,EPA Region 6,Dallas,48113,48113016802,3688,0.4,0.02,0.01,0.02,0.03,0.006,6e-07,1e-06,8e-07,0.01,3e-05,3e-06,0.001,0.0001
TX,EPA Region 6,Dallas,48113,48113016803,5781,0.3,0.02,0.01,0.02,0.03,0.006,6e-07,1e-06,8e-07,0.01,3e-05,3e-06,0.001,0.0001
TX,EPA Region 6,Dallas,48113,48113016804,7439,0.4,0.02,0.01,0.03,0.03,0.006,6e-07,1e-06,8e-07,0.01,3e-05,4e-06,0.001,0.0001
TX,EPA Region 6,Dallas,48113,48113016902,5563,0.4,0.02,0.01,0.03,0.03,0.006,6e-07,1e-06,5e-07,0.01,4e-05,3e-06,0.0008,0.0002
TX,EPA Region 6,Dallas,48113,48113016903,5189,0.4,0.02,0.01,0.02,0.03,0.005,8e-07,8e-07,5e-07,0.01,4e-05,2e-06,0.001,0.0001
TX,EPA Region 6,Dallas,48113,48113017001,9090,0.3,0.02,0.01,0.02,0.03,0.005,5e-07,8e-07,3e-07,0.01,7e-05,1e-06,0.0009,0.0002
TX,EPA Region 6,Dallas,48113,48113017003,9567,0.3,0.02,0.01,0.02,0.03,0.005,4e-07,9e-07,3e-07,0.01,8e-05,1e-06,0.001,0.0002
TX,EPA Region 6,Dallas,48113,48113017004,8357,0.4,0.02,0.01,0.03,0.03,0.006,5e-07,1e-06,4e-07,0.01,0.0001,2e-06,0.0009,0.0002
TX,EPA Region 6,Dallas,48113,48113017101,5144,0.4,0.02,0.01,0.03,0.03,0.006,5e-07,1e-06,4e-07,0.01,0.0001,2e-06,0.0008,0.0002
TX,EPA Region 6,Dallas,48113,48113017102,4786,0.4,0.02,0.01,0.03,0.03,0.006,5e-07,1e-06,4e-07,0.01,8e-05,2e-06,0.0008,0.0002
TX,EPA Region 6,Dallas,48113,48113017201,5548,0.4,0.02,0.01,0.03,0.03,0.006,5e-07,1e-06,4e-07,0.01,0.0001,2e-06,0.0007,0.0002
TX,EPA Region 6,Dallas,48113,48113017202,8477,0.4,0.02,0.01,0.03,0.04,0.007,5e-07,1e-06,4e-07,0.01,0.0001,2e-06,0.0008,0.0002
TX,EPA Region 6,Dallas,48113,48113017301,6158,0.4,0.02,0.01,0.03,0.03,0.007,5e-07,1e-06,4e-07,0.01,0.0002,2e-06,0.0008,0.0002
TX,EPA Region 6,Dallas,48113,48113017303,7795,0.4,0.02,0.01,0.03,0.04,0.007,4e-07,1e-06,5e-07,0.01,0.0006,2e-06,0.0009,0.0002
TX,EPA Region 6,Dallas,48113,48113017304,9322,0.3,0.02,0.01,0.03,0.03,0.007,4e-07,1e-06,5e-07,0.01,0.0005,2e-06,0.001,0.0002
TX,EPA Region 6,Dallas,48113,48113017305,9583,0.3,0.02,0.01,0.02,0.03,0.006,3e-07,1e-06,4e-07,0.01,0.0002,2e-06,0.001,0.0002
TX,EPA Region 6,Dallas,48113,48113017306,7635,0.4,0.02,0.01,0.03,0.04,0.007,5e-07,1e-06,4e-07,0.01,0.0003,2e-06,0.0008,0.0002
TX,EPA Region 6,Dallas,48113,48113017400,5319,0.4,0.02,0.01,0.03,0.04,0.007,4e-07,1e-06,5e-07,0.01,0.0003,2e-06,0.0008,0.0002
TX,EPA Region 6,Dallas,48113,48113017500,3837,0.4,0.02,0.01,0.03,0.04,0.007,4e-07,1e-06,5e-07,0.01,0.0002,2e-06,0.0008,0.0002
TX,EPA Region 6,Dallas,48113,48113017602,4120,0.4,0.03,0.01,0.03,0.04,0.008,4e-07,2e-06,5e-07,0.02,0.0001,3e-06,0.0006,0.0002
TX,EPA Region 6,Dallas,48113,48113017604,3172,0.4,0.02,0.01,0.03,0.04,0.007,4e-07,1e-06,5e-07,0.01,0.0002,2e-06,0.0007,0.0002
TX,EPA Region 6,Dallas,48113,48113017605,3550,0.4,0.03,0.01,0.03,0.04,0.008,4e-07,2e-06,5e-07,0.01,0.0001,3e-06,0.0006,0.0002
TX,EPA Region 6,Dallas,48113,48113017606,4914,0.4,0.03,0.01,0.03,0.04,0.008,4e-07,1e-06,5e-07,0.01,0.0001,2e-06,0.0007,0.0002
TX,EPA Region 6,Dallas,48113,48113017702,7804,0.4,0.02,0.01,0.03,0.04,0.008,4e-07,1e-06,5e-07,0.02,0.0004,3e-06,0.0008,0.0002
TX,EPA Region 6,Dallas,48113,48113017703,4661,0.4,0.02,0.01,0.03,0.04,0.008,4e-07,1e-06,5e-07,0.02,0.0002,3e-06,0.0007,0.0002
TX,EPA Region 6,Dallas,48113,48113017704,6033,0.4,0.02,0.01,0.03,0.04,0.008,4e-07,1e-06,5e-07,0.02,0.0002,3e-06,0.0007,0.0002
TX,EPA Region 6,Dallas,48113,48113017804,5976,0.4,0.02,0.01,0.04,0.04,0.008,4e-07,2e-06,5e-07,0.02,0.0002,4e-06,0.0006,0.0002
TX,EPA Region 6,Dallas,48113,48113017805,5503,0.4,0.02,0.01,0.03,0.04,0.008,4e-07,2e-06,6e-07,0.02,0.0001,3e-06,0.0006,0.0002
TX,EPA Region 6,Dallas,48113,48113017806,4745,0.4,0.02,0.01,0.03,0.04,0.008,4e-07,2e-06,6e-07,0.02,0.0001,4e-06,0.0005,0.0002
TX,EPA Region 6,Dallas,48113,48113017807,5720,0.4,0.02,0.01,0.04,0.04,0.008,1e-07,2e-06,5e-07,0.02,0.0001,3e-06,0.0006,0.0002
TX,EPA Region 6,Dallas,48113,48113017808,4600,0.4,0.02,0.01,0.03,0.04,0.008,8e-08,1e-06,5e-07,0.02,0.0003,2e-06,0.0007,0.0002
TX,EPA Region 6,Dallas,48113,48113017811,4467,0.4,0.02,0.01,0.03,0.04,0.008,8e-08,1e-06,5e-07,0.02,0.0003,3e-06,0.0007,0.0002
TX,EPA Region 6,Dallas,48113,48113017812,2412,0.4,0.02,0.01,0.04,0.04,0.008,9e-08,2e-06,5e-07,0.02,0.0002,3e-06,0.0006,0.0002
TX,EPA Region 6,Dallas,48113,48113017813,6087,0.4,0.02,0.01,0.03,0.04,0.008,3e-07,2e-06,6e-07,0.02,0.0002,3e-06,0.0007,0.0002
TX,EPA Region 6,Dallas,48113,48113017814,5302,0.4,0.02,0.01,0.03,0.04,0.008,3e-07,1e-06,5e-07,0.02,0.0003,3e-06,0.0007,0.0002
TX,EPA Region 6,Dallas,48113,48113017900,5063,0.4,0.02,0.01,0.03,0.04,0.008,1e-07,2e-06,5e-07,0.02,0.0001,3e-06,0.0005,0.0002
TX,EPA Region 6,Dallas,48113,48113018001,6183,0.4,0.02,0.01,0.04,0.04,0.008,1e-07,2e-06,5e-07,0.02,0.0001,3e-06,0.0005,0.0002
TX,EPA Region 6,Dallas,48113,48113018002,3604,0.4,0.02,0.01,0.04,0.04,0.008,1e-07,2e-06,5e-07,0.02,0.0002,3e-06,0.0005,0.0002
TX,EPA Region 6,Dallas,48113,48113018104,6579,0.4,0.02,0.01,0.03,0.04,0.008,3e-07,1e-06,5e-07,0.01,0.0008,2e-06,0.0009,0.0002
TX,EPA Region 6,Dallas,48113,48113018105,6086,0.4,0.1,0.02,0.04,0.05,0.01,3e-07,2e-06,6e-07,0.04,0.0002,2e-06,0.0004,0.0002
TX,EPA Region 6,Dallas,48113,48113018110,4813,0.4,0.02,0.01,0.03,0.04,0.009,1e-07,1e-06,5e-07,0.02,0.0002,2e-06,0.0006,0.0002
TX,EPA Region 6,Dallas,48113,48113018111,6610,0.4,0.03,0.02,0.03,0.04,0.01,2e-07,2e-06,6e-07,0.02,0.0002,3e-06,0.0005,0.0002
TX,EPA Region 6,Dallas,48113,48113018118,7493,0.4,0.02,0.01,0.03,0.04,0.009,9e-08,1e-06,6e-07,0.02,0.0003,2e-06,0.0006,0.0002
TX,EPA Region 6,Dallas,48113,48113018120,4668,0.4,0.03,0.01,0.03,0.04,0.009,2e-07,1e-06,6e-07,0.02,0.0001,2e-06,0.0005,0.0002
TX,EPA Region 6,Dallas,48113,48113018121,5294,0.4,0.04,0.01,0.03,0.04,0.009,2e-07,1e-06,5e-07,0.03,0.0002,2e-06,0.0005,0.0002
TX,EPA Region 6,Dallas,48113,48113018122,13028,0.4,0.02,0.01,0.03,0.04,0.008,1e-07,1e-06,1e-06,0.02,0.0001,2e-06,0.0004,0.0002
TX,EPA Region 6,Dallas,48113,48113018123,8497,0.4,0.03,0.02,0.03,0.04,0.01,2e-07,2e-06,6e-07,0.02,0.0001,2e-06,0.0004,0.0002
TX,EPA Region 6,Dallas,48113,48113018124,17151,0.4,0.02,0.01,0.03,0.04,0.008,5e-08,1e-06,7e-07,0.01,0.0001,1e-06,0.0007,0.0002
TX,EPA Region 6,Dallas,48113,48113018126,6536,0.4,0.03,0.02,0.04,0.05,0.01,2e-07,2e-06,6e-07,0.02,0.0002,3e-06,0.0005,0.0002
TX,EPA Region 6,Dallas,48113,48113018127,3179,0.4,0.03,0.02,0.04,0.04,0.01,2e-07,2e-06,5e-07,0.02,0.0002,3e-06,0.0005,0.0002
TX,EPA Region 6,Dallas,48113,48113018128,5577,0.4,0.02,0.01,0.03,0.04,0.009,1e-07,1e-06,5e-07,0.02,0.0003,2e-06,0.0006,0.0002
TX,EPA Region 6,Dallas,48113,48113018129,4536,0.4,0.02,0.01,0.03,0.04,0.009,1e-07,1e-06,6e-07,0.02,0.0002,3e-06,0.0006,0.0002
TX,EPA Region 6,Dallas,48113,48113018130,4152,0.4,0.02,0.01,0.04,0.04,0.008,1e-07,2e-06,5e-07,0.02,0.0002,3e-06,0.0006,0.0002
TX,EPA Region 6,Dallas,48113,48113018132,5097,0.4,0.02,0.01,0.03,0.04,0.008,7e-08,1e-06,5e-07,0.02,0.0004,2e-06,0.0007,0.0002
TX,EPA Region 6,Dallas,48113,48113018133,3457,0.4,0.02,0.01,0.03,0.04,0.009,7e-08,1e-06,5e-07,0.02,0.0002,2e-06,0.0006,0.0002
TX,EPA Region 6,Dallas,48113,48113018134,5421,0.4,0.02,0.01,0.03,0.04,0.008,4e-08,1e-06,6e-07,0.01,0.0001,2e-06,0.0008,0.0002
TX,EPA Region 6,Dallas,48113,48113018135,3447,0.4,0.03,0.01,0.03,0.04,0.008,4e-08,1e-06,6e-07,0.02,0.0001,2e-06,0.0008,0.0002
TX,EPA Region 6,Dallas,48113,48113018136,7761,0.4,0.02,0.01,0.03,0.04,0.009,6e-08,1e-06,5e-07,0.02,0.0002,2e-06,0.0007,0.0002
TX,EPA Region 6,Dallas,48113,48113018137,4031,0.4,0.02,0.01,0.03,0.04,0.009,6e-08,1e-06,6e-07,0.02,0.0003,2e-06,0.0007,0.0002
TX,EPA Region 6,Dallas,48113,48113018138,4076,0.4,0.02,0.01,0.03,0.04,0.009,7e-08,1e-06,5e-07,0.02,0.0004,2e-06,0.0007,0.0002
TX,EPA Region 6,Dallas,48113,48113018139,7096,0.4,0.02,0.01,0.03,0.04,0.009,1e-07,1e-06,6e-07,0.02,0.0002,2e-06,0.0005,0.0002
TX,EPA Region 6,Dallas,48113,48113018140,5377,0.4,0.02,0.01,0.03,0.04,0.009,8e-08,1e-06,6e-07,0.02,0.0002,2e-06,0.0006,0.0002
TX,EPA Region 6,Dallas,48113,48113018141,3830,0.4,0.03,0.01,0.03,0.04,0.009,4e-08,1e-06,5e-07,0.02,0.0002,2e-06,0.0008,0.0002
TX,EPA Region 6,Dallas,48113,48113018142,3287,0.4,0.02,0.01,0.03,0.04,0.008,5e-08,1e-06,5e-07,0.01,0.0003,2e-06,0.0008,0.0002
TX,EPA Region 6,Dallas,48113,48113018203,6463,0.4,0.03,0.02,0.03,0.04,0.01,2e-07,2e-06,5e-07,0.02,0.0002,2e-06,0.0005,0.0002
TX,EPA Region 6,Dallas,48113,48113018204,4712,0.4,0.03,0.02,0.04,0.04,0.01,2e-07,2e-06,6e-07,0.02,0.0002,3e-06,0.0005,0.0002
TX,EPA Region 6,Dallas,48113,48113018205,4564,0.4,0.03,0.02,0.03,0.04,0.01,2e-07,2e-06,6e-07,0.02,0.0002,3e-06,0.0005,0.0002
TX,EPA Region 6,Dallas,48113,48113018206,4683,0.4,0.03,0.02,0.04,0.04,0.01,2e-07,2e-06,6e-07,0.02,0.0002,3e-06,0.0005,0.0002
TX,EPA Region 6,Dallas,48113,48113018300,7232,0.4,0.03,0.02,0.04,0.04,0.01,5e-07,2e-06,6e-07,0.02,0.0002,3e-06,0.0005,0.0002
TX,EPA Region 6,Dallas,48113,48113018401,4731,0.4,0.03,0.02,0.04,0.05,0.01,5e-07,2e-06,6e-07,0.02,0.0001,3e-06,0.0005,0.0002
TX,EPA Region 6,Dallas,48113,48113018402,3993,0.4,0.03,0.02,0.03,0.04,0.01,3e-07,2e-06,6e-07,0.02,0.0002,3e-06,0.0005,0.0002
TX,EPA Region 6,Dallas,48113,48113018403,920,0.4,0.03,0.02,0.03,0.04,0.01,3e-07,2e-06,5e-07,0.02,0.0001,3e-06,0.0005,0.0002
TX,EPA Region 6,Dallas,48113,48113018501,3709,0.4,0.03,0.02,0.04,0.05,0.01,1e-06,2e-06,6e-07,0.02,0.0001,3e-06,0.0004,0.0002
TX,EPA Region 6,Dallas,48113,48113018503,4833,0.4,0.03,0.02,0.04,0.05,0.01,5e-07,2e-06,6e-07,0.02,0.0002,4e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113018505,3190,0.4,0.03,0.02,0.04,0.05,0.01,6e-07,2e-06,6e-07,0.02,0.0002,4e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113018506,3265,0.4,0.03,0.02,0.04,0.05,0.01,6e-07,2e-06,6e-07,0.02,0.0002,4e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113018600,3531,0.4,0.03,0.02,0.04,0.04,0.01,3e-06,2e-06,5e-07,0.02,0.0001,3e-06,0.0004,0.0002
TX,EPA Region 6,Dallas,48113,48113018700,6523,0.4,0.03,0.02,0.04,0.04,0.01,5e-07,2e-06,6e-07,0.02,0.0002,3e-06,0.0004,0.0002
TX,EPA Region 6,Dallas,48113,48113018801,4301,0.4,0.04,0.02,0.04,0.04,0.01,7e-07,2e-06,6e-07,0.02,0.0001,2e-06,0.0004,0.0002
TX,EPA Region 6,Dallas,48113,48113018802,835,0.4,0.03,0.02,0.04,0.05,0.01,9e-07,2e-06,5e-07,0.02,0.0001,2e-06,0.0004,0.0002
TX,EPA Region 6,Dallas,48113,48113018900,6155,0.4,0.03,0.02,0.03,0.04,0.01,2e-06,2e-06,5e-07,0.02,0.0001,2e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019004,6611,0.4,0.03,0.02,0.04,0.05,0.01,1e-06,2e-06,6e-07,0.02,0.0002,3e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019013,5510,0.4,0.03,0.02,0.04,0.05,0.01,5e-06,3e-06,6e-07,0.02,0.0001,3e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019014,6971,0.4,0.03,0.02,0.04,0.04,0.01,3e-06,3e-06,6e-07,0.02,0.0001,3e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019016,3062,0.4,0.03,0.02,0.04,0.05,0.01,3e-07,2e-06,6e-07,0.02,0.0006,4e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019018,5013,0.4,0.02,0.02,0.04,0.05,0.01,6e-07,2e-06,6e-07,0.02,0.0002,4e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019019,6608,0.4,0.03,0.02,0.04,0.05,0.01,7e-07,2e-06,6e-07,0.02,0.0002,3e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019020,5046,0.4,0.03,0.02,0.04,0.04,0.01,1e-06,2e-06,6e-07,0.02,0.0001,3e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019021,7050,0.4,0.03,0.02,0.03,0.04,0.01,9e-07,2e-06,6e-07,0.02,0.0001,2e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019023,4826,0.4,0.03,0.02,0.04,0.05,0.01,7e-07,2e-06,7e-07,0.02,0.0002,4e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019024,4118,0.4,0.03,0.02,0.04,0.05,0.01,1e-06,2e-06,6e-07,0.02,0.0002,3e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019025,4967,0.4,0.03,0.02,0.04,0.05,0.01,4e-07,2e-06,7e-07,0.02,0.0001,2e-06,0.0004,0.0002
TX,EPA Region 6,Dallas,48113,48113019026,5406,0.4,0.03,0.02,0.04,0.04,0.01,5e-07,2e-06,6e-07,0.02,0.0001,2e-06,0.0004,0.0002
TX,EPA Region 6,Dallas,48113,48113019027,4950,0.4,0.03,0.02,0.04,0.04,0.01,4e-07,2e-06,7e-07,0.02,0.0001,2e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019028,3690,0.4,0.03,0.02,0.04,0.05,0.01,6e-07,2e-06,7e-07,0.02,0.0001,3e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019029,5905,0.4,0.03,0.02,0.04,0.04,0.01,6e-07,2e-06,6e-07,0.02,0.0001,3e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019031,6186,0.4,0.03,0.01,0.04,0.05,0.01,3e-07,2e-06,7e-07,0.02,0.0002,3e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019032,4178,0.4,0.03,0.02,0.04,0.05,0.01,2e-06,2e-06,6e-07,0.02,0.0002,3e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019033,4565,0.4,0.03,0.02,0.04,0.05,0.01,2e-06,2e-06,6e-07,0.02,0.0002,3e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019034,3975,0.4,0.03,0.02,0.04,0.05,0.01,4e-07,2e-06,6e-07,0.02,0.0003,4e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019035,4235,0.4,0.03,0.02,0.04,0.05,0.01,4e-07,2e-06,6e-07,0.02,0.0003,4e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019036,2792,0.4,0.02,0.01,0.04,0.05,0.01,3e-07,2e-06,9e-07,0.02,0.0002,3e-06,0.0002,0.0002
TX,EPA Region 6,Dallas,48113,48113019037,3491,0.4,0.03,0.01,0.04,0.05,0.01,5e-07,2e-06,7e-07,0.02,0.0002,3e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019038,1015,0.4,0.02,0.01,0.04,0.05,0.01,4e-07,2e-06,8e-07,0.02,0.0004,3e-06,0.0002,0.0002
TX,EPA Region 6,Dallas,48113,48113019039,6562,0.4,0.02,0.02,0.04,0.05,0.01,6e-07,2e-06,7e-07,0.02,0.0002,4e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019040,5951,0.4,0.02,0.02,0.04,0.05,0.01,4e-07,2e-06,6e-07,0.02,0.0006,4e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019041,2910,0.4,0.02,0.02,0.04,0.05,0.01,4e-07,2e-06,6e-07,0.02,0.0003,4e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019042,4527,0.4,0.03,0.01,0.04,0.04,0.01,3e-07,2e-06,8e-07,0.02,0.0001,3e-06,0.0003,0.0002
TX,EPA Region 6,Dallas,48113,48113019043,7728,0.4,0.03,0.01,0.04,0.05,0.009,2e-07,2e-06,2e-06,0.02,0.0001,2e-06,0.0004,0.0002
TX,EPA Region 6,Dallas,48113,48113019100,4865,0.4,0.02,0.02,0.04,0.05,0.01,4e-07,2e-06,7e-07,0.02,0.0003,5e-06,0.0002,0.0002
TX,EPA Region 6,Dallas,48113,48113019202,4475,0.4,0.02,0.02,0.04,0.05,0.01,3e-07,2e-06,7e-07,0.02,0.002,6e-06,0.0002,0.0002
TX,EPA Region 6,Dallas,48113,48113019203,3617,0.4,0.03,0.02,0.04,0.05,0.01,3e-07,2e-06,7e-07,0.02,0.0008,4e-06,0.0002,0.0002
TX,EPA Region 6,Dallas,48113,48113019204,8224,0.4,0.03,0.02,0.04,0.05,0.01,2e-07,2e-06,6e-07,0.02,0.002,6e-06,0.0002,0.0002
TX,EPA Region 6,Dallas,48113,48113019205,3257,0.4,0.03,0.02,0.04,0.05,0.01,2e-07,2e-06,8e-07,0.02,0.0007,5e-06,0.0002,0.0002
TX,EPA Region 6,Dallas,48113,48113019206,5448,0.4,0.03,0.02,0.04,0.05,0.01,2e-07,2e-06,8e-07,0.02,0.0007,4e-06,0.0002,0.0002
TX,EPA Region 6,Dallas,48113,48113019208,5504,0.4,0.03,0.02,0.04,0.05,0.01,2e-07,2e-06,6e-07,0.02,0.002,6e-06,0.0002,0.0002
TX,EPA Region 6,Dallas,48113,48113019210,3944,0.4,0.02,0.02,0.04,0.05,0.01,3e-07,2e-06,2e-06,0.02,0.0007,3e-06,0.0002,0.0002
