state,epa_region,county,fips,tract,population,respiratory_hi,neurological_hi,liver_hi,developmental_hi,reproductive_hi,kidney_hi,ocular_hi,endocrine_hi,hematological_hi,immunological_hi,skeletal_hi,spleen_hi,thyroid_hi,whole_body_hi
TX,EPA Region 6,Hidalgo,48215,48215021901,8748,0.3,0.02,0.008,0.01,0.01,0.003,1e-10,8e-07,3e-07,0.008,3e-08,4e-07,1e-05,6e-05
TX,EPA Region 6,Hidalgo,48215,48215021903,4828,0.3,0.02,0.008,0.01,0.02,0.002,1e-10,7e-07,3e-07,0.009,3e-08,4e-07,1e-05,6e-05
TX,EPA Region 6,Hidalgo,48215,48215021904,4439,0.3,0.02,0.008,0.01,0.02,0.002,1e-10,8e-07,3e-07,0.009,3e-08,4e-07,1e-05,6e-05
TX,EPA Region 6,Hidalgo,48215,48215022001,11227,0.4,0.02,0.008,0.01,0.02,0.002,1e-10,8e-07,3e-07,0.01,3e-08,3e-07,1e-05,6e-05
TX,EPA Region 6,Hidalgo,48215,48215022003,6734,0.3,0.02,0.008,0.01,0.01,0.002,1e-10,7e-07,3e-07,0.008,3e-08,4e-07,1e-05,6e-05
TX,EPA Region 6,Hidalgo,48215,48215022004,8890,0.3,0.02,0.008,0.01,0.01,0.002,1e-10,7e-07,3e-07,0.008,3e-08,4e-07,1e-05,6e-05
TX,EPA Region 6,Hidalgo,48215,48215022103,5522,0.3,0.02,0.008,0.01,0.02,0.002,1e-10,7e-07,3e-07,0.009,3e-08,5e-07,1e-05,6e-05
TX,EPA Region 6,Hidalgo,48215,48215022104,9739,0.3,0.02,0.008,0.01,0.01,0.002,1e-10,7e-07,3e-07,0.008,3e-08,5e-07,1e-05,6e-05
TX,EPA Region 6,Hidalgo,48215,48215022105,3835,0.3,0.02,0.008,0.01,0.02,0.002,1e-10,7e-07,3e-07,0.008,3e-08,5e-07,9e-06,6e-05
TX,EPA Region 6,Hidalgo,48215,48215022106,6010,0.3,0.02,0.008,0.01,0.01,0.002,1e-10,7e-07,3e-07,0.008,3e-08,5e-07,9e-06,6e-05
TX,EPA Region 6,Hidalgo,48215,48215022201,6683,0.3,0.02,0.008,0.01,0.02,0.002,1e-10,7e-07,3e-07,0.008,3e-08,6e-07,1e-05,6e-05
TX,EPA Region 6,Hidalgo,48215,48215022203,4376,0.3,0.02,0.008,0.01,0.02,0.002,1e-10,7e-07,3e-07,0.008,3e-08,5e-07,9e-06,6e-05
TX,EPA Region 6,Hidalgo,48215,48215022204,4744,0.3,0.01,0.008,0.01,0.01,0.002,1e-10,7e-07,3e-07,0.008,3e-08,6e-07,8e-06,6e-05
TX,EPA Region 6,Hidalgo,48215,48215022300,10226,0.3,0.01,0.008,0.01,0.02,0.002,1e-10,7e-07,3e-07,0.008,3e-08,6e-07,8e-06,6e-05
TX,EPA Region 6,Hidalgo,48215,48215022401,4713,0.3,0.02,0.008,0.01,0.02,0.002,1e-10,7e-07,3e-07,0.009,3e-08,7e-07,1e-05,6e-05
TX,EPA Region 6,Hidalgo,48215,48215022402,6084,0.3,0.02,0.008,0.01,0.01,0.002,1e-10,7e-07,3e-07,0.008,3e-08,7e-07,1e-05,6e-05
TX,EPA Region 6,Hidalgo,48215,48215022501,6635,0.3,0.02,0.007,0.01,0.01,0.002,8e-11,5e-07,3e-07,0.007,2e-08,9e-07,1e-05,7e-05
TX,EPA Region 6,Hidalgo,48215,48215022502,5715,0.3,0.02,0.008,0.01,0.02,0.002,1e-10,7e-07,3e-07,0.008,3e-08,7e-07,1e-05,6e-05
TX,EPA Region 6,Hidalgo,48215,48215022600,2415,0.3,0.02,0.008,0.01,0.02,0.002,1e-10,7e-07,3e-07,0.009,3e-08,7e-07,9e-06,6e-05
TX,EPA Region 6,Hidalgo,48215,48215022701,5225,0.3,0.02,0.008,0.01,0.02,0.002,1e-10,7e-07,3e-07,0.009,3e-08,7e-07,9e-06,6e-05
TX,EPA Region 6,Hidalgo,48215,48215022702,5474,0.3,0.01,0.008,0.01,0.01,0.002,1e-10,7e-07,3e-07,0.008,2e-08,6e-07,8e-06,6e-05
TX,EPA Region 6,Hidalgo,48215,48215022800,9129,0.3,0.02,0.007,0.007,0.01,0.001,6e-11,4e-07,2e-07,0.008,1e-08,6e-07,7e-06,5e-05
TX,EPA Region 6,Hidalgo,48215,48215022900,4479,0.3,0.01,0.007,0.01,0.01,0.002,9e-11,5e-07,3e-07,0.007,2e-08,8e-07,1e-05,7e-05
TX,EPA Region 6,Hidalgo,48215,48215023000,5262,0.3,0.01,0.007,0.01,0.01,0.002,8e-11,4e-07,3e-07,0.007,2e-08,9e-07,1e-05,7e-05
TX,EPA Region 6,Hidalgo,48215,48215023102,7385,0.3,0.01,0.007,0.009,0.01,0.002,8e-11,4e-07,3e-07,0.007,2e-08,1e-06,1e-05,7e-05
TX,EPA Region 6,Hidalgo,48215,48215023103,6680,0.3,0.02,0.007,0.01,0.01,0.002,9e-11,5e-07,3e-07,0.007,2e-08,9e-07,1e-05,7e-05
TX,EPA Region 6,Hidalgo,48215,48215023104,5283,0.3,0.01,0.007,0.01,0.01,0.002,8e-11,4e-07,3e-07,0.007,2e-08,1e-06,1e-05,7e-05
TX,EPA Region 6,Hidalgo,48215,48215023503,8478,0.3,0.01,0.007,0.008,0.01,0.002,6e-11,5e-07,2e-07,0.007,2e-08,4e-07,2e-05,5e-05
TX,EPA Region 6,Hidalgo,48215,48215023504,8256,0.3,0.02,0.008,0.01,0.01,0.003,1e-10,6e-07,2e-07,0.009,2e-08,3e-07,2e-05,5e-05
TX,EPA Region 6,Hidalgo,48215,48215023507,8381,0.3,0.01,0.008,0.009,0.01,0.002,9e-11,7e-07,3e-07,0.007,3e-08,6e-07,1e-05,6e-05
TX,EPA Region 6,Hidalgo,48215,48215023509,10154,0.3,0.02,0.01,0.01,0.02,0.005,2e-10,1e-06,3e-07,0.01,3e-08,3e-07,2e-05,5e-05
TX,EPA Region 6,Hidalgo,48215,48215023510,9255,0.3,0.02,0.01,0.01,0.02,0.005,2e-10,1e-06,3e-07,0.01,3e-08,3e-07,1e-05,5e-05
TX,EPA Region 6,Hidalgo,48215,48215023511,9101,0.3,0.01,0.007,0.007,0.01,0.001,5e-11,4e-07,2e-07,0.006,2e-08,7e-07,2e-05,5e-05
TX,EPA Region 6,Hidalgo,48215,48215023512,2958,0.3,0.02,0.009,0.007,0.01,0.002,4e-11,4e-07,1e-07,0.008,2e-08,7e-07,2e-05,6e-05
TX,EPA Region 6,Hidalgo,48215,48215023513,7271,0.3,0.01,0.007,0.008,0.01,0.001,6e-11,4e-07,2e-07,0.007,2e-08,6e-07,2e-05,6e-05
TX,EPA Region 6,Hidalgo,48215,48215023514,8135,0.3,0.01,0.008,0.01,0.01,0.003,1e-10,8e-07,3e-07,0.008,3e-08,5e-07,1e-05,6e-05
TX,EPA Region 6,Hidalgo,48215,48215023515,10359,0.3,0.01,0.008,0.01,0.01,0.002,1e-10,8e-07,3e-07,0.008,3e-08,5e-07,1e-05,6e-05
TX,EPA Region 6,Hidalgo,48215,48215023600,9016,0.4,0.02,0.008,0.01,0.01,0.002,1e-10,7e-07,3e-07,0.009,3e-08,4e-07,2e-05,5e-05
TX,EPA Region 6,Hidalgo,48215,48215023700,5125,0.3,0.02,0.008,0.01,0.02,0.003,1e-10,8e-07,3e-07,0.009,3e-08,4e-07,2e-05,5e-05
TX,EPA Region 6,Hidalgo,48215,48215023801,8809,0.3,0.02,0.008,0.01,0.02,0.003,1e-10,9e-07,3e-07,0.009,3e-08,4e-07,1e-05,5e-05
TX,EPA Region 6,Hidalgo,48215,48215023802,8295,0.3,0.02,0.008,0.01,0.02,0.003,1e-10,8e-07,3e-07,0.009,3e-08,4e-07,1e-05,5e-05
TX,EPA Region 6,Hidalgo,48215,48215023902,10860,0.3,0.02,0.009,0.01,0.02,0.004,2e-10,1e-06,3e-07,0.01,3e-08,4e-07,1e-05,5e-05
TX,EPA Region 6,Hidalgo,48215,48215023903,4594,0.3,0.02,0.009,0.01,0.02,0.003,1e-10,9e-07,3e-07,0.01,3e-08,4e-07,2e-05,5e-05
TX,EPA Region 6,Hidalgo,48215,48215023904,8169,0.3,0.02,0.009,0.01,0.02,0.004,2e-10,9e-07,3e-07,0.01,3e-08,4e-07,2e-05,5e-05
TX,EPA Region 6,Hidalgo,48215,48215024000,15955,0.3,0.02,0.008,0.01,0.01,0.002,1e-10,7e-07,2e-07,0.009,3e-08,4e-07,2e-05,5e-05
TX,EPA Region 6,Hidalgo,48215,48215024105,9176,0.3,0.02,0.01,0.01,0.02,0.004,2e-10,1e-06,3e-07,0.01,3e-08,3e-07,2e-05,5e-05
TX,EPA Region 6,Hidalgo,48215,48215024106,10305,0.3,0.02,0.01,0.01,0.02,0.004,2e-10,1e-06,3e-07,0.01,3e-08,3e-07,2e-05,5e-05
TX,EPA Region 6,Hidalgo,48215,48215024107,4203,0.3,0.02,0.009,0.01,0.02,0.003,1e-10,9e-07,3e-07,0.01,3e-08,2e-07,3e-05,4e-05
TX,EPA Region 6,Hidalgo,48215,48215024108,5699,0.3,0.02,0.008,0.01,0.01,0.003,1e-10,8e-07,3e-07,0.009,3e-08,0.0,3e-05,4e-05
TX,EPA Region 6,Hidalgo,48215,48215024109,5889,0.3,0.01,0.009,0.01,0.02,0.003,2e-10,9e-07,3e-07,0.01,3e-08,3e-07,2e-05,4e-05
TX,EPA Region 6,Hidalgo,48215,48215024110,9893,0.3,0.02,0.009,0.01,0.02,0.003,1e-10,9e-07,3e-07,0.01,3e-08,2e-07,3e-05,4e-05
TX,EPA Region 6,Hidalgo,48215,48215024111,5373,0.3,0.01,0.008,0.008,0.01,0.002,9e-11,5e-07,2e-07,0.008,2e-08,3e-07,2e-05,5e-05
TX,EPA Region 6,Hidalgo,48215,48215024112,12663,0.3,0.01,0.007,0.007,0.009,0.002,6e-11,4e-07,1e-07,0.007,1e-08,2e-07,2e-05,5e-05
TX,EPA Region 6,Hidalgo,48215,48215024113,6171,0.3,0.02,0.008,0.009,0.01,0.003,1e-10,7e-07,3e-07,0.009,3e-08,3e-07,2e-05,4e-05
TX,EPA Region 6,Hidalgo,48215,48215024114,8814,0.3,0.02,0.008,0.008,0.01,0.002,9e-11,6e-07,2e-07,0.009,2e-08,1e-07,3e-05,5e-05
TX,EPA Region 6,Hidalgo,48215,48215024201,14553,0.3,0.01,0.007,0.005,0.008,0.001,4e-11,3e-07,9e-08,0.008,1e-08,0.0,0.0002,4e-05
TX,EPA Region 6,Hidalgo,48215,48215024203,6390,0.4,0.02,0.008,0.009,0.01,0.002,9e-11,6e-07,2e-07,0.01,2e-08,0.0,4e-05,4e-05
TX,EPA Region 6,Hidalgo,48215,48215024204,4518,0.3,0.02,0.008,0.009,0.01,0.002,1e-10,7e-07,2e-07,0.008,2e-08,0.0,4e-05,4e-05
TX,EPA Region 6,Hidalgo,48215,48215024205,7845,0.4,0.02,0.007,0.007,0.01,0.002,6e-11,5e-07,2e-07,0.009,2e-08,0.0,5e-05,4e-05
TX,EPA Region 6,Hidalgo,48215,48215024301,1595,0.3,0.01,0.006,0.006,0.007,0.0008,2e-11,1e-07,5e-08,0.005,6e-09,6e-07,1e-05,6e-05
TX,EPA Region 6,Hidalgo,48215,48215024302,1641,0.3,0.01,0.007,0.006,0.007,0.0009,2e-11,1e-07,1e-07,0.005,6e-09,2e-06,3e-05,6e-05
TX,EPA Region 6,Hidalgo,48215,48215024402,8668,0.3,0.01,0.007,0.01,0.01,0.001,5e-11,5e-07,2e-07,0.006,2e-08,8e-07,2e-05,8e-05
TX,EPA Region 6,Hidalgo,48215,48215024403,5500,0.3,0.02,0.007,0.01,0.01,0.001,4e-11,4e-07,2e-07,0.006,2e-08,1e-06,2e-05,8e-05
TX,EPA Region 6,Hidalgo,48215,48215024404,4044,0.3,0.01,0.007,0.008,0.01,0.001,4e-11,3e-07,2e-07,0.006,1e-08,1e-06,2e-05,7e-05
TX,EPA Region 6,Hidalgo,48215,48215024500,8018,0.3,0.02,0.007,0.01,0.01,0.001,5e-11,4e-07,2e-07,0.006,2e-08,1e-06,2e-05,7e-05
TX,EPA Region 6,Hidalgo,48215,48215024600,6798,0.3,0.01,0.007,0.006,0.008,0.0009,4e-11,2e-07,2e-07,0.005,1e-08,3e-06,2e-05,6e-05
TX,EPA Region 6,Hill,48217,48217000000,35089,0.3,0.02,0.008,0.02,0.02,0.003,7e-09,2e-07,2e-07,0.008,9e-07,0.0,0.001,0.0001
TX,EPA Region 6,Hill,48217,48217960100,4080,0.3,0.02,0.008,0.02,0.02,0.003,2e-08,2e-07,2e-07,0.008,1e-06,0.0,0.001,0.0001
TX,EPA Region 6,Hill,48217,48217960200,4452,0.3,0.02,0.008,0.02,0.02,0.002,9e-12,1e-07,1e-07,0.007,7e-07,0.0,0.001,0.0002
TX,EPA Region 6,Hill,48217,48217960400,1994,0.3,0.02,0.008,0.01,0.02,0.002,1e-11,1e-07,1e-07,0.007,5e-07,0.0,0.002,0.0001
TX,EPA Region 6,Hill,48217,48217960500,5885,0.3,0.02,0.008,0.02,0.02,0.003,1e-11,2e-07,2e-07,0.008,4e-07,0.0,0.001,0.0001
TX,EPA Region 6,Hill,48217,48217960600,1338,0.3,0.02,0.007,0.02,0.02,0.002,1e-11,2e-07,2e-07,0.008,3e-07,0.0,0.002,0.0001
TX,EPA Region 6,Hill,48217,48217960700,2023,0.3,0.02,0.008,0.02,0.02,0.003,2e-11,2e-07,2e-07,0.008,1e-06,0.0,0.001,0.0001
TX,EPA Region 6,Hill,48217,48217960800,3473,0.4,0.02,0.008,0.02,0.03,0.003,3e-11,4e-07,3e-07,0.01,3e-07,0.0,0.002,0.0001
TX,EPA Region 6,Hill,48217,48217960900,2298,0.3,0.02,0.008,0.02,0.02,0.003,2e-11,3e-07,3e-07,0.01,3e-07,0.0,0.002,0.0002
TX,EPA Region 6,Hill,48217,48217961000,1930,0.4,0.02,0.008,0.02,0.02,0.003,3e-11,4e-07,3e-07,0.01,2e-07,0.0,0.002,0.0001
TX,EPA Region 6,Hill,48217,48217961100,3701,0.3,0.02,0.008,0.02,0.02,0.003,5e-08,3e-07,2e-07,0.008,5e-07,0.0,0.001,0.0001
TX,EPA Region 6,Hill,48217,48217961400,3915,0.3,0.01,0.007,0.01,0.01,0.002,9e-10,1e-07,9e-08,0.007,4e-06,0.0,0.0004,0.0001
TX,EPA Region 6,Hockley,48219,48219000000,22935,0.2,0.01,0.006,0.009,0.009,0.001,2e-11,1e-07,9e-08,0.008,9e-07,0.0,0.0008,9e-05
TX,EPA Region 6,Hockley,48219,48219950100,1504,0.2,0.01,0.006,0.009,0.009,0.0008,9e-12,1e-07,6e-08,0.005,2e-06,0.0,0.0005,9e-05
TX,EPA Region 6,Hockley,48219,48219950200,4158,0.2,0.01,0.006,0.008,0.008,0.001,2e-11,9e-08,8e-08,0.007,1e-06,0.0,0.0006,9e-05
TX,EPA Region 6,Hockley,48219,48219950300,4321,0.2,0.01,0.006,0.009,0.01,0.001,3e-11,1e-07,1e-07,0.008,8e-07,0.0,0.001,9e-05
TX,EPA Region 6,Hockley,48219,48219950400,4943,0.2,0.01,0.007,0.01,0.01,0.001,3e-11,1e-07,1e-07,0.009,7e-07,0.0,0.001,9e-05
TX,EPA Region 6,Hockley,48219,48219950500,4816,0.2,0.02,0.007,0.009,0.01,0.001,2e-11,1e-07,9e-08,0.009,7e-07,0.0,0.0009,9e-05
TX,EPA Region 6,Hockley,48219,48219950600,1476,0.2,0.01,0.006,0.008,0.008,0.0008,1e-11,1e-07,5e-08,0.005,1e-06,0.0,0.0002,9e-05
TX,EPA Region 6,Hockley,48219,48219950700,1717,0.2,0.01,0.006,0.007,0.007,0.0007,6e-12,4e-08,3e-08,0.01,5e-08,0.0,0.0003,9e-05
TX,EPA Region 6,Hood,48221,48221000000,51182,0.3,0.02,0.008,0.02,0.02,0.003,5e-11,3e-07,3e-07,0.008,9e-05,0.0,0.003,0.0002
TX,EPA Region 6,Hood,48221,48221160100,4361,0.3,0.02,0.009,0.02,0.03,0.003,6e-11,4e-07,4e-07,0.01,0.0002,0.0,0.004,0.0002
TX,EPA Region 6,Hood,48221,48221160204,2970,0.3,0.02,0.008,0.02,0.02,0.003,4e-11,3e-07,2e-07,0.008,2e-05,0.0,0.002,0.0001
TX,EPA Region 6,Hood,48221,48221160205,6658,0.3,0.02,0.008,0.02,0.02,0.003,3e-11,2e-07,2e-07,0.008,1e-05,0.0,0.003,0.0002
TX,EPA Region 6,Hood,48221,48221160206,3855,0.3,0.02,0.009,0.02,0.02,0.003,6e-11,4e-07,3e-07,0.009,9e-05,0.0,0.003,0.0002
TX,EPA Region 6,Hood,48221,48221160207,6363,0.3,0.02,0.008,0.02,0.02,0.003,5e-11,3e-07,3e-07,0.008,5e-06,0.0,0.003,0.0001
TX,EPA Region 6,Hood,48221,48221160208,5411,0.3,0.02,0.009,0.02,0.02,0.004,7e-11,5e-07,5e-07,0.009,0.0002,0.0,0.004,0.0002
TX,EPA Region 6,Hood,48221,48221160209,7206,0.3,0.02,0.009,0.02,0.02,0.003,6e-11,4e-07,4e-07,0.009,0.0002,0.0,0.003,0.0002
TX,EPA Region 6,Hood,48221,48221160210,5096,0.3,0.02,0.008,0.01,0.02,0.002,2e-11,2e-07,1e-07,0.008,4e-06,0.0,0.002,0.0001
TX,EPA Region 6,Hood,48221,48221160301,5440,0.3,0.02,0.008,0.02,0.02,0.003,4e-11,3e-07,3e-07,0.008,9e-05,0.0,0.002,0.0002
TX,EPA Region 6,Hood,48221,48221160302,3822,0.3,0.02,0.008,0.01,0.02,0.003,3e-11,3e-07,3e-07,0.007,0.0002,0.0,0.002,0.0001
TX,EPA Region 6,Hopkins,48223,48223000000,35161,0.3,0.02,0.008,0.02,0.02,0.002,1e-10,2e-07,6e-07,0.008,3e-05,0.0,0.002,0.0002
TX,EPA Region 6,Hopkins,48223,48223950100,2825,0.3,0.01,0.007,0.02,0.02,0.002,2e-10,8e-08,4e-07,0.007,5e-05,0.0,0.001,0.0002
TX,EPA Region 6,Hopkins,48223,48223950200,4263,0.3,0.02,0.008,0.02,0.02,0.002,1e-11,1e-07,2e-07,0.008,3e-08,0.0,0.001,0.0002
TX,EPA Region 6,Hopkins,48223,48223950300,5652,0.3,0.02,0.008,0.02,0.02,0.002,1e-10,2e-07,6e-07,0.008,3e-05,0.0,0.002,0.0002
TX,EPA Region 6,Hopkins,48223,48223950401,4014,0.4,0.02,0.008,0.02,0.02,0.003,3e-11,2e-07,7e-07,0.01,2e-08,0.0,0.003,0.0002
TX,EPA Region 6,Hopkins,48223,48223950402,3759,0.4,0.02,0.008,0.02,0.02,0.003,3e-11,2e-07,6e-07,0.009,2e-08,0.0,0.003,0.0002
TX,EPA Region 6,Hopkins,48223,48223950500,3019,0.4,0.02,0.008,0.02,0.02,0.002,1e-10,2e-07,6e-07,0.009,3e-05,0.0,0.002,0.0002
TX,EPA Region 6,Hopkins,48223,48223950600,3856,0.3,0.02,0.008,0.02,0.02,0.003,5e-11,2e-07,6e-07,0.008,6e-06,0.0,0.002,0.0002
TX,EPA Region 6,Hopkins,48223,48223950700,4915,0.3,0.02,0.007,0.02,0.02,0.002,5e-10,1e-07,9e-07,0.007,0.0001,0.0,0.001,0.0002
TX,EPA Region 6,Hopkins,48223,48223950800,2858,0.3,0.02,0.007,0.02,0.02,0.002,1e-10,1e-07,4e-07,0.007,3e-05,0.0,0.001,0.0002
TX,EPA Region 6,Houston,48225,48225000000,23732,0.4,0.02,0.007,0.02,0.02,0.002,1e-11,8e-08,1e-07,0.008,4e-08,0.0,0.001,0.0002
TX,EPA Region 6,Houston,48225,48225950100,4872,0.4,0.02,0.007,0.02,0.02,0.002,9e-12,7e-08,1e-07,0.007,2e-07,0.0,0.001,0.0002
TX,EPA Region 6,Houston,48225,48225950200,1422,0.3,0.01,0.007,0.01,0.02,0.002,6e-12,5e-08,6e-08,0.007,2e-09,0.0,0.0007,0.0002
TX,EPA Region 6,Houston,48225,48225950300,3274,0.4,0.02,0.008,0.02,0.02,0.002,1e-11,1e-07,2e-07,0.009,6e-09,0.0,0.002,0.0002
TX,EPA Region 6,Houston,48225,48225950400,3138,0.4,0.02,0.008,0.02,0.02,0.003,2e-11,2e-07,2e-07,0.01,7e-09,0.0,0.002,0.0002
TX,EPA Region 6,Houston,48225,48225950500,4419,0.4,0.02,0.007,0.02,0.02,0.002,8e-12,8e-08,1e-07,0.007,6e-09,0.0,0.001,0.0002
TX,EPA Region 6,Houston,48225,48225950600,1531,0.4,0.01,0.007,0.02,0.02,0.002,4e-12,5e-08,8e-08,0.007,4e-08,0.0,0.0006,0.0002
TX,EPA Region 6,Houston,48225,48225950700,5076,0.4,0.02,0.007,0.01,0.02,0.002,7e-12,6e-08,5e-08,0.007,3e-09,0.0,0.0009,0.0002
TX,EPA Region 6,Howard,48227,48227000000,35012,0.3,0.02,0.006,0.01,0.01,0.007,2e-11,7e-07,4e-07,0.01,2e-05,0.0,0.009,9e-05
TX,EPA Region 6,Howard,48227,48227950100,2247,0.3,0.02,0.006,0.009,0.01,0.007,2e-11,7e-07,4e-07,0.02,2e-05,0.0,0.009,9e-05
TX,EPA Region 6,Howard,48227,48227950200,2022,0.2,0.02,0.006,0.008,0.009,0.006,7e-12,3e-07,2e-07,0.01,8e-06,0.0,0.005,9e-05
TX,EPA Region 6,Howard,48227,48227950300,2242,0.3,0.02,0.007,0.01,0.01,0.004,3e-11,6e-07,2e-07,0.01,1e-05,0.0,0.005,9e-05
TX,EPA Region 6,Howard,48227,48227950400,3343,0.3,0.02,0.006,0.01,0.01,0.006,2e-11,7e-07,4e-07,0.01,1e-05,0.0,0.009,9e-05
TX,EPA Region 6,Howard,48227,48227950500,3219,0.3,0.02,0.006,0.01,0.01,0.008,2e-11,7e-07,4e-07,0.01,2e-05,0.0,0.01,9e-05
TX,EPA Region 6,Howard,48227,48227950600,4141,0.2,0.03,0.006,0.009,0.01,0.02,2e-11,1e-06,7e-07,0.02,4e-05,0.0,0.02,8e-05
TX,EPA Region 6,Howard,48227,48227950700,3335,0.3,0.03,0.006,0.01,0.01,0.01,2e-11,8e-07,6e-07,0.01,3e-05,0.0,0.01,8e-05
TX,EPA Region 6,Howard,48227,48227950801,4183,0.3,0.02,0.006,0.01,0.01,0.005,2e-11,3e-07,3e-07,0.01,7e-06,0.0,0.007,9e-05
TX,EPA Region 6,Howard,48227,48227950802,6703,0.3,0.02,0.006,0.01,0.02,0.004,2e-11,8e-07,3e-07,0.01,6e-06,0.0,0.006,9e-05
TX,EPA Region 6,Howard,48227,48227950900,3577,0.2,0.02,0.006,0.007,0.008,0.005,9e-12,4e-07,3e-07,0.01,1e-05,0.0,0.006,8e-05
TX,EPA Region 6,Hudspeth,48229,48229000000,3476,0.2,0.01,0.006,0.005,0.005,0.0004,3e-12,4e-08,1e-08,0.005,2e-05,0.0,0.0001,6e-05
TX,EPA Region 6,Hudspeth,48229,48229950300,3476,0.2,0.01,0.006,0.005,0.005,0.0004,3e-12,4e-08,1e-08,0.005,2e-05,0.0,0.0001,6e-05
TX,EPA Region 6,Hunt,48231,48231000000,86129,0.3,0.02,0.009,0.02,0.02,0.004,2e-09,3e-07,1e-07,0.01,2e-06,0.0,0.002,0.0002
TX,EPA Region 6,Hunt,48231,48231960100,2371,0.3,0.02,0.008,0.02,0.02,0.003,2e-11,2e-07,8e-08,0.009,6e-08,0.0,0.001,0.0002
TX,EPA Region 6,Hunt,48231,48231960200,2352,0.3,0.01,0.008,0.02,0.02,0.002,1e-11,1e-07,6e-08,0.007,2e-07,0.0,0.0007,0.0002
TX,EPA Region 6,Hunt,48231,48231960300,4053,0.3,0.02,0.008,0.02,0.02,0.003,5e-10,2e-07,8e-08,0.008,2e-06,0.0,0.001,0.0002
TX,EPA Region 6,Hunt,48231,48231960400,4835,0.3,0.02,0.01,0.02,0.02,0.004,4e-11,3e-07,9e-08,0.01,4e-07,0.0,0.002,0.0002
TX,EPA Region 6,Hunt,48231,48231960500,3955,0.3,0.02,0.009,0.02,0.02,0.004,3e-11,2e-07,1e-07,0.01,3e-08,0.0,0.002,0.0002
TX,EPA Region 6,Hunt,48231,48231960600,3877,0.3,0.02,0.009,0.02,0.02,0.004,3e-11,2e-07,1e-07,0.01,3e-08,0.0,0.002,0.0002
TX,EPA Region 6,Hunt,48231,48231960700,5666,0.3,0.02,0.008,0.02,0.02,0.003,2e-11,2e-07,1e-07,0.008,8e-08,0.0,0.003,0.0002
TX,EPA Region 6,Hunt,48231,48231960800,3649,0.3,0.02,0.01,0.02,0.03,0.006,6e-11,5e-07,1e-07,0.01,6e-07,0.0,0.003,0.0002
TX,EPA Region 6,Hunt,48231,48231960900,5166,0.4,0.02,0.01,0.03,0.03,0.006,6e-11,5e-07,1e-07,0.01,7e-07,0.0,0.003,0.0002
TX,EPA Region 6,Hunt,48231,48231961000,4200,0.4,0.02,0.01,0.02,0.03,0.005,5e-11,4e-07,1e-07,0.02,1e-06,0.0,0.003,0.0002
TX,EPA Region 6,Hunt,48231,48231961100,6643,0.3,0.02,0.009,0.02,0.02,0.003,3e-11,3e-07,1e-07,0.009,1e-06,0.0,0.002,0.0002
TX,EPA Region 6,Hunt,48231,48231961200,4680,0.4,0.02,0.01,0.02,0.03,0.005,5e-11,4e-07,1e-07,0.01,2e-06,0.0,0.003,0.0002
TX,EPA Region 6,Hunt,48231,48231961300,6325,0.4,0.02,0.01,0.02,0.03,0.005,7e-10,4e-07,1e-07,0.01,1e-06,0.0,0.003,0.0002
TX,EPA Region 6,Hunt,48231,48231961400,7388,0.4,0.02,0.009,0.02,0.02,0.004,8e-09,4e-07,1e-07,0.01,6e-06,0.0,0.002,0.0002
TX,EPA Region 6,Hunt,48231,48231961501,3107,0.3,0.02,0.008,0.02,0.02,0.002,7e-09,3e-07,1e-07,0.008,9e-06,0.0,0.001,0.0002
TX,EPA Region 6,Hunt,48231,48231961502,4640,0.3,0.02,0.008,0.02,0.02,0.003,7e-09,3e-07,1e-07,0.008,8e-06,0.0,0.001,0.0002
TX,EPA Region 6,Hunt,48231,48231961503,4169,0.3,0.02,0.008,0.02,0.02,0.002,3e-09,2e-07,9e-08,0.008,3e-06,0.0,0.003,0.0002
TX,EPA Region 6,Hunt,48231,48231961600,6400,0.3,0.02,0.008,0.02,0.02,0.002,1e-10,2e-07,1e-07,0.008,2e-06,0.0,0.004,0.0002
TX,EPA Region 6,Hunt,48231,48231961700,2653,0.3,0.02,0.008,0.02,0.03,0.003,3e-10,2e-07,2e-07,0.008,2e-06,0.0,0.003,0.0002
TX,EPA Region 6,Hutchinson,48233,48233000000,22150,0.2,0.04,0.006,0.01,0.01,0.003,1e-07,1e-06,4e-06,0.006,0.0001,0.0,0.03,0.0001
TX,EPA Region 6,Hutchinson,48233,48233950200,2809,0.2,0.02,0.006,0.01,0.01,0.001,4e-08,5e-07,2e-06,0.004,3e-05,0.0,0.009,0.0001
TX,EPA Region 6,Hutchinson,48233,48233950500,4913,0.2,0.02,0.006,0.01,0.01,0.002,2e-08,3e-07,2e-06,0.004,6e-05,0.0,0.006,0.0001
TX,EPA Region 6,Hutchinson,48233,48233950600,3999,0.3,0.09,0.007,0.01,0.02,0.004,3e-07,4e-06,6e-06,0.009,0.0004,0.0,0.07,0.0001
TX,EPA Region 6,Hutchinson,48233,48233950700,1821,0.2,0.06,0.006,0.02,0.02,0.004,2e-07,2e-06,6e-06,0.008,0.0002,0.0,0.05,0.0001
TX,EPA Region 6,Hutchinson,48233,48233950800,858,0.2,0.05,0.006,0.01,0.02,0.003,2e-07,2e-06,5e-06,0.007,0.0002,0.0,0.04,0.0001
