state,epa_region,county,fips,tract,population,total_cancer_risk_(per_million),pt-stationarypoint_cancer_risk_(per_million),or-lightduty-offnetwork-gas_cancer_risk_(per_million),or-lightduty-offnetwork-diesel_cancer_risk_(per_million),or-heavyduty-offnetwork-gas_cancer_risk_(per_million),or-heavyduty-offnetwork-diesel_cancer_risk_(per_million),or-lightduty-onnetwork-gas_cancer_risk_(per_million),or-lightduty-onnetwork-diesel_cancer_risk_(per_million),or-heavyduty-onnetwork-gas_cancer_risk_(per_million),or-heavyduty-onnetwork-diesel_cancer_risk_(per_million),or-refueling_cancer_risk_(per_million),or-heavyduty-hoteling_cancer_risk_(per_million),nr-recreational-inc-pleasurecraft_cancer_risk_(per_million),nr-construction_cancer_risk_(per_million),nr-commerciallawngarden_cancer_risk_(per_million),nr-residentiallawngarden_cancer_risk_(per_million),nr-agriculture_cancer_risk_(per_million),nr-commercialequipment_cancer_risk_(per_million),nr-allother_cancer_risk_(per_million),nr-cmv_c1c2_ports_cancer_risk_(per_million),nr-cmv_c3_ports_cancer_risk_(per_million),nr-cmv_c1c2c3_underway_cancer_risk_(per_million),nr-locomotives_cancer_risk_(per_million),nr-point-airports_cancer_risk_(per_million),nr-_point-railyards_cancer_risk_(per_million),np-industrial_cancer_risk_(per_million),np-commercialcooking_cancer_risk_(per_million),np-oilgas_cancer_risk_(per_million),np-solventscoatings_cancer_risk_(per_million),np-storagetransfer_bulkterminals_gasstage1_cancer_risk_(per_million),np-miscellaneousnonindustrial_cancer_risk_(per_million),np-fuelcombustion_not_rwc_cancer_risk_(per_million),np-residentialwoodcombustionrwc_cancer_risk_(per_million),np-wastedisposal_cancer_risk_(per_million),np-agriculturelivestock_cancer_risk_(per_million),fire_cancer_risk_(per_million),biogenics_cancer_risk_(per_million),secondary_cancer_risk_(per_million),background_cancer_risk_(per_million)
TX,EPA Region 6,Anderson,48001,48001950902,4834,30,0.212260939650614,0.377016408226731,0.015906818486127,0.003968984386333,0.002020414237875,0.274409566290181,0.03426919768941,0.006637342275942,0.056164370596261,0.013735249061679,0.035328791967798,0.057240162236451,0.015847670647084,0.009307171548124,0.026607395859617,0.042657618063658,0.016312621672942,0.009872472809787,0.0,0.0,0.0,0.003706414131899,0.003269325111559,6.1092161068e-05,0.0,0.007767925478885,0.195898820739552,0.022827735973854,0.023241103032836,0.006647547359741,0.053829307537135,0.151178510182191,1.42331039237466,0.004286156776317,1.91312983574658,3.08327223831196,17.5679110467521,3.0
TX,EPA Region 6,Anderson,48001,48001951000,6988,30,0.304905986226153,0.287705433531705,0.011773214744062,0.003025131040898,0.001494899664873,0.098235782556301,0.011832016914248,0.002772656895133,0.023814196019298,0.004645296164688,0.031594044795741,0.056232384548674,0.014829881026494,0.007133283099376,0.021937187324421,0.060381639016665,0.012221364429543,0.009863321300709,0.0,0.0,0.0,0.003590897726564,0.003049194524393,2.368527686e-05,0.0,0.005271151895278,0.386888152515577,0.020545556434112,0.014593906270022,0.004629001755812,0.054268603712064,0.131715686039661,1.39329511401451,0.00652961256874,1.85396871479726,3.13777475672581,17.5587123640526,3.0
TX,EPA Region 6,Anderson,48001,48001951100,4388,30,0.593808061659083,0.283094805339169,0.011304512126514,0.002307167278167,0.001141277922374,0.124640306899378,0.014652996616615,0.003375116630343,0.028406427700336,0.006606238922807,0.01835902712694,0.111032284495514,0.016279450022931,0.008834319141273,0.020314973604866,0.074434952692208,0.010538653301361,0.006118953883535,0.0,0.0,0.0,0.001854225909658,0.006461743319598,9.2689723856e-05,0.0,0.004341894003199,0.25128356657204,0.019028167013297,0.014583655483421,0.004752472935218,0.031402823211597,0.12106728476829,1.18892170711482,0.006636921539933,2.05888921239817,2.78050501367365,17.3970560619872,3.0
TX,EPA Region 6,Andrews,48003,48003000000,14786,20,0.216204892850887,0.05982434651218,0.007890443278774,0.003522625490967,0.005963801172999,0.087964241822777,0.031415554484851,0.005517936923357,0.084643771598848,0.005131849946366,0.242100768732324,0.001452045893833,0.018080941902564,0.00055606733325,0.010296208223778,0.003340010059981,0.014402801922173,0.002584349845527,0.0,0.0,0.0,2.5686608155e-05,0.023940109170117,1.024608544e-06,0.0,0.008241018089054,2.62505251404945,0.031522475729112,0.008849215931293,0.003147725261695,0.023605937801871,0.061481272125981,0.160216354232018,0.000563751308931,0.355564096104329,1.79099201947788,12.3799061274178,2.76
TX,EPA Region 6,Andrews,48003,48003950100,1678,20,0.304245731175512,0.060570555807998,0.0082355435312,0.003700618556845,0.006210633789934,0.07881759205304,0.028160271433744,0.004996047598155,0.07644402338793,0.004564345102716,0.136554477674261,0.001417701531814,0.017638592506387,0.000287240270841,0.009801423100125,0.004454393350826,0.01299153689247,0.002429309360095,0.0,0.0,0.0,0.000121882614543,0.041170910232711,0.0,0.0,0.007681729215279,2.64729342282436,0.031308412758539,0.008283579638429,0.00290733445005,0.025227361209644,0.060753432909995,0.166341276264231,0.000671581805122,0.355726676102516,1.8032705601907,12.3526841477949,2.76
TX,EPA Region 6,Andrews,48003,48003950200,6473,20,0.243132988035756,0.058781781696074,0.007914030641143,0.003612888331531,0.006093443798726,0.097293454260254,0.035021882406984,0.006105989489627,0.094231215631069,0.005699255918851,0.180960311402505,0.001542757624756,0.019506837999458,0.000448307718894,0.011014272175117,0.003375311141458,0.015167283358531,0.002787800036406,0.0,0.0,0.0,3.505893082e-06,0.030933423600819,0.0,0.0,0.009091696688473,2.63389257391935,0.033523553123303,0.009272279071941,0.003426550477436,0.024078784327507,0.066253878901497,0.162594738421911,0.000565698980314,0.3536855,1.78,12.39,2.76
TX,EPA Region 6,Andrews,48003,48003950300,3924,20,0.19277762775865,0.06524516985086,0.008596642252774,0.003879105563148,0.006586182875281,0.104731216359446,0.037582194337645,0.006549295995461,0.10085791602636,0.006191046060586,0.400702767897234,0.001568437761054,0.019612490881384,0.000622222411209,0.011266486513723,0.003014177350988,0.015700625866334,0.002820793703133,0.0,0.0,0.0,7.271938823e-06,0.01254364842462,0.0,0.0,0.008874255786829,2.61292112752673,0.032724000587922,0.009511900511768,0.003383620514245,0.02541287707086,0.064369351558921,0.158119574356734,0.000516210888972,0.3536855,1.78,12.39,2.76
TX,EPA Region 6,Andrews,48003,48003950400,2711,20,0.131324959756666,0.0540054870785,0.006598342948947,0.002680953954726,0.004600618713649,0.047081349208957,0.015893868589399,0.002944057553121,0.043358397029978,0.002595209856197,0.223847213574909,0.001088243281595,0.012733335358372,0.000884000667272,0.007483537427291,0.003037586042144,0.011572463753753,0.001852302317586,0.0,0.0,0.0,4.5759655887e-05,0.013072792118242,5.588292854e-06,0.0,0.005639476012359,2.60773846323905,0.025137909202391,0.007229988965683,0.002289328798927,0.018857906178782,0.046356007224341,0.153781409266831,0.000561169884531,0.362668099962593,1.82554776835116,12.3580442641091,2.76
TX,EPA Region 6,Angelina,48005,48005000000,86771,30,0.498742571353825,0.492804890994042,0.022995170676518,0.003923941912201,0.002453186709671,0.349203245604923,0.053395304891916,0.014520539670205,0.145267213792135,0.020194150309118,0.134052926676803,0.084586992139782,0.02526908294921,0.025619974180764,0.039710909496188,0.019740804557896,0.036106740752225,0.024595763260847,0.0,0.0,0.0,0.000836385113882,0.053418754433249,2.0154634079e-05,0.0,0.013510293247516,0.261918323616054,0.042912463953083,0.032138691212103,0.010528198300733,0.128050138297768,0.211738743586793,1.9049853439755,0.015871949120229,1.5656398874624,4.11247075635869,19.5900233257655,3.0
TX,EPA Region 6,Angelina,48005,48005000101,6311,30,0.221376896363228,0.437715478309078,0.018525801945023,0.00386214284604,0.002005829818897,0.207081178000699,0.028027702332355,0.008778504511552,0.078875325556225,0.012222315330738,0.078394619993371,0.061839065373374,0.021436693282405,0.02226220344919,0.039049445077291,0.023436238016282,0.033260752137742,0.021340459395242,0.0,0.0,0.0,0.000817910220047,0.023005104493576,3.200859085e-06,0.0,0.011440865554151,0.344967249911165,0.042027940537309,0.027837098830153,0.00913776752534,0.130067021375547,0.18544566187661,1.88992940146743,0.022618573308228,1.58070752939385,3.99468103311678,19.1304759942956,3.0
TX,EPA Region 6,Angelina,48005,48005000102,4447,30,0.220729910826238,0.529227059843807,0.023574017066984,0.00445791628368,0.002476095547527,0.133411123842387,0.019092930220305,0.005821340904785,0.055374620224915,0.007819609787853,0.060478393869133,0.065160768064039,0.026354509738119,0.027298275601632,0.045688468451255,0.019938206808364,0.038881064196659,0.022701665768607,0.0,0.0,0.0,0.000905551898859,0.040433701342258,2.685079566e-06,0.0,0.014175454219842,0.151856757293733,0.046049825313465,0.032676072167671,0.010979194859514,0.127882240038391,0.218457438198675,1.7562305111986,0.015507474320807,1.57754888778933,3.82726961996852,19.1,3.0
TX,EPA Region 6,Angelina,48005,48005000200,6580,30,0.293226743305295,0.513739398668818,0.026722146812648,0.004617434051904,0.003287362256298,0.28263244188262,0.045729697598031,0.011749743100794,0.126011540239246,0.015832216031022,0.164251839763686,0.066398468421362,0.031755672213624,0.028337272364638,0.042390858668563,0.020232493940446,0.047558681594841,0.028356112453616,0.0,0.0,0.0,0.0006828500342,0.025007515116225,3.10493605e-06,0.0,0.018913920727838,0.332676681433967,0.049356005774967,0.035552161073354,0.011620675656423,0.152560643116645,0.224006617500926,1.9465438918372,0.015792540055017,1.55797166474171,3.93956474164133,20.3982218844984,3.0
TX,EPA Region 6,Angelina,48005,48005000301,5326,30,0.237528677617274,0.643905166098069,0.02947114046186,0.005930239954974,0.003418379748041,0.289261650872821,0.042447225081936,0.012394058379746,0.118982553261108,0.017242733902936,0.119667308202245,0.056859555685077,0.031308567623073,0.031034236634862,0.053024550993703,0.01917873103743,0.049539141620461,0.026089421891135,0.0,0.0,0.0,0.000836821133435,0.032089533296726,6.554981586e-06,0.0,0.018152066612075,0.196252991905761,0.055215473531305,0.032974942083548,0.012220116192379,0.153349745733539,0.253380834071941,1.91341075830729,0.016759531069175,1.548373,3.626,19.1,3.0
TX,EPA Region 6,Angelina,48005,48005000302,4613,30,0.317100907158403,0.49984343239327,0.021498645399639,0.003238302736539,0.001815707804539,0.244251960879902,0.034377395718096,0.010476720456698,0.096560806714772,0.014435478640288,0.074216677605538,0.067146695151011,0.022559609979069,0.026305725320298,0.039581587679849,0.02095956996914,0.028760494446464,0.020707022095678,0.0,0.0,0.0,0.000924911015274,0.174628474923935,3.664679816e-06,0.0,0.010208831296658,0.153777331514637,0.037501785735801,0.038466107689117,0.010345524610736,0.109399322702247,0.21081039998237,1.7271093995638,0.016755587552234,1.53718925688308,4.03826707132018,19.1780619986993,3.0
TX,EPA Region 6,Angelina,48005,48005000400,5479,30,0.898645904127858,0.56555443691621,0.025900615050588,0.005051168204829,0.003001697925259,0.475420396790945,0.070427917702124,0.019789495542908,0.191940487529601,0.02804512963746,0.153809314098101,0.058929705496673,0.030771275057928,0.030243417178169,0.049694492885585,0.018884434845662,0.04793920113142,0.025809665581452,0.0,0.0,0.0,0.000787152209977,0.037357279030855,0.000114033509214,0.0,0.017735912549337,0.195558471823544,0.052916157710044,0.03466205164207,0.011939497136901,0.143817543547758,0.249068797898032,1.81927179691219,0.015976009729843,1.55033203997082,3.63259609417777,19.1659609417776,3.0
