,id,geoid,households,below_poverty,hh_snap,hh_nowork
62198,1400000US48039662500,"Census Tract 6625, Brazoria County, Texas",1000,119,58,17.5
62199,1400000US48039662600,"Census Tract 6626, Brazoria County, Texas",1165,90,56,13.0
62200,1400000US48039662700,"Census Tract 6627, Brazoria County, Texas",839,78,53,14.7
62201,1400000US48039662800,"Census Tract 6628, Brazoria County, Texas",2353,334,221,17.4
62202,1400000US48039662900,"Census Tract 6629, Brazoria County, Texas",1710,230,272,21.9
62203,1400000US48039663000,"Census Tract 6630, Brazoria County, Texas",1203,163,51,27.2
62204,1400000US48039663100,"Census Tract 6631, Brazoria County, Texas",2095,38,40,14.3
62205,1400000US48039663200,"Census Tract 6632, Brazoria County, Texas",2032,325,137,9.0
62206,1400000US48039663300,"Census Tract 6633, Brazoria County, Texas",769,126,56,10.3
62207,1400000US48039663400,"Census Tract 6634, Brazoria County, Texas",3141,239,162,12.0
62208,1400000US48039663500,"Census Tract 6635, Brazoria County, Texas",2161,98,145,10.4
62209,1400000US48039663600,"Census Tract 6636, Brazoria County, Texas",1840,68,0,9.8
62210,1400000US48039663700,"Census Tract 6637, Brazoria County, Texas",1306,140,62,10.1
62211,1400000US48039663800,"Census Tract 6638, Brazoria County, Texas",2444,364,327,12.2
62212,1400000US48039663900,"Census Tract 6639, Brazoria County, Texas",842,146,75,4.2
62213,1400000US48039664000,"Census Tract 6640, Brazoria County, Texas",1355,159,110,4.3
62214,1400000US48039664100,"Census Tract 6641, Brazoria County, Texas",2134,290,238,11.4
62215,1400000US48039664200,"Census Tract 6642, Brazoria County, Texas",971,207,110,18.1
62216,1400000US48039664300,"Census Tract 6643, Brazoria County, Texas",1756,484,443,5.8
62217,1400000US48039664400,"Census Tract 6644, Brazoria County, Texas",2169,530,441,9.3
62218,1400000US48039664501,"Census Tract 6645.01, Brazoria County, Texas",1923,355,154,32.4
62219,1400000US48039990000,"Census Tract 9900, Brazoria County, Texas",0,0,0,-
62220,1400000US48041000101,"Census Tract 1.01, Brazos County, Texas",3414,265,191,11.8
62221,1400000US48041000102,"Census Tract 1.02, Brazos County, Texas",2272,133,3,11.1
62222,1400000US48041000103,"Census Tract 1.03, Brazos County, Texas",618,28,10,15.2
62223,1400000US48041000201,"Census Tract 2.01, Brazos County, Texas",2888,806,588,13.8
62224,1400000US48041000202,"Census Tract 2.02, Brazos County, Texas",2414,356,273,11.6
62225,1400000US48041000300,"Census Tract 3, Brazos County, Texas",2391,196,388,7.0
62226,1400000US48041000400,"Census Tract 4, Brazos County, Texas",1697,469,316,15.0
62227,1400000US48041000500,"Census Tract 5, Brazos County, Texas",1716,647,546,20.2
62228,1400000US48041000603,"Census Tract 6.03, Brazos County, Texas",1601,481,429,9.3
62229,1400000US48041000604,"Census Tract 6.04, Brazos County, Texas",1864,571,425,5.9
62230,1400000US48041000700,"Census Tract 7, Brazos County, Texas",1128,167,221,12.0
62231,1400000US48041000800,"Census Tract 8, Brazos County, Texas",2017,280,180,14.2
62232,1400000US48041000900,"Census Tract 9, Brazos County, Texas",910,230,204,11.9
62233,1400000US48041001000,"Census Tract 10, Brazos County, Texas",2953,1287,302,3.4
62234,1400000US48041001100,"Census Tract 11, Brazos County, Texas",2126,314,82,9.8
62235,1400000US48041001301,"Census Tract 13.01, Brazos County, Texas",1128,405,39,11.9
62236,1400000US48041001302,"Census Tract 13.02, Brazos County, Texas",1975,596,151,12.9
62237,1400000US48041001303,"Census Tract 13.03, Brazos County, Texas",1973,619,228,6.4
62238,1400000US48041001400,"Census Tract 14, Brazos County, Texas",970,503,56,14.5
62239,1400000US48041001601,"Census Tract 16.01, Brazos County, Texas",1795,797,279,5.0
62240,1400000US48041001604,"Census Tract 16.04, Brazos County, Texas",2469,711,130,5.6
62241,1400000US48041001605,"Census Tract 16.05, Brazos County, Texas",1703,577,37,12.7
62242,1400000US48041001606,"Census Tract 16.06, Brazos County, Texas",1530,622,151,8.4
62243,1400000US48041001701,"Census Tract 17.01, Brazos County, Texas",2855,1243,206,6.7
62244,1400000US48041001702,"Census Tract 17.02, Brazos County, Texas",1128,581,192,11.4
62245,1400000US48041001801,"Census Tract 18.01, Brazos County, Texas",2382,455,166,4.3
62246,1400000US48041001803,"Census Tract 18.03, Brazos County, Texas",2792,507,45,10.0
62247,1400000US48041001804,"Census Tract 18.04, Brazos County, Texas",538,90,13,2.2
62248,1400000US48041001900,"Census Tract 19, Brazos County, Texas",2603,452,117,16.9
62249,1400000US48041002001,"Census Tract 20.01, Brazos County, Texas",2106,140,38,11.3
62250,1400000US48041002002,"Census Tract 20.02, Brazos County, Texas",3735,501,153,18.4
62251,1400000US48041002006,"Census Tract 20.06, Brazos County, Texas",668,98,13,9.2
62252,1400000US48041002007,"Census Tract 20.07, Brazos County, Texas",2687,299,73,2.1
62253,1400000US48041002008,"Census Tract 20.08, Brazos County, Texas",3507,150,45,7.7
62254,1400000US48041002009,"Census Tract 20.09, Brazos County, Texas",1974,85,13,20.7
62255,1400000US48041002010,"Census Tract 20.10, Brazos County, Texas",1125,64,19,18.5
62256,1400000US48041002011,"Census Tract 20.11, Brazos County, Texas",1707,78,45,7.8
62257,1400000US48041002012,"Census Tract 20.12, Brazos County, Texas",2572,1685,78,14.5
62258,1400000US48041002013,"Census Tract 20.13, Brazos County, Texas",2640,681,131,9.8
62259,1400000US48041002014,"Census Tract 20.14, Brazos County, Texas",841,403,19,21.4
62260,1400000US48041002015,"Census Tract 20.15, Brazos County, Texas",0,0,0,-
62261,1400000US48041980000,"Census Tract 9800, Brazos County, Texas",0,0,0,-
62262,1400000US48043950300,"Census Tract 9503, Brewster County, Texas",2086,348,292,19.9
62263,1400000US48043950400,"Census Tract 9504, Brewster County, Texas",702,127,141,13.8
62264,1400000US48043950500,"Census Tract 9505, Brewster County, Texas",1300,214,102,29.9
62265,1400000US48045950200,"Census Tract 9502, Briscoe County, Texas",602,73,56,18.4
62266,1400000US48047950100,"Census Tract 9501, Brooks County, Texas",541,196,90,27.2
62267,1400000US48047950200,"Census Tract 9502, Brooks County, Texas",1579,603,665,17.4
62268,1400000US48049950100,"Census Tract 9501, Brown County, Texas",958,144,35,30.3
62269,1400000US48049950200,"Census Tract 9502, Brown County, Texas",1689,138,96,19.4
62270,1400000US48049950300,"Census Tract 9503, Brown County, Texas",1151,94,84,21.6
62271,1400000US48049950500,"Census Tract 9505, Brown County, Texas",1091,99,107,14.2
62272,1400000US48049950600,"Census Tract 9506, Brown County, Texas",900,267,255,12.2
62273,1400000US48049950700,"Census Tract 9507, Brown County, Texas",328,93,87,44.7
62274,1400000US48049950800,"Census Tract 9508, Brown County, Texas",1087,152,182,11.1
62275,1400000US48049950900,"Census Tract 9509, Brown County, Texas",1675,310,247,15.7
62276,1400000US48049951000,"Census Tract 9510, Brown County, Texas",1038,157,149,10.9
62277,1400000US48049951100,"Census Tract 9511, Brown County, Texas",1670,114,85,15.3
62278,1400000US48049951200,"Census Tract 9512, Brown County, Texas",1743,146,98,13.5
62279,1400000US48049951300,"Census Tract 9513, Brown County, Texas",1079,111,93,23.6
62280,1400000US48051970100,"Census Tract 9701, Burleson County, Texas",565,51,16,18.9
62281,1400000US48051970200,"Census Tract 9702, Burleson County, Texas",1618,132,71,19.7
62282,1400000US48051970300,"Census Tract 9703, Burleson County, Texas",1676,198,225,22.6
62283,1400000US48051970400,"Census Tract 9704, Burleson County, Texas",1354,155,103,7.7
62284,1400000US48051970500,"Census Tract 9705, Burleson County, Texas",1597,239,195,27.7
62285,1400000US48053960100,"Census Tract 9601, Burnet County, Texas",2285,169,134,11.8
62286,1400000US48053960200,"Census Tract 9602, Burnet County, Texas",1079,112,22,24.4
62287,1400000US48053960300,"Census Tract 9603, Burnet County, Texas",2122,227,250,13.0
62288,1400000US48053960400,"Census Tract 9604, Burnet County, Texas",2135,255,208,34.0
62289,1400000US48053960500,"Census Tract 9605, Burnet County, Texas",2053,217,43,29.0
62290,1400000US48053960600,"Census Tract 9606, Burnet County, Texas",1534,52,50,26.8
62291,1400000US48053960700,"Census Tract 9607, Burnet County, Texas",3171,264,256,10.9
62292,1400000US48053960800,"Census Tract 9608, Burnet County, Texas",2364,175,145,26.7
62293,1400000US48055960101,"Census Tract 9601.01, Caldwell County, Texas",2250,239,184,12.6
62294,1400000US48055960102,"Census Tract 9601.02, Caldwell County, Texas",1492,199,98,16.1
62295,1400000US48055960200,"Census Tract 9602, Caldwell County, Texas",1395,310,242,14.3
62296,1400000US48055960300,"Census Tract 9603, Caldwell County, Texas",1589,131,68,10.7
62297,1400000US48055960400,"Census Tract 9604, Caldwell County, Texas",1311,290,239,8.5
62298,1400000US48055960500,"Census Tract 9605, Caldwell County, Texas",2080,267,157,13.2
62299,1400000US48055960600,"Census Tract 9606, Caldwell County, Texas",1045,22,38,14.0
62300,1400000US48055960700,"Census Tract 9607, Caldwell County, Texas",2298,627,398,22.4
62301,1400000US48057000100,"Census Tract 1, Calhoun County, Texas",1898,148,261,15.2
62302,1400000US48057000200,"Census Tract 2, Calhoun County, Texas",1475,217,283,14.3
62303,1400000US48057000300,"Census Tract 3, Calhoun County, Texas",608,35,77,20.4
62304,1400000US48057000400,"Census Tract 4, Calhoun County, Texas",2411,348,315,12.1
62305,1400000US48057000500,"Census Tract 5, Calhoun County, Texas",1190,201,162,30.9
62306,1400000US48057990000,"Census Tract 9900, Calhoun County, Texas",0,0,0,-
62307,1400000US48059030101,"Census Tract 301.01, Callahan County, Texas",1803,202,190,23.2
62308,1400000US48059030102,"Census Tract 301.02, Callahan County, Texas",1692,249,96,19.3
62309,1400000US48059030200,"Census Tract 302, Callahan County, Texas",1872,257,184,23.5
62310,1400000US48061010100,"Census Tract 101, Cameron County, Texas",2932,762,585,26.8
62311,1400000US48061010201,"Census Tract 102.01, Cameron County, Texas",684,117,145,18.5
62312,1400000US48061010203,"Census Tract 102.03, Cameron County, Texas",2363,666,577,21.7
62313,1400000US48061010301,"Census Tract 103.01, Cameron County, Texas",1464,355,459,8.2
62314,1400000US48061010302,"Census Tract 103.02, Cameron County, Texas",2945,718,564,14.7
62315,1400000US48061010401,"Census Tract 104.01, Cameron County, Texas",1877,379,384,6.7
62316,1400000US48061010402,"Census Tract 104.02, Cameron County, Texas",2625,527,456,29.4
62317,1400000US48061010500,"Census Tract 105, Cameron County, Texas",689,183,236,14.5
62318,1400000US48061010601,"Census Tract 106.01, Cameron County, Texas",2909,893,886,11.8
62319,1400000US48061010602,"Census Tract 106.02, Cameron County, Texas",565,85,60,12.2
62320,1400000US48061010700,"Census Tract 107, Cameron County, Texas",1036,247,236,18.1
62321,1400000US48061010800,"Census Tract 108, Cameron County, Texas",2358,757,771,9.0
62322,1400000US48061010900,"Census Tract 109, Cameron County, Texas",492,202,116,22.6
62323,1400000US48061011000,"Census Tract 110, Cameron County, Texas",863,396,321,21.9
62324,1400000US48061011100,"Census Tract 111, Cameron County, Texas",759,259,249,15.5
62325,1400000US48061011200,"Census Tract 112, Cameron County, Texas",507,175,187,25.3
62326,1400000US48061011301,"Census Tract 113.01, Cameron County, Texas",518,101,112,18.7
62327,1400000US48061011302,"Census Tract 113.02, Cameron County, Texas",1437,107,121,16.5
62328,1400000US48061011400,"Census Tract 114, Cameron County, Texas",2088,439,323,21.1
62329,1400000US48061011500,"Census Tract 115, Cameron County, Texas",1819,590,564,30.6
62330,1400000US48061011600,"Census Tract 116, Cameron County, Texas",1867,671,547,26.3
62331,1400000US48061011700,"Census Tract 117, Cameron County, Texas",2151,852,707,16.8
62332,1400000US48061011801,"Census Tract 118.01, Cameron County, Texas",2001,587,475,5.9
62333,1400000US48061011802,"Census Tract 118.02, Cameron County, Texas",1009,358,323,11.9
62334,1400000US48061011901,"Census Tract 119.01, Cameron County, Texas",1876,580,427,24.5
62335,1400000US48061011902,"Census Tract 119.02, Cameron County, Texas",1647,349,374,13.4
62336,1400000US48061011903,"Census Tract 119.03, Cameron County, Texas",692,202,312,11.7
62337,1400000US48061012001,"Census Tract 120.01, Cameron County, Texas",2243,382,194,28.5
62338,1400000US48061012002,"Census Tract 120.02, Cameron County, Texas",1712,264,229,19.0
62339,1400000US48061012101,"Census Tract 121.01, Cameron County, Texas",1513,193,117,26.7
62340,1400000US48061012102,"Census Tract 121.02, Cameron County, Texas",1299,534,251,22.0
62341,1400000US48061012200,"Census Tract 122, Cameron County, Texas",3040,855,572,19.2
62342,1400000US48061012301,"Census Tract 123.01, Cameron County, Texas",1595,286,90,38.2
62343,1400000US48061012304,"Census Tract 123.04, Cameron County, Texas",1728,461,112,22.9
62344,1400000US48061012305,"Census Tract 123.05, Cameron County, Texas",1798,147,0,27.6
62345,1400000US48061012401,"Census Tract 124.01, Cameron County, Texas",1993,557,322,16.2
62346,1400000US48061012402,"Census Tract 124.02, Cameron County, Texas",1615,513,188,22.4
62347,1400000US48061012504,"Census Tract 125.04, Cameron County, Texas",4818,1136,803,12.7
62348,1400000US48061012505,"Census Tract 125.05, Cameron County, Texas",2414,714,622,9.8
62349,1400000US48061012506,"Census Tract 125.06, Cameron County, Texas",1547,220,65,16.1
62350,1400000US48061012507,"Census Tract 125.07, Cameron County, Texas",1816,590,477,19.4
62351,1400000US48061012508,"Census Tract 125.08, Cameron County, Texas",1075,220,280,18.0
62352,1400000US48061012607,"Census Tract 126.07, Cameron County, Texas",778,264,329,19.6
62353,1400000US48061012608,"Census Tract 126.08, Cameron County, Texas",1423,401,312,23.4
62354,1400000US48061012609,"Census Tract 126.09, Cameron County, Texas",1808,603,641,13.7
62355,1400000US48061012612,"Census Tract 126.12, Cameron County, Texas",1797,141,182,7.5
62356,1400000US48061012613,"Census Tract 126.13, Cameron County, Texas",1728,197,163,10.1
62357,1400000US48061012700,"Census Tract 127, Cameron County, Texas",1285,439,388,13.7
62358,1400000US48061012800,"Census Tract 128, Cameron County, Texas",1468,282,467,15.7
62359,1400000US48061012900,"Census Tract 129, Cameron County, Texas",1597,556,456,22.9
62360,1400000US48061013002,"Census Tract 130.02, Cameron County, Texas",1619,450,291,11.6
62361,1400000US48061013003,"Census Tract 130.03, Cameron County, Texas",693,308,246,16.4
62362,1400000US48061013004,"Census Tract 130.04, Cameron County, Texas",948,190,211,13.8
62363,1400000US48061013102,"Census Tract 131.02, Cameron County, Texas",1347,315,216,14.3
62364,1400000US48061013104,"Census Tract 131.04, Cameron County, Texas",1329,344,308,12.5
62365,1400000US48061013106,"Census Tract 131.06, Cameron County, Texas",1440,654,676,17.1
62366,1400000US48061013203,"Census Tract 132.03, Cameron County, Texas",664,201,237,14.0
62367,1400000US48061013204,"Census Tract 132.04, Cameron County, Texas",625,253,306,21.5
62368,1400000US48061013205,"Census Tract 132.05, Cameron County, Texas",998,207,301,13.8
62369,1400000US48061013206,"Census Tract 132.06, Cameron County, Texas",885,370,368,17.9
62370,1400000US48061013207,"Census Tract 132.07, Cameron County, Texas",1244,459,436,16.4
62371,1400000US48061013303,"Census Tract 133.03, Cameron County, Texas",1105,243,292,9.5
62372,1400000US48061013305,"Census Tract 133.05, Cameron County, Texas",1336,330,318,13.5
62373,1400000US48061013306,"Census Tract 133.06, Cameron County, Texas",662,225,291,19.9
62374,1400000US48061013307,"Census Tract 133.07, Cameron County, Texas",493,198,198,27.8
62375,1400000US48061013308,"Census Tract 133.08, Cameron County, Texas",858,357,359,11.3
62376,1400000US48061013309,"Census Tract 133.09, Cameron County, Texas",703,243,312,19.4
62377,1400000US48061013401,"Census Tract 134.01, Cameron County, Texas",691,322,296,15.9
62378,1400000US48061013402,"Census Tract 134.02, Cameron County, Texas",563,188,226,24.6
62379,1400000US48061013500,"Census Tract 135, Cameron County, Texas",616,74,58,23.8
62380,1400000US48061013600,"Census Tract 136, Cameron County, Texas",921,274,286,11.0
62381,1400000US48061013700,"Census Tract 137, Cameron County, Texas",1076,522,566,14.2
62382,1400000US48061013801,"Census Tract 138.01, Cameron County, Texas",670,447,362,23.4
62383,1400000US48061013802,"Census Tract 138.02, Cameron County, Texas",871,409,347,17.1
62384,1400000US48061013901,"Census Tract 139.01, Cameron County, Texas",682,271,289,22.5
62385,1400000US48061013902,"Census Tract 139.02, Cameron County, Texas",1070,457,387,13.0
62386,1400000US48061013903,"Census Tract 139.03, Cameron County, Texas",1090,531,366,20.9
62387,1400000US48061014001,"Census Tract 140.01, Cameron County, Texas",849,478,442,21.9
62388,1400000US48061014002,"Census Tract 140.02, Cameron County, Texas",651,338,301,22.7
62389,1400000US48061014100,"Census Tract 141, Cameron County, Texas",2751,745,1155,11.6
62390,1400000US48061014200,"Census Tract 142, Cameron County, Texas",1492,476,213,12.4
62391,1400000US48061014300,"Census Tract 143, Cameron County, Texas",1482,633,649,21.4
62392,1400000US48061014400,"Census Tract 144, Cameron County, Texas",5217,851,605,7.3
62393,1400000US48061014500,"Census Tract 145, Cameron County, Texas",2701,652,670,9.9
62394,1400000US48061980001,"Census Tract 9800.01, Cameron County, Texas",0,0,0,-
62395,1400000US48061980100,"Census Tract 9801, Cameron County, Texas",0,0,0,-
62396,1400000US48061990000,"Census Tract 9900, Cameron County, Texas",0,0,0,-
62397,1400000US48063950101,"Census Tract 9501.01, Camp County, Texas",1234,247,196,18.7
62398,1400000US48063950102,"Census Tract 9501.02, Camp County, Texas",1671,308,267,24.0
62399,1400000US48063950200,"Census Tract 9502, Camp County, Texas",1700,331,411,14.1
62400,1400000US48065950100,"Census Tract 9501, Carson County, Texas",849,84,31,19.6
62401,1400000US48065950200,"Census Tract 9502, Carson County, Texas",1439,74,71,17.2
62402,1400000US48067950100,"Census Tract 9501, Cass County, Texas",2704,331,550,29.7
62403,1400000US48067950200,"Census Tract 9502, Cass County, Texas",962,170,113,24.3
62404,1400000US48067950300,"Census Tract 9503, Cass County, Texas",705,118,130,21.0
62405,1400000US48067950400,"Census Tract 9504, Cass County, Texas",2060,434,386,11.8
62406,1400000US48067950500,"Census Tract 9505, Cass County, Texas",1123,99,80,23.4
62407,1400000US48067950600,"Census Tract 9506, Cass County, Texas",2486,401,343,25.5
62408,1400000US48067950700,"Census Tract 9507, Cass County, Texas",1894,353,387,29.2
62409,1400000US48069950100,"Census Tract 9501, Castro County, Texas",461,15,20,12.5
62410,1400000US48069950200,"Census Tract 9502, Castro County, Texas",1336,134,227,10.3
62411,1400000US48069950300,"Census Tract 9503, Castro County, Texas",735,151,86,5.2
62412,1400000US48071710100,"Census Tract 7101, Chambers County, Texas",3335,298,158,17.7
62413,1400000US48071710200,"Census Tract 7102, Chambers County, Texas",6495,561,507,7.2
62414,1400000US48071710300,"Census Tract 7103, Chambers County, Texas",947,118,168,24.7
62415,1400000US48071710401,"Census Tract 7104.01, Chambers County, Texas",1880,307,140,16.7
62416,1400000US48071710500,"Census Tract 7105, Chambers County, Texas",1412,343,179,24.0
62417,1400000US48071710600,"Census Tract 7106, Chambers County, Texas",0,0,0,-
62418,1400000US48071990000,"Census Tract 9900, Chambers County, Texas",0,0,0,-
62419,1400000US48073950100,"Census Tract 9501, Cherokee County, Texas",1495,180,112,25.4
62420,1400000US48073950200,"Census Tract 9502, Cherokee County, Texas",2498,219,221,16.1
62421,1400000US48073950300,"Census Tract 9503, Cherokee County, Texas",2939,366,360,26.1
62422,1400000US48073950400,"Census Tract 9504, Cherokee County, Texas",702,232,232,18.5
62423,1400000US48073950500,"Census Tract 9505, Cherokee County, Texas",1221,400,426,7.0
62424,1400000US48073950600,"Census Tract 9506, Cherokee County, Texas",2198,371,364,18.7
62425,1400000US48073950700,"Census Tract 9507, Cherokee County, Texas",1283,268,264,11.6
62426,1400000US48073950801,"Census Tract 9508.01, Cherokee County, Texas",1583,210,109,20.8
62427,1400000US48073950802,"Census Tract 9508.02, Cherokee County, Texas",1474,157,154,15.0
62428,1400000US48073950900,"Census Tract 9509, Cherokee County, Texas",843,61,125,6.4
62429,1400000US48073951000,"Census Tract 9510, Cherokee County, Texas",1230,286,251,24.9
62430,1400000US48073951100,"Census Tract 9511, Cherokee County, Texas",672,154,118,24.2
62431,1400000US48075950100,"Census Tract 9501, Childress County, Texas",298,11,7,14.7
62432,1400000US48075950200,"Census Tract 9502, Childress County, Texas",2109,311,178,9.4
62433,1400000US48077030200,"Census Tract 302, Clay County, Texas",1249,209,131,19.8
62434,1400000US48077030301,"Census Tract 303.01, Clay County, Texas",1735,177,199,16.0
62435,1400000US48077030302,"Census Tract 303.02, Clay County, Texas",1121,97,94,21.5
62436,1400000US48079950100,"Census Tract 9501, Cochran County, Texas",998,257,156,16.2
62437,1400000US48081950100,"Census Tract 9501, Coke County, Texas",777,83,32,13.0
62438,1400000US48081950200,"Census Tract 9502, Coke County, Texas",867,140,104,21.8
62439,1400000US48083950300,"Census Tract 9503, Coleman County, Texas",1858,380,277,15.1
62440,1400000US48083950600,"Census Tract 9506, Coleman County, Texas",533,63,22,18.4
62441,1400000US48083950700,"Census Tract 9507, Coleman County, Texas",1032,142,69,30.5
62442,1400000US48085030100,"Census Tract 301, Collin County, Texas",2049,225,130,14.5
62443,1400000US48085030201,"Census Tract 302.01, Collin County, Texas",1097,66,7,14.8
62444,1400000US48085030202,"Census Tract 302.02, Collin County, Texas",1152,95,9,14.5
62445,1400000US48085030203,"Census Tract 302.03, Collin County, Texas",6412,303,140,6.9
62446,1400000US48085030301,"Census Tract 303.01, Collin County, Texas",2363,131,16,7.3
62447,1400000US48085030302,"Census Tract 303.02, Collin County, Texas",1418,61,16,4.5
62448,1400000US48085030303,"Census Tract 303.03, Collin County, Texas",2604,27,36,6.7
62449,1400000US48085030304,"Census Tract 303.04, Collin County, Texas",1729,82,19,6.4
62450,1400000US48085030305,"Census Tract 303.05, Collin County, Texas",5173,64,14,7.3
62451,1400000US48085030403,"Census Tract 304.03, Collin County, Texas",1929,109,64,6.5
62452,1400000US48085030404,"Census Tract 304.04, Collin County, Texas",2191,100,152,7.0
62453,1400000US48085030405,"Census Tract 304.05, Collin County, Texas",2202,129,48,3.1
62454,1400000US48085030406,"Census Tract 304.06, Collin County, Texas",1940,152,206,2.1
62455,1400000US48085030407,"Census Tract 304.07, Collin County, Texas",1563,24,0,15.6
62456,1400000US48085030408,"Census Tract 304.08, Collin County, Texas",2994,286,251,7.6
62457,1400000US48085030504,"Census Tract 305.04, Collin County, Texas",1833,75,36,8.8
62458,1400000US48085030505,"Census Tract 305.05, Collin County, Texas",3103,281,52,7.1
62459,1400000US48085030506,"Census Tract 305.06, Collin County, Texas",1086,15,93,6.6
62460,1400000US48085030507,"Census Tract 305.07, Collin County, Texas",630,25,2,8.2
62461,1400000US48085030508,"Census Tract 305.08, Collin County, Texas",2536,125,28,5.7
62462,1400000US48085030509,"Census Tract 305.09, Collin County, Texas",905,40,6,4.2
62463,1400000US48085030510,"Census Tract 305.10, Collin County, Texas",1182,63,56,5.2
62464,1400000US48085030511,"Census Tract 305.11, Collin County, Texas",3645,84,18,3.6
62465,1400000US48085030512,"Census Tract 305.12, Collin County, Texas",1418,0,0,1.7
62466,1400000US48085030513,"Census Tract 305.13, Collin County, Texas",5729,200,48,5.9
62467,1400000US48085030514,"Census Tract 305.14, Collin County, Texas",2485,84,115,3.8
62468,1400000US48085030515,"Census Tract 305.15, Collin County, Texas",2137,98,44,6.1
62469,1400000US48085030516,"Census Tract 305.16, Collin County, Texas",2300,50,49,5.9
62470,1400000US48085030517,"Census Tract 305.17, Collin County, Texas",3399,290,22,4.9
62471,1400000US48085030518,"Census Tract 305.18, Collin County, Texas",2068,36,12,3.4
62472,1400000US48085030519,"Census Tract 305.19, Collin County, Texas",1740,15,25,4.4
62473,1400000US48085030520,"Census Tract 305.20, Collin County, Texas",2094,26,23,4.0
62474,1400000US48085030521,"Census Tract 305.21, Collin County, Texas",1451,12,45,3.5
62475,1400000US48085030522,"Census Tract 305.22, Collin County, Texas",3419,148,51,3.8
62476,1400000US48085030523,"Census Tract 305.23, Collin County, Texas",3710,217,61,8.4
62477,1400000US48085030524,"Census Tract 305.24, Collin County, Texas",1836,70,27,6.6
62478,1400000US48085030525,"Census Tract 305.25, Collin County, Texas",2167,44,24,9.1
62479,1400000US48085030526,"Census Tract 305.26, Collin County, Texas",3975,222,44,6.5
62480,1400000US48085030527,"Census Tract 305.27, Collin County, Texas",1521,39,52,6.6
62481,1400000US48085030528,"Census Tract 305.28, Collin County, Texas",3288,81,50,10.4
62482,1400000US48085030529,"Census Tract 305.29, Collin County, Texas",1225,51,22,6.7
62483,1400000US48085030530,"Census Tract 305.30, Collin County, Texas",2349,74,7,6.7
62484,1400000US48085030531,"Census Tract 305.31, Collin County, Texas",2554,94,47,12.1
62485,1400000US48085030601,"Census Tract 306.01, Collin County, Texas",3734,233,45,13.1
62486,1400000US48085030603,"Census Tract 306.03, Collin County, Texas",3233,238,140,6.3
62487,1400000US48085030604,"Census Tract 306.04, Collin County, Texas",714,10,6,6.9
62488,1400000US48085030605,"Census Tract 306.05, Collin County, Texas",2298,239,77,13.1
62489,1400000US48085030701,"Census Tract 307.01, Collin County, Texas",1185,119,45,8.7
62490,1400000US48085030702,"Census Tract 307.02, Collin County, Texas",1997,367,142,7.9
62491,1400000US48085030801,"Census Tract 308.01, Collin County, Texas",1919,193,59,9.8
62492,1400000US48085030802,"Census Tract 308.02, Collin County, Texas",2044,312,169,6.6
62493,1400000US48085030900,"Census Tract 309, Collin County, Texas",2989,749,240,9.2
62494,1400000US48085031001,"Census Tract 310.01, Collin County, Texas",2180,197,47,6.1
62495,1400000US48085031003,"Census Tract 310.03, Collin County, Texas",2222,172,127,2.7
62496,1400000US48085031004,"Census Tract 310.04, Collin County, Texas",1973,180,96,9.3
62497,1400000US48085031100,"Census Tract 311, Collin County, Texas",2930,206,353,15.9
62498,1400000US48085031201,"Census Tract 312.01, Collin County, Texas",1812,141,38,10.3
62499,1400000US48085031202,"Census Tract 312.02, Collin County, Texas",1553,40,45,4.3
62500,1400000US48085031308,"Census Tract 313.08, Collin County, Texas",2063,52,42,6.1
62501,1400000US48085031309,"Census Tract 313.09, Collin County, Texas",3170,226,178,5.3
62502,1400000US48085031310,"Census Tract 313.10, Collin County, Texas",3603,162,125,6.8
62503,1400000US48085031311,"Census Tract 313.11, Collin County, Texas",3882,158,237,6.1
62504,1400000US48085031312,"Census Tract 313.12, Collin County, Texas",2325,22,17,10.9
62505,1400000US48085031313,"Census Tract 313.13, Collin County, Texas",3458,86,71,5.2
62506,1400000US48085031314,"Census Tract 313.14, Collin County, Texas",901,10,45,8.8
62507,1400000US48085031315,"Census Tract 313.15, Collin County, Texas",5760,300,244,4.2
62508,1400000US48085031316,"Census Tract 313.16, Collin County, Texas",1961,60,9,2.9
62509,1400000US48085031317,"Census Tract 313.17, Collin County, Texas",3122,71,49,6.4
62510,1400000US48085031405,"Census Tract 314.05, Collin County, Texas",8094,195,75,3.4
62511,1400000US48085031406,"Census Tract 314.06, Collin County, Texas",5971,155,203,7.3
62512,1400000US48085031407,"Census Tract 314.07, Collin County, Texas",2826,160,36,23.0
62513,1400000US48085031408,"Census Tract 314.08, Collin County, Texas",1098,27,48,7.1
62514,1400000US48085031409,"Census Tract 314.09, Collin County, Texas",3721,122,22,5.4
62515,1400000US48085031410,"Census Tract 314.10, Collin County, Texas",3094,275,196,7.7
62516,1400000US48085031411,"Census Tract 314.11, Collin County, Texas",1656,55,73,8.8
62517,1400000US48085031504,"Census Tract 315.04, Collin County, Texas",2343,41,141,12.9
62518,1400000US48085031505,"Census Tract 315.05, Collin County, Texas",3127,194,31,6.2
62519,1400000US48085031506,"Census Tract 315.06, Collin County, Texas",3239,263,292,4.6
62520,1400000US48085031507,"Census Tract 315.07, Collin County, Texas",2617,206,58,6.6
62521,1400000US48085031508,"Census Tract 315.08, Collin County, Texas",2452,104,197,6.7
62522,1400000US48085031611,"Census Tract 316.11, Collin County, Texas",1360,210,90,9.3
