,id,geoid,households,below_poverty,hh_snap,hh_nowork
64085,1400000US48201310100,"Census Tract 3101, Harris County, Texas",2656,736,613,12.4
64086,1400000US48201310200,"Census Tract 3102, Harris County, Texas",949,43,17,3.2
64087,1400000US48201310300,"Census Tract 3103, Harris County, Texas",1925,343,160,9.8
64088,1400000US48201310400,"Census Tract 3104, Harris County, Texas",1268,490,298,9.9
64089,1400000US48201310500,"Census Tract 3105, Harris County, Texas",1375,396,384,17.5
64090,1400000US48201310600,"Census Tract 3106, Harris County, Texas",2022,517,316,6.2
64091,1400000US48201310700,"Census Tract 3107, Harris County, Texas",1348,421,333,13.4
64092,1400000US48201310800,"Census Tract 3108, Harris County, Texas",996,194,140,12.4
64093,1400000US48201310900,"Census Tract 3109, Harris County, Texas",1829,653,537,16.1
64094,1400000US48201311000,"Census Tract 3110, Harris County, Texas",2070,623,326,23.3
64095,1400000US48201311100,"Census Tract 3111, Harris County, Texas",1620,352,257,9.5
64096,1400000US48201311200,"Census Tract 3112, Harris County, Texas",1758,430,356,20.0
64097,1400000US48201311300,"Census Tract 3113, Harris County, Texas",1431,364,106,21.7
64098,1400000US48201311400,"Census Tract 3114, Harris County, Texas",485,146,116,15.2
64099,1400000US48201311500,"Census Tract 3115, Harris County, Texas",2145,384,680,8.9
64100,1400000US48201311600,"Census Tract 3116, Harris County, Texas",1407,386,190,0.0
64101,1400000US48201311700,"Census Tract 3117, Harris County, Texas",1784,564,385,13.7
64102,1400000US48201311800,"Census Tract 3118, Harris County, Texas",1233,334,302,15.5
64103,1400000US48201311900,"Census Tract 3119, Harris County, Texas",698,107,155,13.3
64104,1400000US48201312000,"Census Tract 3120, Harris County, Texas",596,99,24,9.8
64105,1400000US48201312100,"Census Tract 3121, Harris County, Texas",0,0,0,-
64106,1400000US48201312200,"Census Tract 3122, Harris County, Texas",756,251,312,22.2
64107,1400000US48201312300,"Census Tract 3123, Harris County, Texas",881,246,228,20.7
64108,1400000US48201312400,"Census Tract 3124, Harris County, Texas",980,364,372,15.5
64109,1400000US48201312500,"Census Tract 3125, Harris County, Texas",1683,152,61,3.0
64110,1400000US48201312600,"Census Tract 3126, Harris County, Texas",4063,664,114,6.9
64111,1400000US48201312700,"Census Tract 3127, Harris County, Texas",1054,94,111,9.9
64112,1400000US48201312800,"Census Tract 3128, Harris County, Texas",742,436,389,22.4
64113,1400000US48201312900,"Census Tract 3129, Harris County, Texas",1724,508,382,21.1
64114,1400000US48201313000,"Census Tract 3130, Harris County, Texas",1237,318,254,20.9
64115,1400000US48201313100,"Census Tract 3131, Harris County, Texas",1981,215,0,7.9
64116,1400000US48201313200,"Census Tract 3132, Harris County, Texas",1768,242,158,7.0
64117,1400000US48201313300,"Census Tract 3133, Harris County, Texas",1047,332,277,17.1
64118,1400000US48201313400,"Census Tract 3134, Harris County, Texas",1383,501,286,23.1
64119,1400000US48201313500,"Census Tract 3135, Harris County, Texas",823,294,370,23.8
64120,1400000US48201313600,"Census Tract 3136, Harris County, Texas",1827,733,803,18.2
64121,1400000US48201313700,"Census Tract 3137, Harris County, Texas",943,178,171,18.8
64122,1400000US48201313800,"Census Tract 3138, Harris County, Texas",1798,691,666,17.3
64123,1400000US48201313900,"Census Tract 3139, Harris County, Texas",2527,398,69,7.8
64124,1400000US48201314001,"Census Tract 3140.01, Harris County, Texas",1564,300,38,12.7
64125,1400000US48201314002,"Census Tract 3140.02, Harris County, Texas",3892,571,124,20.0
64126,1400000US48201314300,"Census Tract 3143, Harris County, Texas",2168,443,370,7.3
64127,1400000US48201314400,"Census Tract 3144, Harris County, Texas",1879,505,5,8.7
64128,1400000US48201320100,"Census Tract 3201, Harris County, Texas",975,184,274,11.0
64129,1400000US48201320200,"Census Tract 3202, Harris County, Texas",1761,378,348,0.0
64130,1400000US48201320500,"Census Tract 3205, Harris County, Texas",1223,174,235,7.0
64131,1400000US48201320601,"Census Tract 3206.01, Harris County, Texas",802,147,116,5.9
64132,1400000US48201320602,"Census Tract 3206.02, Harris County, Texas",1483,573,553,9.9
64133,1400000US48201320700,"Census Tract 3207, Harris County, Texas",1622,439,343,11.2
64134,1400000US48201320800,"Census Tract 3208, Harris County, Texas",1493,341,444,8.6
64135,1400000US48201320900,"Census Tract 3209, Harris County, Texas",2242,459,423,11.1
64136,1400000US48201321000,"Census Tract 3210, Harris County, Texas",2562,311,669,6.5
64137,1400000US48201321100,"Census Tract 3211, Harris County, Texas",2669,269,452,3.6
64138,1400000US48201321200,"Census Tract 3212, Harris County, Texas",1213,471,361,8.3
64139,1400000US48201321300,"Census Tract 3213, Harris County, Texas",1984,416,552,2.2
64140,1400000US48201321401,"Census Tract 3214.01, Harris County, Texas",1195,289,357,9.2
64141,1400000US48201321402,"Census Tract 3214.02, Harris County, Texas",1212,67,183,7.0
64142,1400000US48201321500,"Census Tract 3215, Harris County, Texas",950,306,361,8.7
64143,1400000US48201321600,"Census Tract 3216, Harris County, Texas",1874,135,220,7.7
64144,1400000US48201321700,"Census Tract 3217, Harris County, Texas",1002,59,113,8.1
64145,1400000US48201321800,"Census Tract 3218, Harris County, Texas",1091,170,220,12.0
64146,1400000US48201321900,"Census Tract 3219, Harris County, Texas",1496,267,356,7.2
64147,1400000US48201322000,"Census Tract 3220, Harris County, Texas",1480,390,417,7.8
64148,1400000US48201322100,"Census Tract 3221, Harris County, Texas",1187,182,260,7.1
64149,1400000US48201322200,"Census Tract 3222, Harris County, Texas",491,126,146,17.5
64150,1400000US48201322600,"Census Tract 3226, Harris County, Texas",1621,225,172,8.6
64151,1400000US48201322700,"Census Tract 3227, Harris County, Texas",2001,243,422,7.3
64152,1400000US48201322800,"Census Tract 3228, Harris County, Texas",1691,283,345,11.1
64153,1400000US48201322900,"Census Tract 3229, Harris County, Texas",1079,92,146,6.4
64154,1400000US48201323000,"Census Tract 3230, Harris County, Texas",2035,585,590,2.2
64155,1400000US48201323100,"Census Tract 3231, Harris County, Texas",1169,295,373,13.5
64156,1400000US48201323200,"Census Tract 3232, Harris County, Texas",1584,260,378,12.3
64157,1400000US48201323300,"Census Tract 3233, Harris County, Texas",1106,364,302,5.2
64158,1400000US48201323400,"Census Tract 3234, Harris County, Texas",2237,405,455,12.6
64159,1400000US48201323500,"Census Tract 3235, Harris County, Texas",1864,596,601,5.8
64160,1400000US48201323600,"Census Tract 3236, Harris County, Texas",3319,442,263,8.0
64161,1400000US48201323701,"Census Tract 3237.01, Harris County, Texas",1854,203,141,12.1
64162,1400000US48201323702,"Census Tract 3237.02, Harris County, Texas",1103,73,201,7.5
64163,1400000US48201323801,"Census Tract 3238.01, Harris County, Texas",1174,110,154,9.4
64164,1400000US48201323802,"Census Tract 3238.02, Harris County, Texas",1593,264,220,9.4
64165,1400000US48201323900,"Census Tract 3239, Harris County, Texas",1458,443,304,14.5
64166,1400000US48201324000,"Census Tract 3240, Harris County, Texas",1843,217,237,15.7
64167,1400000US48201324100,"Census Tract 3241, Harris County, Texas",1542,324,314,7.2
64168,1400000US48201324200,"Census Tract 3242, Harris County, Texas",381,124,79,17.1
64169,1400000US48201330100,"Census Tract 3301, Harris County, Texas",2477,360,585,8.1
64170,1400000US48201330200,"Census Tract 3302, Harris County, Texas",1301,222,133,6.5
64171,1400000US48201330301,"Census Tract 3303.01, Harris County, Texas",2244,149,334,1.5
64172,1400000US48201330302,"Census Tract 3303.02, Harris County, Texas",1755,272,412,15.5
64173,1400000US48201330303,"Census Tract 3303.03, Harris County, Texas",1630,235,216,18.4
64174,1400000US48201330400,"Census Tract 3304, Harris County, Texas",1519,249,251,10.4
64175,1400000US48201330500,"Census Tract 3305, Harris County, Texas",1337,243,289,19.2
64176,1400000US48201330600,"Census Tract 3306, Harris County, Texas",2177,422,324,17.2
64177,1400000US48201330700,"Census Tract 3307, Harris County, Texas",2504,489,650,10.2
64178,1400000US48201330800,"Census Tract 3308, Harris County, Texas",4637,502,475,4.3
64179,1400000US48201330900,"Census Tract 3309, Harris County, Texas",4310,528,638,10.3
64180,1400000US48201331100,"Census Tract 3311, Harris County, Texas",1534,615,568,11.9
64181,1400000US48201331200,"Census Tract 3312, Harris County, Texas",1428,484,574,16.5
64182,1400000US48201331300,"Census Tract 3313, Harris County, Texas",1701,225,568,23.7
64183,1400000US48201331400,"Census Tract 3314, Harris County, Texas",1147,591,705,41.3
64184,1400000US48201331500,"Census Tract 3315, Harris County, Texas",3003,233,486,15.1
64185,1400000US48201331601,"Census Tract 3316.01, Harris County, Texas",2480,522,575,17.4
64186,1400000US48201331602,"Census Tract 3316.02, Harris County, Texas",664,193,160,2.4
64187,1400000US48201331700,"Census Tract 3317, Harris County, Texas",1480,432,542,22.7
64188,1400000US48201331800,"Census Tract 3318, Harris County, Texas",1172,325,478,25.2
64189,1400000US48201331900,"Census Tract 3319, Harris County, Texas",1199,121,304,8.9
64190,1400000US48201332000,"Census Tract 3320, Harris County, Texas",2010,818,939,18.2
64191,1400000US48201332100,"Census Tract 3321, Harris County, Texas",949,240,251,13.4
64192,1400000US48201332200,"Census Tract 3322, Harris County, Texas",1375,230,451,14.4
64193,1400000US48201332300,"Census Tract 3323, Harris County, Texas",967,227,294,10.6
64194,1400000US48201332400,"Census Tract 3324, Harris County, Texas",1419,254,329,26.5
64195,1400000US48201332500,"Census Tract 3325, Harris County, Texas",1041,206,231,25.4
64196,1400000US48201332600,"Census Tract 3326, Harris County, Texas",2136,310,757,11.2
64197,1400000US48201332700,"Census Tract 3327, Harris County, Texas",750,202,139,16.1
64198,1400000US48201332800,"Census Tract 3328, Harris County, Texas",1473,478,462,8.0
64199,1400000US48201332900,"Census Tract 3329, Harris County, Texas",1417,428,466,7.6
64200,1400000US48201333000,"Census Tract 3330, Harris County, Texas",1040,140,143,11.6
64201,1400000US48201333100,"Census Tract 3331, Harris County, Texas",1339,353,297,16.1
64202,1400000US48201333201,"Census Tract 3332.01, Harris County, Texas",1833,320,307,9.7
64203,1400000US48201333202,"Census Tract 3332.02, Harris County, Texas",2158,551,644,6.1
64204,1400000US48201333300,"Census Tract 3333, Harris County, Texas",3042,927,1145,9.4
64205,1400000US48201333500,"Census Tract 3335, Harris County, Texas",2059,443,642,11.5
64206,1400000US48201333600,"Census Tract 3336, Harris County, Texas",1183,93,127,6.1
64207,1400000US48201333700,"Census Tract 3337, Harris County, Texas",990,216,222,1.7
64208,1400000US48201333800,"Census Tract 3338, Harris County, Texas",3165,289,723,7.7
64209,1400000US48201333901,"Census Tract 3339.01, Harris County, Texas",2610,193,344,4.9
64210,1400000US48201333902,"Census Tract 3339.02, Harris County, Texas",3157,323,221,9.9
64211,1400000US48201334001,"Census Tract 3340.01, Harris County, Texas",1296,214,320,9.1
64212,1400000US48201334002,"Census Tract 3340.02, Harris County, Texas",1114,126,134,2.5
64213,1400000US48201334003,"Census Tract 3340.03, Harris County, Texas",2372,261,277,5.1
64214,1400000US48201334100,"Census Tract 3341, Harris County, Texas",5761,757,713,11.8
64215,1400000US48201340100,"Census Tract 3401, Harris County, Texas",2608,311,424,7.6
64216,1400000US48201340201,"Census Tract 3402.01, Harris County, Texas",606,31,15,6.8
64217,1400000US48201340202,"Census Tract 3402.02, Harris County, Texas",1740,41,53,6.6
64218,1400000US48201340203,"Census Tract 3402.03, Harris County, Texas",1609,78,15,12.1
64219,1400000US48201340301,"Census Tract 3403.01, Harris County, Texas",1393,40,38,17.0
64220,1400000US48201340302,"Census Tract 3403.02, Harris County, Texas",2379,142,116,13.6
64221,1400000US48201340400,"Census Tract 3404, Harris County, Texas",522,4,0,28.3
64222,1400000US48201340500,"Census Tract 3405, Harris County, Texas",2781,421,267,12.8
64223,1400000US48201340600,"Census Tract 3406, Harris County, Texas",959,10,29,19.5
64224,1400000US48201340700,"Census Tract 3407, Harris County, Texas",2649,249,308,8.2
64225,1400000US48201340800,"Census Tract 3408, Harris County, Texas",2053,84,46,6.9
64226,1400000US48201340900,"Census Tract 3409, Harris County, Texas",1966,199,306,5.5
64227,1400000US48201341000,"Census Tract 3410, Harris County, Texas",3984,319,323,5.6
64228,1400000US48201341100,"Census Tract 3411, Harris County, Texas",1806,145,131,5.9
64229,1400000US48201341201,"Census Tract 3412.01, Harris County, Texas",1613,332,330,11.9
64230,1400000US48201341202,"Census Tract 3412.02, Harris County, Texas",2009,240,251,13.1
64231,1400000US48201341301,"Census Tract 3413.01, Harris County, Texas",2483,571,351,14.3
64232,1400000US48201341302,"Census Tract 3413.02, Harris County, Texas",1521,172,134,7.6
64233,1400000US48201341400,"Census Tract 3414, Harris County, Texas",1858,85,14,18.1
64234,1400000US48201341501,"Census Tract 3415.01, Harris County, Texas",2450,252,88,10.2
64235,1400000US48201341502,"Census Tract 3415.02, Harris County, Texas",1911,103,74,7.4
64236,1400000US48201341600,"Census Tract 3416, Harris County, Texas",2533,151,235,15.2
64237,1400000US48201341700,"Census Tract 3417, Harris County, Texas",1095,80,67,11.2
64238,1400000US48201341800,"Census Tract 3418, Harris County, Texas",832,69,107,10.8
64239,1400000US48201342001,"Census Tract 3420.01, Harris County, Texas",2318,17,0,12.1
64240,1400000US48201342002,"Census Tract 3420.02, Harris County, Texas",1347,98,64,8.5
64241,1400000US48201342100,"Census Tract 3421, Harris County, Texas",1449,181,196,15.0
64242,1400000US48201342200,"Census Tract 3422, Harris County, Texas",1271,54,222,9.0
64243,1400000US48201342300,"Census Tract 3423, Harris County, Texas",2338,292,266,6.1
64244,1400000US48201342400,"Census Tract 3424, Harris County, Texas",1178,94,110,5.7
64245,1400000US48201342500,"Census Tract 3425, Harris County, Texas",2125,118,108,10.0
64246,1400000US48201342700,"Census Tract 3427, Harris County, Texas",1709,109,79,9.6
64247,1400000US48201342800,"Census Tract 3428, Harris County, Texas",2720,52,93,13.1
64248,1400000US48201342900,"Census Tract 3429, Harris County, Texas",2238,179,181,8.2
64249,1400000US48201343000,"Census Tract 3430, Harris County, Texas",2588,510,209,11.7
64250,1400000US48201343100,"Census Tract 3431, Harris County, Texas",1665,41,43,16.3
64251,1400000US48201343200,"Census Tract 3432, Harris County, Texas",1658,44,64,4.4
64252,1400000US48201343301,"Census Tract 3433.01, Harris County, Texas",1502,164,187,10.1
64253,1400000US48201343302,"Census Tract 3433.02, Harris County, Texas",1741,87,158,12.9
64254,1400000US48201343600,"Census Tract 3436, Harris County, Texas",1197,135,168,14.6
64255,1400000US48201343700,"Census Tract 3437, Harris County, Texas",1426,229,264,19.6
64256,1400000US48201350100,"Census Tract 3501, Harris County, Texas",5297,414,490,12.5
64257,1400000US48201350200,"Census Tract 3502, Harris County, Texas",2684,427,232,10.8
64258,1400000US48201350300,"Census Tract 3503, Harris County, Texas",2064,132,116,17.9
64259,1400000US48201350400,"Census Tract 3504, Harris County, Texas",1980,260,336,7.1
64260,1400000US48201350500,"Census Tract 3505, Harris County, Texas",2415,558,500,4.2
64261,1400000US48201350601,"Census Tract 3506.01, Harris County, Texas",1832,93,63,6.2
64262,1400000US48201350602,"Census Tract 3506.02, Harris County, Texas",2962,91,194,7.2
64263,1400000US48201350700,"Census Tract 3507, Harris County, Texas",749,12,17,12.5
64264,1400000US48201350801,"Census Tract 3508.01, Harris County, Texas",1940,167,342,6.2
64265,1400000US48201350802,"Census Tract 3508.02, Harris County, Texas",2848,290,318,3.5
64266,1400000US48201410100,"Census Tract 4101, Harris County, Texas",2710,595,494,5.7
64267,1400000US48201410200,"Census Tract 4102, Harris County, Texas",3072,69,0,1.2
64268,1400000US48201410300,"Census Tract 4103, Harris County, Texas",1822,112,33,16.3
64269,1400000US48201410401,"Census Tract 4104.01, Harris County, Texas",2064,28,0,4.4
64270,1400000US48201410402,"Census Tract 4104.02, Harris County, Texas",1439,126,72,9.9
64271,1400000US48201410500,"Census Tract 4105, Harris County, Texas",2554,84,20,13.5
64272,1400000US48201410600,"Census Tract 4106, Harris County, Texas",3212,430,17,8.0
64273,1400000US48201410701,"Census Tract 4107.01, Harris County, Texas",2481,206,39,6.4
64274,1400000US48201410702,"Census Tract 4107.02, Harris County, Texas",1552,330,203,2.6
64275,1400000US48201410800,"Census Tract 4108, Harris County, Texas",2515,359,34,5.4
64276,1400000US48201410900,"Census Tract 4109, Harris County, Texas",1746,187,16,4.6
64277,1400000US48201411000,"Census Tract 4110, Harris County, Texas",3366,201,78,5.6
64278,1400000US48201411100,"Census Tract 4111, Harris County, Texas",1469,59,74,10.8
64279,1400000US48201411200,"Census Tract 4112, Harris County, Texas",679,65,0,19.5
64280,1400000US48201411300,"Census Tract 4113, Harris County, Texas",2689,174,43,7.8
64281,1400000US48201411400,"Census Tract 4114, Harris County, Texas",1177,23,0,18.3
64282,1400000US48201411501,"Census Tract 4115.01, Harris County, Texas",4388,358,19,10.4
64283,1400000US48201411502,"Census Tract 4115.02, Harris County, Texas",2345,121,39,0.0
64284,1400000US48201411600,"Census Tract 4116, Harris County, Texas",1084,42,43,16.6
64285,1400000US48201411700,"Census Tract 4117, Harris County, Texas",1914,122,53,1.0
64286,1400000US48201411800,"Census Tract 4118, Harris County, Texas",3089,206,35,12.3
64287,1400000US48201411900,"Census Tract 4119, Harris County, Texas",1681,299,0,18.2
64288,1400000US48201412000,"Census Tract 4120, Harris County, Texas",1628,103,0,14.8
64289,1400000US48201412100,"Census Tract 4121, Harris County, Texas",0,0,0,-
64290,1400000US48201412200,"Census Tract 4122, Harris County, Texas",2179,255,15,9.8
64291,1400000US48201412300,"Census Tract 4123, Harris County, Texas",2527,44,0,10.7
64292,1400000US48201412400,"Census Tract 4124, Harris County, Texas",1672,58,0,10.2
64293,1400000US48201412500,"Census Tract 4125, Harris County, Texas",556,31,6,6.4
64294,1400000US48201412600,"Census Tract 4126, Harris County, Texas",1272,23,10,3.7
64295,1400000US48201412700,"Census Tract 4127, Harris County, Texas",1426,62,14,10.9
64296,1400000US48201412800,"Census Tract 4128, Harris County, Texas",1720,58,19,3.9
64297,1400000US48201412900,"Census Tract 4129, Harris County, Texas",1951,240,107,15.2
64298,1400000US48201413000,"Census Tract 4130, Harris County, Texas",1410,44,8,9.3
64299,1400000US48201413100,"Census Tract 4131, Harris County, Texas",983,28,0,8.1
64300,1400000US48201413201,"Census Tract 4132.01, Harris County, Texas",1540,315,11,16.5
64301,1400000US48201413202,"Census Tract 4132.02, Harris County, Texas",2315,334,54,21.6
64302,1400000US48201413300,"Census Tract 4133, Harris County, Texas",3317,352,151,9.1
64303,1400000US48201420100,"Census Tract 4201, Harris County, Texas",1442,323,212,6.9
64304,1400000US48201420200,"Census Tract 4202, Harris County, Texas",942,59,61,7.4
64305,1400000US48201420300,"Census Tract 4203, Harris County, Texas",1528,96,38,5.5
64306,1400000US48201420400,"Census Tract 4204, Harris County, Texas",1485,72,9,9.0
64307,1400000US48201420500,"Census Tract 4205, Harris County, Texas",1182,270,424,9.9
64308,1400000US48201420600,"Census Tract 4206, Harris County, Texas",959,85,69,9.6
64309,1400000US48201420700,"Census Tract 4207, Harris County, Texas",1000,66,11,18.2
64310,1400000US48201420800,"Census Tract 4208, Harris County, Texas",769,32,15,9.0
64311,1400000US48201420900,"Census Tract 4209, Harris County, Texas",2518,32,24,12.0
64312,1400000US48201421000,"Census Tract 4210, Harris County, Texas",1124,20,15,11.8
64313,1400000US48201421101,"Census Tract 4211.01, Harris County, Texas",1447,249,177,5.4
64314,1400000US48201421102,"Census Tract 4211.02, Harris County, Texas",2065,666,379,3.1
64315,1400000US48201421201,"Census Tract 4212.01, Harris County, Texas",2163,419,397,1.6
64316,1400000US48201421202,"Census Tract 4212.02, Harris County, Texas",1609,739,481,4.9
64317,1400000US48201421300,"Census Tract 4213, Harris County, Texas",2414,723,459,8.4
64318,1400000US48201421401,"Census Tract 4214.01, Harris County, Texas",1347,397,339,6.1
64319,1400000US48201421402,"Census Tract 4214.02, Harris County, Texas",1250,488,210,7.0
64320,1400000US48201421403,"Census Tract 4214.03, Harris County, Texas",1387,529,307,6.0
64321,1400000US48201421500,"Census Tract 4215, Harris County, Texas",2910,825,526,8.0
64322,1400000US48201421600,"Census Tract 4216, Harris County, Texas",2175,599,433,8.8
64323,1400000US48201421700,"Census Tract 4217, Harris County, Texas",1748,294,132,9.9
64324,1400000US48201421800,"Census Tract 4218, Harris County, Texas",2034,159,131,9.0
64325,1400000US48201421900,"Census Tract 4219, Harris County, Texas",1033,25,13,11.3
64326,1400000US48201422000,"Census Tract 4220, Harris County, Texas",945,11,38,11.1
64327,1400000US48201422100,"Census Tract 4221, Harris County, Texas",1824,227,103,12.4
64328,1400000US48201422200,"Census Tract 4222, Harris County, Texas",2138,771,834,21.0
64329,1400000US48201422301,"Census Tract 4223.01, Harris County, Texas",2719,697,685,6.5
64330,1400000US48201422302,"Census Tract 4223.02, Harris County, Texas",821,104,64,2.9
64331,1400000US48201422401,"Census Tract 4224.01, Harris County, Texas",1897,646,618,24.2
64332,1400000US48201422402,"Census Tract 4224.02, Harris County, Texas",2057,316,438,6.3
64333,1400000US48201422500,"Census Tract 4225, Harris County, Texas",2404,589,448,11.1
64334,1400000US48201422600,"Census Tract 4226, Harris County, Texas",2204,436,437,6.1
64335,1400000US48201422701,"Census Tract 4227.01, Harris County, Texas",1588,255,396,8.9
64336,1400000US48201422702,"Census Tract 4227.02, Harris County, Texas",1094,140,94,12.0
64337,1400000US48201422800,"Census Tract 4228, Harris County, Texas",1624,336,334,21.0
64338,1400000US48201422900,"Census Tract 4229, Harris County, Texas",1524,502,321,8.1
64339,1400000US48201423000,"Census Tract 4230, Harris County, Texas",1919,548,449,7.8
64340,1400000US48201423100,"Census Tract 4231, Harris County, Texas",924,205,251,0.0
64341,1400000US48201423201,"Census Tract 4232.01, Harris County, Texas",1074,72,160,10.3
64342,1400000US48201423202,"Census Tract 4232.02, Harris County, Texas",2912,799,808,11.9
64343,1400000US48201423301,"Census Tract 4233.01, Harris County, Texas",1846,241,146,12.6
64344,1400000US48201423302,"Census Tract 4233.02, Harris County, Texas",2343,416,532,15.2
64345,1400000US48201423401,"Census Tract 4234.01, Harris County, Texas",1862,259,324,10.3
64346,1400000US48201423402,"Census Tract 4234.02, Harris County, Texas",1452,209,170,4.3
64347,1400000US48201423500,"Census Tract 4235, Harris County, Texas",707,79,24,16.4
64348,1400000US48201423600,"Census Tract 4236, Harris County, Texas",2491,228,373,12.2
64349,1400000US48201430100,"Census Tract 4301, Harris County, Texas",2890,311,32,9.6
64350,1400000US48201430200,"Census Tract 4302, Harris County, Texas",678,34,0,4.9
64351,1400000US48201430300,"Census Tract 4303, Harris County, Texas",1540,19,0,11.9
64352,1400000US48201430400,"Census Tract 4304, Harris County, Texas",1207,56,0,22.2
64353,1400000US48201430500,"Census Tract 4305, Harris County, Texas",978,94,33,13.1
64354,1400000US48201430600,"Census Tract 4306, Harris County, Texas",1230,28,9,10.7
64355,1400000US48201430700,"Census Tract 4307, Harris County, Texas",1716,242,26,22.0
64356,1400000US48201430800,"Census Tract 4308, Harris County, Texas",2468,107,22,8.8
64357,1400000US48201430900,"Census Tract 4309, Harris County, Texas",2352,133,0,11.6
64358,1400000US48201431000,"Census Tract 4310, Harris County, Texas",2584,167,0,15.1
64359,1400000US48201431101,"Census Tract 4311.01, Harris County, Texas",2556,226,164,10.4
64360,1400000US48201431102,"Census Tract 4311.02, Harris County, Texas",2104,384,213,10.3
64361,1400000US48201431201,"Census Tract 4312.01, Harris County, Texas",2226,456,220,14.5
64362,1400000US48201431202,"Census Tract 4312.02, Harris County, Texas",2629,448,157,7.5
64363,1400000US48201431301,"Census Tract 4313.01, Harris County, Texas",2768,212,26,12.3
64364,1400000US48201431302,"Census Tract 4313.02, Harris County, Texas",2005,72,28,9.1
64365,1400000US48201431401,"Census Tract 4314.01, Harris County, Texas",1060,85,39,0.0
64366,1400000US48201431402,"Census Tract 4314.02, Harris County, Texas",2069,160,19,1.4
64367,1400000US48201431501,"Census Tract 4315.01, Harris County, Texas",2839,137,0,7.9
64368,1400000US48201431502,"Census Tract 4315.02, Harris County, Texas",1662,98,13,13.4
64369,1400000US48201431600,"Census Tract 4316, Harris County, Texas",1387,39,0,20.0
64370,1400000US48201431700,"Census Tract 4317, Harris County, Texas",2134,118,21,21.0
64371,1400000US48201431801,"Census Tract 4318.01, Harris County, Texas",1712,71,0,2.4
64372,1400000US48201431802,"Census Tract 4318.02, Harris County, Texas",2664,248,19,9.9
64373,1400000US48201431900,"Census Tract 4319, Harris County, Texas",2892,283,0,20.0
64374,1400000US48201432001,"Census Tract 4320.01, Harris County, Texas",1938,253,138,2.7
64375,1400000US48201432002,"Census Tract 4320.02, Harris County, Texas",2300,455,304,0.0
64376,1400000US48201432100,"Census Tract 4321, Harris County, Texas",2788,574,406,3.3
64377,1400000US48201432200,"Census Tract 4322, Harris County, Texas",2063,182,102,8.5
64378,1400000US48201432300,"Census Tract 4323, Harris County, Texas",3423,595,539,3.6
64379,1400000US48201432400,"Census Tract 4324, Harris County, Texas",3120,607,213,8.7
64380,1400000US48201432500,"Census Tract 4325, Harris County, Texas",2306,680,301,9.5
64381,1400000US48201432600,"Census Tract 4326, Harris County, Texas",909,152,164,4.4
64382,1400000US48201432701,"Census Tract 4327.01, Harris County, Texas",2130,1004,434,6.6
64383,1400000US48201432702,"Census Tract 4327.02, Harris County, Texas",1809,174,88,7.5
64384,1400000US48201432801,"Census Tract 4328.01, Harris County, Texas",2065,491,337,11.5
64385,1400000US48201432802,"Census Tract 4328.02, Harris County, Texas",2351,837,730,20.6
64386,1400000US48201432901,"Census Tract 4329.01, Harris County, Texas",1122,334,140,3.5
64387,1400000US48201432902,"Census Tract 4329.02, Harris County, Texas",2330,582,538,14.9
64388,1400000US48201433001,"Census Tract 4330.01, Harris County, Texas",1878,739,491,8.3
64389,1400000US48201433002,"Census Tract 4330.02, Harris County, Texas",1438,428,484,10.8
64390,1400000US48201433003,"Census Tract 4330.03, Harris County, Texas",1897,830,637,11.6
64391,1400000US48201433100,"Census Tract 4331, Harris County, Texas",1204,330,405,2.5
64392,1400000US48201433201,"Census Tract 4332.01, Harris County, Texas",1870,424,268,12.7
64393,1400000US48201433202,"Census Tract 4332.02, Harris County, Texas",1296,319,339,9.3
64394,1400000US48201433300,"Census Tract 4333, Harris County, Texas",1548,337,183,20.2
64395,1400000US48201433400,"Census Tract 4334, Harris County, Texas",1673,470,289,12.7
64396,1400000US48201433501,"Census Tract 4335.01, Harris County, Texas",1909,618,474,10.5
64397,1400000US48201433502,"Census Tract 4335.02, Harris County, Texas",2900,1111,871,20.6
64398,1400000US48201433600,"Census Tract 4336, Harris County, Texas",2485,687,691,6.1
64399,1400000US48201440100,"Census Tract 4401, Harris County, Texas",2920,492,284,9.6
64400,1400000US48201450100,"Census Tract 4501, Harris County, Texas",711,42,6,5.3
64401,1400000US48201450200,"Census Tract 4502, Harris County, Texas",1913,32,23,8.7
64402,1400000US48201450300,"Census Tract 4503, Harris County, Texas",2866,433,375,6.1
64403,1400000US48201450400,"Census Tract 4504, Harris County, Texas",1775,128,202,10.5
64404,1400000US48201450500,"Census Tract 4505, Harris County, Texas",1124,26,19,19.0
64405,1400000US48201450600,"Census Tract 4506, Harris County, Texas",1769,180,91,8.7
64406,1400000US48201450700,"Census Tract 4507, Harris County, Texas",2033,45,0,11.6
64407,1400000US48201450801,"Census Tract 4508.01, Harris County, Texas",914,65,95,3.2
64408,1400000US48201450802,"Census Tract 4508.02, Harris County, Texas",3036,430,366,14.9
64409,1400000US48201450900,"Census Tract 4509, Harris County, Texas",1256,172,70,12.1
64410,1400000US48201451001,"Census Tract 4510.01, Harris County, Texas",2238,494,451,11.7
64411,1400000US48201451002,"Census Tract 4510.02, Harris County, Texas",2304,279,272,4.3
64412,1400000US48201451100,"Census Tract 4511, Harris County, Texas",1960,217,132,12.4
64413,1400000US48201451200,"Census Tract 4512, Harris County, Texas",1008,0,21,12.1
